ID,Name,Position,Team,Pick,Year,Team PF,Team Yds,Team Tot Yds & TOPly,Team Tot Yds & TOY/P,Team Tot Yds & TOTO,Team FL,Team 1stD,Team PassingCmp,Team PassingAtt,Team PassingYds,Team PassingTD,Team PassingInt,Team PassingNY/A,Team Passing1stD,Team RushingAtt,Team RushingYds,Team RushingTD,Team RushingY/A,Team Rushing1stD,Team PenaltiesPen,Team PenaltiesYds,Team Penalties1stPy,Team #Dr,Team Sc%,Team TO%,Team Average DriveStart,Team Average DriveTime,Team Average DrivePlays,Team Average DriveYds,Team Average DrivePts,Opp. PF,Opp. Yds,Opp. Tot Yds & TOPly,Opp. Tot Yds & TOY/P,Opp. Tot Yds & TOTO,Opp. FL,Opp. 1stD,Opp. PassingCmp,Opp. PassingAtt,Opp. PassingYds,Opp. PassingTD,Opp. PassingInt,Opp. PassingNY/A,Opp. Passing1stD,Opp. RushingAtt,Opp. RushingYds,Opp. RushingTD,Opp. RushingY/A,Opp. Rushing1stD,Opp. PenaltiesPen,Opp. PenaltiesYds,Opp. Penalties1stPy,Opp. #Dr,Opp. Sc%,Opp. TO%,Opp. Average DriveStart,Opp. Average DriveTime,Opp. Average DrivePlays,Opp. Average DriveYds,Opp. Average DrivePts,Off. Rank PF,Off. Rank Yds,Off. Rank Tot Yds & TOTO,Off. Rank FL,Off. Rank 1stD,Off. Rank PassingAtt,Off. Rank PassingYds,Off. Rank PassingTD,Off. Rank PassingInt,Off. Rank PassingNY/A,Off. Rank RushingAtt,Off. Rank RushingYds,Off. Rank RushingTD,Off. Rank RushingY/A,Off. Rank Sc%,Off. Rank TO%,Off. Rank Average DriveStart,Off. Rank Average DriveTime,Off. Rank Average DrivePlays,Off. Rank Average DriveYds,Off. Rank Average DrivePts,Def. Rank PF,Def. Rank Yds,Def. Rank Tot Yds & TOTO,Def. Rank FL,Def. Rank 1stD,Def. Rank PassingAtt,Def. Rank PassingYds,Def. Rank PassingTD,Def. Rank PassingInt,Def. Rank PassingNY/A,Def. Rank RushingAtt,Def. Rank RushingYds,Def. Rank RushingTD,Def. Rank RushingY/A,Def. Rank Sc%,Def. Rank TO%,Def. Rank Average DriveStart,Def. Rank Average DriveTime,Def. Rank Average DrivePlays,Def. Rank Average DriveYds,Def. Rank Average DrivePts
340,Demaryius Thomas,WR,Broncos,22,2010,326.0,5463.0,1032.0,5.3,23.0,10.0,306.0,341.0,558.0,3627.0,21.0,13.0,6.1,186.0,440.0,1836.0,9.0,4.2,95.0,93.0,800.0,25.0,189.0,31.7,11.6,29.0,2.55,5.65,28.9,1.59,324.0,5040.0,1007.0,5.0,30.0,13.0,290.0,298.0,510.0,2981.0,18.0,17.0,5.4,167.0,458.0,2059.0,11.0,4.5,99.0,78.0,726.0,24.0,185.0,31.4,15.7,27.6,2.6,5.6,27.0,1.57,20.0,15.0,7.0,11.0,15.0,9.0,13.0,16.0,7.0,15.0,14.0,18.0,22.0,17.0,17.0,25.0,20.0,18.0,17.0,18.0,19.0,12.0,7.0,9.0,6.0,12.0,9.0,3.0,8.0,13.0,3.0,22.0,26.0,11.0,27.0,18.0,7.0,5.0,16.0,23.0,8.0,13.0
341,Bryan Bulaga,T,Packers,23,2010,461.0,6065.0,1042.0,5.8,16.0,8.0,335.0,357.0,553.0,4180.0,30.0,8.0,6.9,201.0,438.0,1885.0,20.0,4.3,102.0,118.0,1057.0,32.0,191.0,40.3,7.9,32.3,2.77,5.64,31.7,2.26,297.0,4551.0,948.0,4.8,40.0,10.0,272.0,294.0,540.0,3218.0,29.0,30.0,5.6,168.0,371.0,1333.0,5.0,3.6,68.0,107.0,914.0,36.0,186.0,25.3,21.0,31.1,2.32,5.2,24.5,1.49,3.0,6.0,1.0,5.0,6.0,10.0,7.0,4.0,2.0,10.0,15.0,14.0,5.0,13.0,5.0,32.0,4.0,9.0,18.0,11.0,6.0,7.0,2.0,1.0,17.0,3.0,20.0,5.0,28.0,1.0,6.0,3.0,1.0,1.0,2.0,29.0,1.0,24.0,1.0,2.0,2.0,7.0
342,Dez Bryant,WR,Cowboys,24,2010,361.0,6390.0,1020.0,6.3,19.0,10.0,335.0,347.0,550.0,4287.0,26.0,9.0,7.3,203.0,436.0,2103.0,14.0,4.8,110.0,115.0,892.0,22.0,179.0,33.5,9.5,27.6,2.88,5.87,35.7,1.9,250.0,5054.0,979.0,5.2,21.0,10.0,286.0,344.0,572.0,3606.0,19.0,11.0,5.9,186.0,365.0,1448.0,7.0,4.0,74.0,93.0,768.0,26.0,181.0,24.3,11.6,26.1,2.48,5.6,27.9,1.3,14.0,2.0,4.0,11.0,6.0,13.0,6.0,13.0,3.0,5.0,17.0,7.0,15.0,2.0,14.0,29.0,30.0,3.0,6.0,2.0,12.0,2.0,9.0,27.0,17.0,9.0,26.0,20.0,10.0,26.0,10.0,2.0,4.0,4.0,9.0,31.0,24.0,1.0,11.0,20.0,10.0,2.0
343,Tim Tebow,QB,Broncos,25,2010,326.0,5463.0,1032.0,5.3,23.0,10.0,306.0,341.0,558.0,3627.0,21.0,13.0,6.1,186.0,440.0,1836.0,9.0,4.2,95.0,93.0,800.0,25.0,189.0,31.7,11.6,29.0,2.55,5.65,28.9,1.59,324.0,5040.0,1007.0,5.0,30.0,13.0,290.0,298.0,510.0,2981.0,18.0,17.0,5.4,167.0,458.0,2059.0,11.0,4.5,99.0,78.0,726.0,24.0,185.0,31.4,15.7,27.6,2.6,5.6,27.0,1.57,20.0,15.0,7.0,11.0,15.0,9.0,13.0,16.0,7.0,15.0,14.0,18.0,22.0,17.0,17.0,25.0,20.0,18.0,17.0,18.0,19.0,12.0,7.0,9.0,6.0,12.0,9.0,3.0,8.0,13.0,3.0,22.0,26.0,11.0,27.0,18.0,7.0,5.0,16.0,23.0,8.0,13.0
344,Dan Williams,DT,Cardinals,26,2010,375.0,5510.0,985.0,5.6,36.0,18.0,317.0,392.0,594.0,4016.0,27.0,18.0,6.5,215.0,365.0,1494.0,16.0,4.1,77.0,108.0,886.0,25.0,199.0,30.7,17.1,29.9,2.4,5.05,27.6,1.78,325.0,5543.0,1038.0,5.3,29.0,8.0,289.0,346.0,593.0,3739.0,22.0,21.0,5.9,188.0,402.0,1804.0,13.0,4.5,81.0,104.0,840.0,20.0,196.0,27.6,13.8,28.5,2.47,5.4,28.3,1.54,11.0,14.0,31.0,32.0,14.0,3.0,12.0,10.0,20.0,12.0,32.0,28.0,12.0,23.0,18.0,3.0,16.0,24.0,29.0,20.0,15.0,14.0,20.0,10.0,27.0,10.0,31.0,23.0,14.0,7.0,11.0,8.0,17.0,17.0,25.0,25.0,16.0,9.0,8.0,10.0,13.0,11.0
345,Devin McCourty,DB,Patriots,27,2010,427.0,6357.0,1076.0,5.9,22.0,9.0,373.0,390.0,592.0,4436.0,28.0,13.0,7.3,222.0,466.0,1921.0,19.0,4.1,114.0,81.0,743.0,37.0,178.0,41.0,12.4,30.0,2.97,6.22,35.7,2.29,285.0,5123.0,941.0,5.4,28.0,10.0,289.0,300.0,512.0,3355.0,25.0,18.0,6.2,193.0,398.0,1768.0,6.0,4.4,80.0,91.0,780.0,16.0,179.0,25.1,14.0,27.4,2.43,5.4,28.4,1.45,6.0,3.0,5.0,7.0,1.0,5.0,3.0,7.0,7.0,6.0,10.0,12.0,6.0,21.0,4.0,24.0,15.0,1.0,2.0,1.0,5.0,5.0,11.0,12.0,17.0,10.0,12.0,12.0,20.0,11.0,19.0,6.0,13.0,3.0,23.0,30.0,14.0,4.0,5.0,6.0,15.0,6.0
346,Jared Odrick,DT,Dolphins,28,2010,360.0,5401.0,1088.0,5.0,29.0,10.0,333.0,331.0,545.0,3170.0,15.0,19.0,5.5,188.0,509.0,2231.0,22.0,4.4,129.0,78.0,640.0,16.0,181.0,34.3,15.5,28.4,2.83,6.17,29.7,1.85,390.0,5589.0,968.0,5.8,21.0,6.0,297.0,281.0,489.0,3754.0,23.0,15.0,7.0,184.0,435.0,1835.0,16.0,4.2,88.0,73.0,589.0,25.0,186.0,38.7,11.3,30.7,2.43,5.4,30.0,2.0,15.0,17.0,19.0,11.0,8.0,14.0,20.0,27.0,23.0,23.0,3.0,4.0,1.0,10.0,12.0,8.0,24.0,5.0,3.0,16.0,14.0,25.0,22.0,27.0,29.0,15.0,3.0,24.0,18.0,16.0,29.0,17.0,18.0,21.0,15.0,2.0,26.0,20.0,5.0,9.0,21.0,26.0
347,Kyle Wilson,DB,Jets,29,2010,348.0,5136.0,1030.0,5.0,30.0,9.0,280.0,210.0,393.0,2380.0,12.0,21.0,5.6,131.0,607.0,2756.0,21.0,4.5,132.0,88.0,677.0,17.0,198.0,31.8,15.2,32.4,2.6,5.38,25.9,1.62,236.0,4037.0,953.0,4.2,31.0,14.0,237.0,259.0,501.0,2459.0,8.0,17.0,4.6,128.0,420.0,1578.0,11.0,3.8,87.0,87.0,680.0,22.0,187.0,20.3,14.4,28.8,2.45,5.2,21.6,1.02,17.0,20.0,20.0,7.0,23.0,32.0,31.0,29.0,28.0,21.0,1.0,1.0,3.0,5.0,16.0,11.0,2.0,15.0,23.0,22.0,18.0,1.0,1.0,8.0,4.0,1.0,7.0,1.0,1.0,13.0,1.0,11.0,8.0,11.0,4.0,32.0,10.0,13.0,7.0,3.0,1.0,1.0
348,Jahvid Best,RB,Lions,30,2010,262.0,4784.0,1037.0,4.6,41.0,9.0,281.0,316.0,585.0,3168.0,16.0,32.0,5.0,168.0,409.0,1616.0,9.0,4.0,82.0,98.0,768.0,31.0,194.0,23.7,20.1,27.7,2.38,5.49,24.6,1.23,494.0,6274.0,1029.0,6.1,23.0,14.0,332.0,371.0,545.0,4249.0,35.0,9.0,7.4,213.0,458.0,2025.0,18.0,4.4,95.0,113.0,944.0,24.0,192.0,43.8,10.4,35.8,2.58,5.5,32.6,2.42,27.0,26.0,32.0,7.0,22.0,6.0,21.0,24.0,32.0,28.0,24.0,24.0,22.0,28.0,28.0,1.0,29.0,26.0,20.0,26.0,28.0,32.0,32.0,24.0,4.0,30.0,21.0,32.0,32.0,30.0,32.0,22.0,25.0,26.0,21.0,1.0,28.0,32.0,14.0,17.0,30.0,32.0
349,Jerry Hughes,LB,Colts,31,2010,416.0,5809.0,980.0,5.9,24.0,5.0,339.0,402.0,601.0,4515.0,34.0,19.0,7.4,241.0,366.0,1294.0,16.0,3.5,69.0,74.0,546.0,29.0,174.0,37.9,13.2,28.0,2.55,5.75,33.4,2.29,307.0,5427.0,1084.0,5.0,26.0,10.0,320.0,372.0,583.0,3403.0,19.0,16.0,5.5,203.0,467.0,2024.0,10.0,4.3,106.0,92.0,889.0,11.0,179.0,33.0,14.0,28.9,2.88,6.3,30.3,1.64,7.0,9.0,10.0,1.0,5.0,2.0,2.0,1.0,23.0,4.0,31.0,32.0,12.0,30.0,7.0,19.0,28.0,18.0,10.0,5.0,4.0,8.0,18.0,18.0,17.0,27.0,30.0,14.0,10.0,15.0,4.0,25.0,24.0,7.0,19.0,15.0,14.0,14.0,32.0,32.0,23.0,14.0
350,Patrick Robinson,DB,Saints,32,2010,510.0,6461.0,1032.0,6.3,28.0,16.0,348.0,378.0,544.0,4355.0,34.0,12.0,7.7,215.0,468.0,2106.0,21.0,4.5,115.0,89.0,787.0,18.0,185.0,41.6,13.5,31.4,2.73,5.73,34.9,2.44,341.0,5724.0,1044.0,5.5,39.0,13.0,310.0,330.0,574.0,3769.0,15.0,26.0,6.2,175.0,435.0,1955.0,19.0,4.5,111.0,86.0,717.0,24.0,194.0,31.4,18.0,28.5,2.42,5.5,29.5,1.64,1.0,1.0,16.0,29.0,2.0,15.0,4.0,1.0,6.0,2.0,7.0,6.0,3.0,7.0,3.0,17.0,6.0,12.0,13.0,3.0,2.0,20.0,25.0,2.0,6.0,22.0,27.0,26.0,5.0,3.0,20.0,17.0,21.0,28.0,26.0,17.0,3.0,9.0,4.0,19.0,20.0,15.0
351,Matthew Stafford,QB,Lions,1,2009,268.0,4292.0,913.0,4.7,29.0,10.0,234.0,281.0,509.0,2960.0,18.0,19.0,5.3,143.0,352.0,1332.0,10.0,3.8,70.0,88.0,729.0,21.0,187.0,26.2,15.0,27.9,2.32,5.01,22.9,1.39,517.0,6470.0,1009.0,6.4,20.0,16.0,350.0,303.0,443.0,3716.0,25.0,4.0,7.9,188.0,536.0,2754.0,31.0,5.1,147.0,91.0,753.0,15.0,179.0,45.3,8.4,30.8,2.95,5.8,36.1,2.61,27.0,30.0,23.0,13.0,30.0,18.0,24.0,19.0,26.0,27.0,31.0,30.0,25.0,28.0,30.0,9.0,28.0,31.0,32.0,31.0,28.0,32.0,32.0,26.0,2.0,32.0,1.0,27.0,27.0,32.0,32.0,30.0,32.0,32.0,32.0,2.0,31.0,19.0,28.0,22.0,32.0,32.0
352,Jason Smith,T,Rams,2,2009,232.0,4596.0,982.0,4.7,31.0,12.0,249.0,292.0,520.0,2947.0,11.0,19.0,5.2,140.0,417.0,1649.0,8.0,4.0,95.0,97.0,718.0,14.0,190.0,26.3,16.3,27.2,2.48,5.36,24.2,1.19,465.0,5950.0,975.0,6.1,26.0,14.0,320.0,278.0,444.0,3475.0,20.0,12.0,7.3,158.0,501.0,2475.0,26.0,4.9,146.0,89.0,654.0,16.0,185.0,41.6,13.0,32.0,2.63,5.4,31.9,2.24,30.0,27.0,27.0,20.0,28.0,15.0,26.0,30.0,26.0,28.0,22.0,25.0,30.0,25.0,29.0,6.0,31.0,26.0,26.0,27.0,31.0,31.0,28.0,13.0,5.0,26.0,2.0,19.0,14.0,21.0,31.0,28.0,29.0,30.0,29.0,4.0,15.0,26.0,13.0,9.0,25.0,29.0
353,Tyson Jackson,DE,Chiefs,3,2009,291.0,4939.0,957.0,5.2,24.0,8.0,273.0,310.0,541.0,3129.0,23.0,16.0,5.4,161.0,379.0,1810.0,9.0,4.8,94.0,78.0,645.0,18.0,178.0,27.0,12.4,27.8,2.52,5.5,27.6,1.53,440.0,6291.0,1041.0,6.0,29.0,16.0,344.0,348.0,522.0,3748.0,21.0,13.0,7.0,195.0,509.0,2543.0,25.0,5.0,133.0,81.0,588.0,16.0,181.0,43.6,15.5,33.6,2.85,6.0,34.6,2.33,26.0,24.0,13.0,6.0,24.0,9.0,20.0,8.0,21.0,26.0,29.0,16.0,28.0,4.0,28.0,18.0,29.0,23.0,21.0,21.0,25.0,29.0,31.0,9.0,2.0,31.0,18.0,28.0,18.0,17.0,28.0,29.0,30.0,29.0,31.0,3.0,6.0,31.0,26.0,26.0,30.0,30.0
354,Aaron Curry,LB,Seahawks,4,2009,294.0,4385.0,927.0,4.7,27.0,12.0,265.0,262.0,474.0,2617.0,18.0,15.0,5.1,142.0,417.0,1768.0,10.0,4.2,104.0,79.0,601.0,19.0,176.0,29.5,13.6,30.9,2.42,5.43,25.0,1.52,392.0,6048.0,1058.0,5.7,20.0,11.0,324.0,366.0,566.0,4149.0,25.0,9.0,6.9,207.0,457.0,1899.0,13.0,4.2,98.0,81.0,671.0,19.0,187.0,40.1,10.2,29.3,2.88,5.9,32.3,2.02,25.0,28.0,21.0,20.0,26.0,26.0,29.0,19.0,16.0,30.0,22.0,19.0,25.0,14.0,25.0,13.0,13.0,30.0,24.0,26.0,26.0,25.0,30.0,26.0,13.0,27.0,28.0,32.0,27.0,29.0,26.0,23.0,18.0,13.0,16.0,5.0,27.0,11.0,27.0,24.0,26.0,25.0
355,Mark Sanchez,QB,Jets,5,2009,405.0,5307.0,981.0,5.4,31.0,8.0,308.0,347.0,529.0,3303.0,22.0,23.0,5.9,186.0,422.0,2004.0,20.0,4.7,94.0,77.0,569.0,28.0,177.0,37.3,16.9,31.4,2.82,5.71,29.8,2.07,356.0,5270.0,1020.0,5.2,30.0,16.0,315.0,368.0,572.0,3752.0,23.0,14.0,6.1,209.0,407.0,1518.0,10.0,3.7,86.0,93.0,663.0,20.0,177.0,33.3,16.9,30.2,2.73,5.9,29.5,1.77,9.0,16.0,27.0,6.0,11.0,13.0,16.0,11.0,32.0,21.0,19.0,9.0,5.0,5.0,11.0,4.0,10.0,10.0,13.0,12.0,10.0,18.0,16.0,5.0,2.0,24.0,29.0,29.0,23.0,15.0,16.0,9.0,7.0,6.0,7.0,18.0,4.0,15.0,22.0,25.0,18.0,16.0
356,Andre Smith,T,Bengals,6,2009,204.0,3926.0,984.0,4.0,26.0,11.0,245.0,303.0,513.0,2406.0,11.0,15.0,4.3,145.0,420.0,1520.0,6.0,3.6,80.0,75.0,591.0,20.0,186.0,21.0,13.4,30.1,2.52,5.43,21.0,0.99,364.0,5208.0,1013.0,5.1,24.0,12.0,296.0,315.0,506.0,3287.0,23.0,12.0,6.3,169.0,490.0,1921.0,15.0,3.9,106.0,102.0,772.0,21.0,184.0,32.6,12.0,31.1,2.78,5.6,28.2,1.8,32.0,32.0,16.0,18.0,29.0,16.0,30.0,30.0,16.0,32.0,21.0,29.0,31.0,30.0,32.0,14.0,18.0,23.0,23.0,32.0,32.0,19.0,12.0,17.0,10.0,15.0,13.0,15.0,23.0,21.0,19.0,27.0,21.0,20.0,10.0,19.0,21.0,21.0,24.0,17.0,12.0,18.0
357,Darrius Heyward-Bey,WR,Raiders,7,2009,263.0,4356.0,919.0,4.7,23.0,12.0,225.0,222.0,421.0,2369.0,13.0,11.0,5.2,123.0,459.0,1987.0,9.0,4.3,87.0,109.0,823.0,15.0,187.0,24.6,11.8,30.3,2.43,5.07,23.0,1.21,388.0,5775.0,1045.0,5.5,24.0,8.0,325.0,266.0,471.0,3220.0,20.0,16.0,6.4,166.0,542.0,2555.0,23.0,4.7,129.0,74.0,633.0,30.0,192.0,34.4,11.5,29.1,2.68,5.6,30.0,1.93,29.0,29.0,12.0,20.0,32.0,31.0,32.0,28.0,5.0,29.0,10.0,10.0,28.0,10.0,31.0,19.0,17.0,29.0,29.0,30.0,30.0,24.0,27.0,17.0,20.0,28.0,5.0,10.0,14.0,10.0,22.0,32.0,31.0,28.0,27.0,17.0,23.0,9.0,19.0,16.0,19.0,22.0
358,Eugene Monroe,T,Jaguars,8,2009,302.0,5106.0,1005.0,5.1,24.0,11.0,312.0,335.0,537.0,3332.0,15.0,13.0,5.8,183.0,426.0,1774.0,17.0,4.2,107.0,104.0,813.0,22.0,172.0,29.7,12.8,27.3,2.93,5.99,29.7,1.63,367.0,5295.0,922.0,5.7,17.0,4.0,289.0,297.0,465.0,3586.0,25.0,13.0,7.3,166.0,428.0,1709.0,14.0,4.0,98.0,80.0,691.0,25.0,170.0,38.8,9.4,31.2,2.7,5.6,31.1,2.08,24.0,20.0,13.0,18.0,10.0,11.0,15.0,24.0,12.0,23.0,18.0,18.0,10.0,17.0,24.0,15.0,30.0,5.0,7.0,13.0,23.0,21.0,17.0,31.0,32.0,11.0,4.0,24.0,27.0,17.0,30.0,14.0,13.0,15.0,13.0,7.0,29.0,23.0,21.0,15.0,22.0,26.0
359,B.J. Raji,DT,Packers,9,2009,419.0,5618.0,1012.0,5.6,21.0,8.0,299.0,343.0,541.0,3813.0,28.0,13.0,6.6,182.0,437.0,1805.0,11.0,4.1,99.0,110.0,984.0,18.0,179.0,36.9,11.2,28.2,2.83,5.84,31.2,1.98,380.0,5349.0,1003.0,5.3,28.0,6.0,295.0,287.0,518.0,3244.0,22.0,22.0,6.0,141.0,458.0,2105.0,20.0,4.6,121.0,89.0,721.0,33.0,192.0,34.9,14.1,32.4,2.42,5.4,27.9,1.92,5.0,8.0,8.0,6.0,15.0,9.0,8.0,5.0,12.0,10.0,14.0,17.0,24.0,18.0,12.0,23.0,26.0,8.0,10.0,11.0,12.0,22.0,20.0,12.0,28.0,14.0,17.0,12.0,21.0,3.0,12.0,24.0,26.0,27.0,26.0,16.0,11.0,28.0,4.0,6.0,11.0,21.0
360,Michael Crabtree,WR,49ers,10,2009,339.0,4978.0,961.0,5.2,35.0,16.0,287.0,309.0,509.0,3379.0,21.0,19.0,6.0,176.0,397.0,1599.0,10.0,4.0,83.0,98.0,732.0,28.0,185.0,33.0,18.4,29.2,2.55,5.37,26.7,1.68,381.0,5216.0,1027.0,5.1,18.0,6.0,293.0,331.0,545.0,3507.0,22.0,12.0,6.1,170.0,452.0,1709.0,14.0,3.8,104.0,111.0,869.0,19.0,184.0,38.6,9.8,33.7,2.68,5.8,28.3,1.94,22.0,23.0,32.0,32.0,21.0,18.0,13.0,13.0,26.0,18.0,27.0,27.0,25.0,21.0,20.0,1.0,24.0,21.0,25.0,22.0,21.0,23.0,13.0,28.0,28.0,12.0,24.0,20.0,21.0,21.0,15.0,21.0,13.0,15.0,8.0,9.0,28.0,32.0,19.0,23.0,13.0,23.0
361,Aaron Maybin,DE,Bills,11,2009,336.0,4882.0,956.0,5.1,30.0,15.0,287.0,309.0,479.0,3040.0,14.0,15.0,5.9,167.0,439.0,1842.0,16.0,4.2,107.0,71.0,538.0,13.0,176.0,34.1,16.5,32.1,2.73,5.65,27.7,1.7,342.0,5217.0,971.0,5.4,22.0,12.0,293.0,301.0,492.0,3271.0,14.0,10.0,6.3,167.0,455.0,1946.0,18.0,4.3,113.0,72.0,540.0,13.0,179.0,36.9,11.2,31.7,2.67,5.7,29.1,1.82,23.0,25.0,24.0,30.0,21.0,24.0,22.0,26.0,16.0,22.0,13.0,14.0,11.0,16.0,16.0,5.0,7.0,13.0,15.0,20.0,20.0,14.0,14.0,20.0,10.0,12.0,10.0,13.0,4.0,27.0,20.0,22.0,22.0,24.0,21.0,12.0,24.0,24.0,17.0,19.0,16.0,19.0
362,Knowshon Moreno,RB,Broncos,12,2009,370.0,6333.0,1019.0,6.2,30.0,12.0,354.0,386.0,620.0,4471.0,25.0,18.0,7.1,223.0,387.0,1862.0,15.0,4.8,103.0,77.0,739.0,28.0,167.0,38.9,17.4,26.0,2.75,6.31,37.9,2.13,448.0,5993.0,990.0,6.1,13.0,7.0,327.0,333.0,495.0,3656.0,20.0,6.0,7.0,186.0,469.0,2337.0,26.0,5.0,122.0,83.0,738.0,19.0,168.0,46.4,7.7,30.2,2.98,6.1,35.5,2.49,16.0,2.0,24.0,20.0,2.0,3.0,3.0,7.0,24.0,7.0,28.0,12.0,14.0,3.0,8.0,2.0,32.0,11.0,3.0,1.0,7.0,30.0,29.0,32.0,26.0,29.0,11.0,26.0,14.0,31.0,27.0,25.0,27.0,30.0,30.0,1.0,32.0,15.0,30.0,29.0,31.0,31.0
363,Brian Orakpo,LB,Redskins,13,2009,265.0,5120.0,1026.0,5.0,18.0,12.0,295.0,318.0,510.0,3025.0,14.0,6.0,5.5,165.0,478.0,2095.0,12.0,4.4,109.0,83.0,644.0,21.0,178.0,29.2,9.6,31.8,2.83,5.97,28.7,1.46,296.0,4621.0,933.0,5.0,18.0,5.0,259.0,290.0,511.0,3095.0,16.0,13.0,5.8,159.0,398.0,1526.0,12.0,3.8,86.0,80.0,639.0,14.0,176.0,29.5,10.2,28.0,2.58,5.5,26.2,1.52,28.0,19.0,5.0,20.0,17.0,17.0,23.0,26.0,1.0,24.0,8.0,8.0,22.0,8.0,26.0,29.0,8.0,8.0,8.0,17.0,27.0,6.0,4.0,28.0,30.0,5.0,15.0,7.0,6.0,17.0,8.0,6.0,8.0,11.0,9.0,26.0,26.0,6.0,11.0,10.0,9.0,6.0
364,Malcolm Jenkins,DB,Saints,14,2009,463.0,6571.0,1047.0,6.3,26.0,8.0,354.0,413.0,636.0,4977.0,34.0,18.0,7.7,232.0,398.0,1594.0,20.0,4.0,103.0,86.0,797.0,19.0,178.0,42.7,14.0,29.9,2.73,6.03,36.7,2.49,393.0,5432.0,999.0,5.4,22.0,7.0,299.0,299.0,526.0,3547.0,21.0,15.0,6.4,180.0,445.0,1885.0,14.0,4.2,100.0,84.0,637.0,19.0,174.0,39.7,11.5,30.3,2.73,6.0,31.2,1.99,1.0,1.0,16.0,6.0,2.0,1.0,1.0,1.0,24.0,2.0,26.0,28.0,5.0,23.0,4.0,12.0,19.0,13.0,5.0,2.0,1.0,26.0,23.0,20.0,26.0,18.0,20.0,23.0,18.0,11.0,23.0,19.0,17.0,15.0,19.0,6.0,22.0,17.0,22.0,27.0,23.0,24.0
365,Brian Cushing,LB,Texans,15,2009,366.0,6113.0,1019.0,6.0,32.0,12.0,340.0,367.0,555.0,4267.0,21.0,20.0,7.3,210.0,432.0,1846.0,16.0,4.3,106.0,80.0,664.0,24.0,173.0,38.2,17.3,29.8,2.97,6.08,35.3,2.0,394.0,5385.0,935.0,5.8,22.0,10.0,300.0,294.0,471.0,3423.0,24.0,12.0,6.9,167.0,439.0,1962.0,18.0,4.5,114.0,81.0,659.0,19.0,175.0,38.3,12.0,29.5,2.57,5.5,30.7,2.11,17.0,3.0,30.0,20.0,4.0,7.0,4.0,13.0,29.0,5.0,16.0,13.0,11.0,13.0,9.0,3.0,20.0,4.0,4.0,4.0,11.0,27.0,22.0,20.0,16.0,19.0,5.0,17.0,26.0,21.0,25.0,17.0,23.0,24.0,24.0,10.0,20.0,13.0,9.0,12.0,20.0,27.0
366,Larry English,LB,Chargers,16,2009,439.0,5584.0,924.0,6.0,20.0,9.0,301.0,312.0,478.0,3858.0,34.0,11.0,7.7,191.0,421.0,1726.0,13.0,4.1,92.0,95.0,748.0,18.0,170.0,43.5,10.6,30.6,2.72,5.62,32.8,2.41,347.0,5599.0,1041.0,5.4,24.0,9.0,339.0,411.0,605.0,3958.0,25.0,15.0,6.3,213.0,408.0,1641.0,11.0,4.0,98.0,78.0,708.0,28.0,169.0,35.5,13.0,29.7,2.95,6.3,33.1,1.92,2.0,11.0,7.0,11.0,13.0,25.0,7.0,1.0,5.0,1.0,20.0,20.0,19.0,19.0,3.0,25.0,15.0,15.0,17.0,8.0,2.0,15.0,25.0,17.0,18.0,30.0,31.0,31.0,27.0,11.0,18.0,10.0,11.0,8.0,14.0,14.0,14.0,14.0,28.0,31.0,28.0,20.0
367,Josh Freeman,QB,Buccaneers,17,2009,361.0,5456.0,1045.0,5.2,26.0,13.0,298.0,355.0,562.0,3619.0,18.0,13.0,6.1,184.0,451.0,1837.0,13.0,4.1,100.0,95.0,834.0,14.0,189.0,33.3,12.7,32.4,2.72,5.73,28.8,1.66,323.0,4898.0,945.0,5.2,30.0,8.0,259.0,276.0,475.0,2997.0,23.0,22.0,5.9,153.0,441.0,1901.0,8.0,4.3,87.0,88.0,660.0,19.0,192.0,30.7,14.6,29.3,2.45,5.1,25.4,1.57,19.0,14.0,16.0,26.0,16.0,6.0,11.0,19.0,12.0,15.0,11.0,15.0,19.0,20.0,18.0,16.0,3.0,15.0,12.0,16.0,22.0,10.0,9.0,5.0,20.0,5.0,8.0,4.0,23.0,3.0,11.0,18.0,19.0,4.0,22.0,23.0,9.0,11.0,5.0,2.0,6.0,7.0
368,Robert Ayers,DE,Broncos,18,2009,370.0,6333.0,1019.0,6.2,30.0,12.0,354.0,386.0,620.0,4471.0,25.0,18.0,7.1,223.0,387.0,1862.0,15.0,4.8,103.0,77.0,739.0,28.0,167.0,38.9,17.4,26.0,2.75,6.31,37.9,2.13,448.0,5993.0,990.0,6.1,13.0,7.0,327.0,333.0,495.0,3656.0,20.0,6.0,7.0,186.0,469.0,2337.0,26.0,5.0,122.0,83.0,738.0,19.0,168.0,46.4,7.7,30.2,2.98,6.1,35.5,2.49,16.0,2.0,24.0,20.0,2.0,3.0,3.0,7.0,24.0,7.0,28.0,12.0,14.0,3.0,8.0,2.0,32.0,11.0,3.0,1.0,7.0,30.0,29.0,32.0,26.0,29.0,11.0,26.0,14.0,31.0,27.0,25.0,27.0,30.0,30.0,1.0,32.0,15.0,30.0,29.0,31.0,31.0
