Year,Round,Pick,Name,Team,Position,Team PF,Team Yds,Team Tot Yds & TOPly,Team Tot Yds & TOY/P,Team Tot Yds & TOTO,Team FL,Team 1stD,Team PassingCmp,Team PassingAtt,Team PassingYds,Team PassingTD,Team PassingInt,Team PassingNY/A,Team Passing1stD,Team RushingAtt,Team RushingYds,Team RushingTD,Team RushingY/A,Team Rushing1stD,Team PenaltiesPen,Team PenaltiesYds,Team Penalties1stPy,Team #Dr,Team Sc%,Team TO%,Team Average DriveStart,Team Average DriveTime,Team Average DrivePlays,Team Average DriveYds,Team Average DrivePts,Opp. PF,Opp. Yds,Opp. Tot Yds & TOPly,Opp. Tot Yds & TOY/P,Opp. Tot Yds & TOTO,Opp. FL,Opp. 1stD,Opp. PassingCmp,Opp. PassingAtt,Opp. PassingYds,Opp. PassingTD,Opp. PassingInt,Opp. PassingNY/A,Opp. Passing1stD,Opp. RushingAtt,Opp. RushingYds,Opp. RushingTD,Opp. RushingY/A,Opp. Rushing1stD,Opp. PenaltiesPen,Opp. PenaltiesYds,Opp. Penalties1stPy,Opp. #Dr,Opp. Sc%,Opp. TO%,Opp. Average DriveStart,Opp. Average DriveTime,Opp. Average DrivePlays,Opp. Average DriveYds,Opp. Average DrivePts,Off. Rank PF,Off. Rank Yds,Off. Rank Tot Yds & TOTO,Off. Rank FL,Off. Rank 1stD,Off. Rank PassingAtt,Off. Rank PassingYds,Off. Rank PassingTD,Off. Rank PassingInt,Off. Rank PassingNY/A,Off. Rank RushingAtt,Off. Rank RushingYds,Off. Rank RushingTD,Off. Rank RushingY/A,Off. Rank Sc%,Off. Rank TO%,Off. Rank Average DriveStart,Off. Rank Average DriveTime,Off. Rank Average DrivePlays,Off. Rank Average DriveYds,Off. Rank Average DrivePts,Def. Rank PF,Def. Rank Yds,Def. Rank Tot Yds & TOTO,Def. Rank FL,Def. Rank 1stD,Def. Rank PassingAtt,Def. Rank PassingYds,Def. Rank PassingTD,Def. Rank PassingInt,Def. Rank PassingNY/A,Def. Rank RushingAtt,Def. Rank RushingYds,Def. Rank RushingTD,Def. Rank RushingY/A,Def. Rank Sc%,Def. Rank TO%,Def. Rank Average DriveStart,Def. Rank Average DriveTime,Def. Rank Average DrivePlays,Def. Rank Average DriveYds,Def. Rank Average DrivePts
2010,1,1,Sam Bradford,Rams,QB,175,4470,998.0,4.5,33,12,259,312.0,543,2686,12,21,4.6,159.0,411,1784,4,4.3,79.0,100.0,834.0,21.0,181.0,19.3,16.6,Own 28.1,2:35,5.65,24.6,0.93,436,5965,1016.0,5.9,20,12,333,315.0,491,3764,22,8,7.3,182.0,500,2201,24,4.4,127.0,80.0,613.0,24.0,184.0,35.3,10.3,Own 28.0,2:43,5.6,32.4,2.06,32,29,27,22,26,16,28,29,28,31.0,22,20,32,11.0,32.0,5.0,27,16,16.0,25.0,32.0,31,29,29,13,31,4,25,14,31,31.0,27,27,31,20.0,10.0,29.0,8,25,25.0,28.0,28.0
2010,1,2,Ndamukong Suh,Lions,DT,262,4784,1037.0,4.6,41,9,281,316.0,585,3168,16,32,5.0,168.0,409,1616,9,4.0,82.0,98.0,768.0,31.0,194.0,23.7,20.1,Own 27.7,2:23,5.49,24.6,1.23,494,6274,1029.0,6.1,23,14,332,371.0,545,4249,35,9,7.4,213.0,458,2025,18,4.4,95.0,113.0,944.0,24.0,192.0,43.8,10.4,Own 35.8,2:35,5.5,32.6,2.42,27,26,32,7,22,6,21,24,32,28.0,24,24,22,28.0,28.0,1.0,29,26,20.0,26.0,28.0,32,32,24,4,30,21,32,32,30,32.0,22,25,26,21.0,1.0,28.0,32,14,17.0,30.0,32.0
2010,1,3,Gerald McCoy,Buccaneers,DT,244,4600,961.0,4.8,34,5,246,279.0,524,2973,18,29,5.3,148.0,404,1627,5,4.0,80.0,93.0,696.0,18.0,194.0,20.1,17.5,Own 30.4,2:22,5.09,23.6,1.08,400,5849,1039.0,5.6,29,10,324,301.0,482,3318,28,19,6.5,171.0,529,2531,16,4.8,129.0,80.0,731.0,24.0,190.0,36.8,14.2,Own 31.1,2:40,5.6,30.7,2.03,30,28,29,1,28,22,24,21,31,26.0,25,23,31,25.0,31.0,2.0,12,27,28.0,29.0,30.0,27,27,10,17,29,2,10,26,9,22.0,29,32,21,32.0,5.0,13.0,24,22,24.0,24.0,27.0
2010,1,4,Trent Williams,Redskins,T,266,5000,970.0,5.2,28,12,280,340.0,533,3490,21,16,6.0,191.0,391,1510,8,3.9,72.0,85.0,679.0,17.0,172.0,29.7,13.4,Own 28.7,2:42,5.78,28.9,1.56,336,5115,1000.0,5.1,17,6,280,314.0,511,3316,19,11,6.0,176.0,449,1799,10,4.0,85.0,98.0,763.0,19.0,178.0,33.7,9.6,Own 31.8,2:49,5.8,28.7,1.66,26,22,16,22,23,20,16,16,16,16.0,27,27,25,29.0,20.0,18.0,21,14,8.0,17.0,23.0,18,10,32,29,7,11,8,10,26,17.0,20,16,7,10.0,13.0,30.0,29,28,27.0,18.0,16.0
2010,1,5,Eric Berry,Chiefs,DB,294,4851,1019.0,4.8,27,10,256,296.0,536,2922,18,17,5.0,139.0,438,1929,8,4.4,91.0,84.0,667.0,26.0,202.0,25.2,12.4,Own 28.5,2:13,5.19,23.7,1.27,424,6211,1062.0,5.8,28,13,318,302.0,509,3707,25,15,7.0,178.0,531,2504,18,4.7,122.0,106.0,821.0,18.0,201.0,35.8,13.4,Own 30.7,2:37,5.5,30.8,1.93,23,25,15,11,27,18,25,21,17,29.0,15,11,25,8.0,27.0,23.0,22,32,26.0,28.0,27.0,29,30,12,6,26,8,22,20,16,28.0,30,31,26,31.0,9.0,20.0,20,17,12.0,25.0,24.0
2010,1,6,Russell Okung,Seahawks,T,280,5069,1045.0,4.9,31,12,297,372.0,609,3503,20,19,5.4,184.0,395,1566,7,4.0,80.0,95.0,840.0,33.0,194.0,26.3,15.5,Own 28.4,2:16,5.52,25.8,1.35,390,5703,1024.0,5.6,23,10,305,374.0,568,3927,27,13,6.6,204.0,428,1776,17,4.1,80.0,111.0,971.0,21.0,196.0,33.7,10.7,Own 29.4,2:39,5.4,29.1,1.91,25,21,22,22,17,1,15,20,23,24.0,26,26,27,27.0,26.0,9.0,24,31,19.0,23.0,25.0,25,24,24,17,18,25,30,24,22,24.0,15,15,24,13.0,14.0,27.0,17,21,8.0,19.0,22.0
2010,1,7,Joe Haden,Browns,DB,245,4163,971.0,4.3,31,13,237,219.0,443,2076,11,18,4.4,118.0,498,2087,10,4.2,102.0,77.0,678.0,17.0,189.0,23.3,16.4,Own 30.5,2:27,5.27,21.9,1.14,375,6229,1072.0,5.8,19,9,336,313.0,526,3915,22,10,6.9,189.0,506,2314,15,4.6,120.0,101.0,812.0,27.0,186.0,36.0,8.6,Own 28.6,2:45,6.0,33.5,1.88,29,32,22,26,30,30,32,31,20,32.0,6,8,20,15.0,29.0,7.0,10,21,25.0,32.0,29.0,21,31,31,26,32,15,29,14,29,26.0,28,28,19,29.0,8.0,31.0,11,27,28.0,31.0,21.0
2010,1,8,Rolando McClain,Raiders,LB,197,4258,944.0,4.5,33,15,234,255.0,485,2557,10,18,4.8,131.0,410,1701,7,4.1,81.0,117.0,920.0,22.0,194.0,22.2,16.5,Own 27.1,2:20,5.02,21.9,1.02,379,5791,1023.0,5.7,20,12,314,259.0,438,3303,16,8,7.0,158.0,548,2488,24,4.5,126.0,86.0,684.0,30.0,193.0,36.3,7.8,Own 30.7,2:38,5.5,30.1,1.92,31,31,27,28,31,26,29,32,20,30.0,23,21,27,19.0,30.0,6.0,31,30,31.0,31.0,31.0,23,26,29,13,25,1,7,6,31,27.0,32,29,31,28.0,7.0,32.0,20,18,15.0,22.0,23.0
2010,1,9,C.J. Spiller,Bills,RB,258,4382,911.0,4.8,30,11,233,256.0,441,2515,17,19,5.2,126.0,424,1867,6,4.4,81.0,107.0,855.0,26.0,188.0,27.1,13.8,Own 30.3,2:24,5.02,23.3,1.3,326,5449,1086.0,5.0,33,5,310,295.0,519,2948,14,28,5.4,157.0,535,2501,19,4.7,134.0,107.0,919.0,19.0,192.0,28.6,16.7,Own 29.7,2:43,5.8,28.3,1.55,28,30,20,17,32,31,30,23,23,27.0,21,16,29,9.0,25.0,15.0,13,24,30.0,30.0,26.0,16,19,5,32,22,13,2,2,2,2.0,31,30,28,30.0,23.0,5.0,19,25,26.0,14.0,12.0
2010,1,10,Tyson Alualu,Jaguars,DE,290,5385,1010.0,5.3,23,13,300,315.0,519,3356,15,10,6.0,170.0,447,2029,19,4.5,114.0,70.0,542.0,16.0,176.0,29.5,12.5,Own 28.5,2:46,5.9,30.6,1.66,380,5637,982.0,5.7,25,10,307,345.0,510,3774,28,15,7.2,191.0,458,1863,12,4.1,100.0,64.0,498.0,16.0,168.0,38.1,14.3,Own 29.3,2:52,6.0,33.6,2.1,24,18,7,26,16,23,19,27,4,18.0,12,10,6,6.0,21.0,22.0,22,9,5.0,13.0,17.0,24,23,19,17,19,9,27,26,16,30.0,22,19,14,12.0,4.0,11.0,16,30,30.0,32.0,30.0
2010,1,11,Anthony Davis,49ers,T,330,4652,939.0,5.0,24,10,238,312.0,528,3052,23,14,5.4,137.0,371,1600,12,4.3,77.0,98.0,758.0,24.0,196.0,27.6,10.2,Own 29.1,2:26,4.91,23.8,1.54,281,5222,1050.0,5.0,33,15,278,352.0,580,3670,14,18,5.9,176.0,426,1552,12,3.6,77.0,114.0,969.0,25.0,206.0,26.7,15.5,Own 29.6,2:21,5.3,25.2,1.31,18,27,10,11,29,21,22,15,12,25.0,30,25,19,12.0,24.0,28.0,19,23,32.0,27.0,24.0,4,15,5,1,6,28,21,2,11,12.0,14,6,14,3.0,26.0,8.0,18,3,4.0,3.0,3.0
2010,1,12,Ryan Mathews,Chargers,RB,454,5761,972.0,5.9,17,7,330,338.0,519,4338,29,10,8.0,222.0,427,1423,17,3.3,80.0,78.0,570.0,28.0,170.0,45.9,9.4,Own 30.8,2:49,5.92,33.9,2.46,320,5232,991.0,5.3,25,11,309,326.0,534,3348,23,14,5.9,177.0,422,1884,10,4.5,112.0,103.0,795.0,20.0,168.0,34.5,14.3,Own 29.0,2:52,6.1,30.9,1.82,4,10,2,3,10,23,5,5,4,1.0,19,31,11,32.0,1.0,30.0,7,6,4.0,4.0,1.0,11,16,19,15,21,17,11,18,20,13.0,12,20,7,24.0,12.0,11.0,15,30,31.0,27.0,20.0
2010,1,13,Brandon Graham,Eagles,LB,429,5726,975.0,5.9,23,10,290,335.0,553,4089,27,13,6.9,182.0,384,1637,14,4.3,87.0,115.0,951.0,21.0,192.0,38.0,10.4,Own 30.6,2:21,5.27,29.8,1.99,337,5137,1037.0,5.0,38,13,295,354.0,580,3462,27,25,5.5,179.0,413,1675,11,4.1,81.0,104.0,789.0,35.0,197.0,29.9,17.3,Own 31.7,2:35,5.4,26.0,1.67,5,11,7,11,19,10,10,10,7,11.0,28,22,15,14.0,6.0,27.0,8,29,24.0,15.0,9.0,19,12,3,6,14,28,17,24,4,5.0,10,9,11,11.0,20.0,4.0,28,14,7.0,7.0,17.0
2010,1,14,Earl Thomas,Seahawks,DB,280,5069,1045.0,4.9,31,12,297,372.0,609,3503,20,19,5.4,184.0,395,1566,7,4.0,80.0,95.0,840.0,33.0,194.0,26.3,15.5,Own 28.4,2:16,5.52,25.8,1.35,390,5703,1024.0,5.6,23,10,305,374.0,568,3927,27,13,6.6,204.0,428,1776,17,4.1,80.0,111.0,971.0,21.0,196.0,33.7,10.7,Own 29.4,2:39,5.4,29.1,1.91,25,21,22,22,17,1,15,20,23,24.0,26,26,27,27.0,26.0,9.0,24,31,19.0,23.0,25.0,25,24,24,17,18,25,30,24,22,24.0,15,15,24,13.0,14.0,27.0,17,21,8.0,19.0,22.0
2010,1,15,Jason Pierre-Paul,Giants,DE,402,5856,1017.0,5.8,31,17,323,338.0,542,4019,28,14,7.0,194.0,443,1837,14,4.1,103.0,95.0,802.0,26.0,183.0,37.7,15.3,Own 30.5,2:46,5.73,32.0,2.05,427,5198,953.0,5.5,24,11,308,314.0,498,3425,31,13,6.5,182.0,423,1773,21,4.2,103.0,88.0,678.0,23.0,182.0,38.5,11.5,Own 31.6,2:31,5.4,28.5,2.3,8,8,22,31,12,17,11,7,12,9.0,13,17,15,20.0,8.0,10.0,10,9,12.0,10.0,7.0,30,13,22,15,20,6,15,30,22,21.0,13,14,30,14.0,3.0,25.0,27,12,5.0,17.0,31.0
2010,1,16,Derrick Morgan,Titans,DE,354,5623,990.0,5.7,31,16,288,271.0,476,3031,16,15,6.2,154.0,499,2592,19,5.2,115.0,98.0,821.0,19.0,187.0,33.2,15.0,Own 27.1,2:27,5.47,29.9,1.74,402,5850,1038.0,5.6,27,7,323,404.0,604,4139,31,20,6.5,210.0,402,1711,16,4.3,89.0,94.0,724.0,24.0,190.0,36.3,13.7,Own 32.3,2:41,5.6,30.8,2.08,16,12,22,29,21,28,23,24,15,14.0,5,2,6,1.0,15.0,13.0,31,21,21.0,14.0,16.0,28,28,16,28,28,32,31,30,8,23.0,8,10,21,16.0,6.0,17.0,31,24,22.0,26.0,29.0
2010,1,17,Mike Iupati,49ers,G,330,4652,939.0,5.0,24,10,238,312.0,528,3052,23,14,5.4,137.0,371,1600,12,4.3,77.0,98.0,758.0,24.0,196.0,27.6,10.2,Own 29.1,2:26,4.91,23.8,1.54,281,5222,1050.0,5.0,33,15,278,352.0,580,3670,14,18,5.9,176.0,426,1552,12,3.6,77.0,114.0,969.0,25.0,206.0,26.7,15.5,Own 29.6,2:21,5.3,25.2,1.31,18,27,10,11,29,21,22,15,12,25.0,30,25,19,12.0,24.0,28.0,19,23,32.0,27.0,24.0,4,15,5,1,6,28,21,2,11,12.0,14,6,14,3.0,26.0,8.0,18,3,4.0,3.0,3.0
2010,1,18,Maurkice Pouncey,Steelers,C,368,5941,1014.0,5.9,25,11,331,351.0,536,4148,28,14,7.1,210.0,428,1793,10,4.2,96.0,85.0,769.0,25.0,183.0,35.5,12.6,Own 29.5,2:52,5.71,32.4,1.9,324,4885,967.0,5.1,22,10,274,319.0,548,3447,22,12,5.8,186.0,372,1438,7,3.9,70.0,102.0,903.0,18.0,178.0,28.7,12.4,Own 28.7,2:33,5.6,27.4,1.51,12,7,12,17,9,18,9,7,12,8.0,18,19,20,16.0,9.0,21.0,18,4,14.0,7.0,13.0,12,5,26,17,4,23,16,14,25,8.0,4,3,4,5.0,21.0,22.0,12,13,21.0,9.0,10.0
2010,1,19,Sean Weatherspoon,Falcons,LB,363,5447,1048.0,5.2,25,8,330,332.0,570,3571,26,17,6.0,192.0,451,1876,15,4.2,105.0,78.0,664.0,33.0,170.0,35.3,13.5,Own 30.6,2:49,6.34,32.1,2.02,325,5582,997.0,5.6,28,13,303,335.0,536,3871,25,15,6.9,197.0,433,1711,10,4.0,89.0,110.0,892.0,17.0,171.0,32.2,15.2,Own 27.9,2:50,6.0,32.6,1.78,13,16,12,5,10,7,14,13,17,17.0,11,15,14,18.0,10.0,16.0,8,6,1.0,9.0,8.0,14,21,12,6,17,19,28,20,16,25.0,16,10,7,8.0,16.0,9.0,7,29,29.0,29.0,19.0
2010,1,20,Kareem Jackson,Texans,DB,388,6129,1043.0,5.9,28,11,340,399.0,593,4654,29,17,7.5,231.0,425,1475,13,3.5,93.0,95.0,833.0,16.0,187.0,33.7,15.0,Own 30.2,2:44,5.75,32.8,1.91,333,5198,974.0,5.3,27,13,300,344.0,548,3487,19,14,6.0,175.0,396,1711,17,4.3,91.0,92.0,728.0,34.0,182.0,30.8,13.2,Own 27.1,2:28,5.5,28.5,1.71,10,4,16,17,4,4,1,5,17,3.0,20,30,18,31.0,13.0,13.0,14,12,11.0,6.0,11.0,17,13,16,6,16,23,18,10,20,18.0,5,10,24,17.0,19.0,21.0,3,8,14.0,16.0,18.0
2010,1,21,Jermaine Gresham,Bengals,TE,305,4946,1011.0,4.9,25,12,295,286.0,477,2890,21,13,5.7,159.0,505,2056,9,4.1,109.0,114.0,863.0,27.0,177.0,29.9,13.0,Own 29.7,2:56,5.87,27.8,1.58,291,4822,980.0,4.9,25,6,276,318.0,547,3249,18,19,5.6,165.0,399,1573,12,3.9,95.0,99.0,767.0,16.0,185.0,28.6,13.5,Own 31.4,2:28,5.5,25.8,1.51,22,24,12,22,18,27,26,16,7,20.0,4,9,22,24.0,19.0,20.0,17,2,7.0,19.0,20.0,6,4,19,29,5,22,6,8,9,7.0,7,7,14,7.0,22.0,18.0,26,8,11.0,5.0,9.0
2010,1,22,Demaryius Thomas,Broncos,WR,326,5463,1032.0,5.3,23,10,306,341.0,558,3627,21,13,6.1,186.0,440,1836,9,4.2,95.0,93.0,800.0,25.0,189.0,31.7,11.6,Own 29.0,2:33,5.65,28.9,1.59,324,5040,1007.0,5.0,30,13,290,298.0,510,2981,18,17,5.4,167.0,458,2059,11,4.5,99.0,78.0,726.0,24.0,185.0,31.4,15.7,Own 27.6,2:36,5.6,27.0,1.57,20,15,7,11,15,9,13,16,7,15.0,14,18,22,17.0,17.0,25.0,20,18,17.0,18.0,19.0,12,7,9,6,12,9,3,8,13,3.0,22,26,11,27.0,18.0,7.0,5,16,23.0,8.0,13.0
2010,1,23,Bryan Bulaga,Packers,T,461,6065,1042.0,5.8,16,8,335,357.0,553,4180,30,8,6.9,201.0,438,1885,20,4.3,102.0,118.0,1057.0,32.0,191.0,40.3,7.9,Own 32.3,2:46,5.64,31.7,2.26,297,4551,948.0,4.8,40,10,272,294.0,540,3218,29,30,5.6,168.0,371,1333,5,3.6,68.0,107.0,914.0,36.0,186.0,25.3,21.0,Own 31.1,2:19,5.2,24.5,1.49,3,6,1,5,6,10,7,4,2,10.0,15,14,5,13.0,5.0,32.0,4,9,18.0,11.0,6.0,7,2,1,17,3,20,5,28,1,6.0,3,1,1,2.0,29.0,1.0,24,1,2.0,2.0,7.0
2010,1,24,Dez Bryant,Cowboys,WR,361,6390,1020.0,6.3,19,10,335,347.0,550,4287,26,9,7.3,203.0,436,2103,14,4.8,110.0,115.0,892.0,22.0,179.0,33.5,9.5,Own 27.6,2:53,5.87,35.7,1.9,250,5054,979.0,5.2,21,10,286,344.0,572,3606,19,11,5.9,186.0,365,1448,7,4.0,74.0,93.0,768.0,26.0,181.0,24.3,11.6,Own 26.1,2:29,5.6,27.9,1.3,14,2,4,11,6,13,6,13,3,5.0,17,7,15,2.0,14.0,29.0,30,3,6.0,2.0,12.0,2,9,27,17,9,26,20,10,26,10.0,2,4,4,9.0,31.0,24.0,1,11,20.0,10.0,2.0
2010,1,25,Tim Tebow,Broncos,QB,326,5463,1032.0,5.3,23,10,306,341.0,558,3627,21,13,6.1,186.0,440,1836,9,4.2,95.0,93.0,800.0,25.0,189.0,31.7,11.6,Own 29.0,2:33,5.65,28.9,1.59,324,5040,1007.0,5.0,30,13,290,298.0,510,2981,18,17,5.4,167.0,458,2059,11,4.5,99.0,78.0,726.0,24.0,185.0,31.4,15.7,Own 27.6,2:36,5.6,27.0,1.57,20,15,7,11,15,9,13,16,7,15.0,14,18,22,17.0,17.0,25.0,20,18,17.0,18.0,19.0,12,7,9,6,12,9,3,8,13,3.0,22,26,11,27.0,18.0,7.0,5,16,23.0,8.0,13.0
2010,1,26,Dan Williams,Cardinals,DT,375,5510,985.0,5.6,36,18,317,392.0,594,4016,27,18,6.5,215.0,365,1494,16,4.1,77.0,108.0,886.0,25.0,199.0,30.7,17.1,Own 29.9,2:24,5.05,27.6,1.78,325,5543,1038.0,5.3,29,8,289,346.0,593,3739,22,21,5.9,188.0,402,1804,13,4.5,81.0,104.0,840.0,20.0,196.0,27.6,13.8,Own 28.5,2:28,5.4,28.3,1.54,11,14,31,32,14,3,12,10,20,12.0,32,28,12,23.0,18.0,3.0,16,24,29.0,20.0,15.0,14,20,10,27,10,31,23,14,7,11.0,8,17,17,25.0,25.0,16.0,9,8,10.0,13.0,11.0
2010,1,27,Devin McCourty,Patriots,DB,427,6357,1076.0,5.9,22,9,373,390.0,592,4436,28,13,7.3,222.0,466,1921,19,4.1,114.0,81.0,743.0,37.0,178.0,41.0,12.4,Own 30.0,2:58,6.22,35.7,2.29,285,5123,941.0,5.4,28,10,289,300.0,512,3355,25,18,6.2,193.0,398,1768,6,4.4,80.0,91.0,780.0,16.0,179.0,25.1,14.0,Own 27.4,2:26,5.4,28.4,1.45,6,3,5,7,1,5,3,7,7,6.0,10,12,6,21.0,4.0,24.0,15,1,2.0,1.0,5.0,5,11,12,17,10,12,12,20,11,19.0,6,13,3,23.0,30.0,14.0,4,5,6.0,15.0,6.0
2010,1,28,Jared Odrick,Dolphins,DT,360,5401,1088.0,5.0,29,10,333,331.0,545,3170,15,19,5.5,188.0,509,2231,22,4.4,129.0,78.0,640.0,16.0,181.0,34.3,15.5,Own 28.4,2:50,6.17,29.7,1.85,390,5589,968.0,5.8,21,6,297,281.0,489,3754,23,15,7.0,184.0,435,1835,16,4.2,88.0,73.0,589.0,25.0,186.0,38.7,11.3,Own 30.7,2:26,5.4,30.0,2.0,15,17,19,11,8,14,20,27,23,23.0,3,4,1,10.0,12.0,8.0,24,5,3.0,16.0,14.0,25,22,27,29,15,3,24,18,16,29.0,17,18,21,15.0,2.0,26.0,20,5,9.0,21.0,26.0
2010,1,29,Kyle Wilson,Jets,DB,348,5136,1030.0,5.0,30,9,280,210.0,393,2380,12,21,5.6,131.0,607,2756,21,4.5,132.0,88.0,677.0,17.0,198.0,31.8,15.2,Own 32.4,2:36,5.38,25.9,1.62,236,4037,953.0,4.2,31,14,237,259.0,501,2459,8,17,4.6,128.0,420,1578,11,3.8,87.0,87.0,680.0,22.0,187.0,20.3,14.4,Own 28.8,2:27,5.2,21.6,1.02,17,20,20,7,23,32,31,29,28,21.0,1,1,3,5.0,16.0,11.0,2,15,23.0,22.0,18.0,1,1,8,4,1,7,1,1,13,1.0,11,8,11,4.0,32.0,10.0,13,7,3.0,1.0,1.0
2010,1,30,Jahvid Best,Lions,RB,262,4784,1037.0,4.6,41,9,281,316.0,585,3168,16,32,5.0,168.0,409,1616,9,4.0,82.0,98.0,768.0,31.0,194.0,23.7,20.1,Own 27.7,2:23,5.49,24.6,1.23,494,6274,1029.0,6.1,23,14,332,371.0,545,4249,35,9,7.4,213.0,458,2025,18,4.4,95.0,113.0,944.0,24.0,192.0,43.8,10.4,Own 35.8,2:35,5.5,32.6,2.42,27,26,32,7,22,6,21,24,32,28.0,24,24,22,28.0,28.0,1.0,29,26,20.0,26.0,28.0,32,32,24,4,30,21,32,32,30,32.0,22,25,26,21.0,1.0,28.0,32,14,17.0,30.0,32.0
2010,1,31,Jerry Hughes,Colts,LB,416,5809,980.0,5.9,24,5,339,402.0,601,4515,34,19,7.4,241.0,366,1294,16,3.5,69.0,74.0,546.0,29.0,174.0,37.9,13.2,Own 28.0,2:33,5.75,33.4,2.29,307,5427,1084.0,5.0,26,10,320,372.0,583,3403,19,16,5.5,203.0,467,2024,10,4.3,106.0,92.0,889.0,11.0,179.0,33.0,14.0,Own 28.9,2:53,6.3,30.3,1.64,7,9,10,1,5,2,2,1,23,4.0,31,32,12,30.0,7.0,19.0,28,18,10.0,5.0,4.0,8,18,18,17,27,30,14,10,15,4.0,25,24,7,19.0,15.0,14.0,14,32,32.0,23.0,14.0
2010,1,32,Patrick Robinson,Saints,DB,510,6461,1032.0,6.3,28,16,348,378.0,544,4355,34,12,7.7,215.0,468,2106,21,4.5,115.0,89.0,787.0,18.0,185.0,41.6,13.5,Own 31.4,2:44,5.73,34.9,2.44,341,5724,1044.0,5.5,39,13,310,330.0,574,3769,15,26,6.2,175.0,435,1955,19,4.5,111.0,86.0,717.0,24.0,194.0,31.4,18.0,Own 28.5,2:25,5.5,29.5,1.64,1,1,16,29,2,15,4,1,6,2.0,7,6,3,7.0,3.0,17.0,6,12,13.0,3.0,2.0,20,25,2,6,22,27,26,5,3,20.0,17,21,28,26.0,17.0,3.0,9,4,19.0,20.0,15.0
2009,1,1,Matthew Stafford,Lions,QB,268,4292,913.0,4.7,29,10,234,281.0,509,2960,18,19,5.3,143.0,352,1332,10,3.8,70.0,88.0,729.0,21.0,187.0,26.2,15.0,Own 27.9,2:19,5.01,22.9,1.39,517,6470,1009.0,6.4,20,16,350,303.0,443,3716,25,4,7.9,188.0,536,2754,31,5.1,147.0,91.0,753.0,15.0,179.0,45.3,8.4,Own 30.8,2:57,5.8,36.1,2.61,27,30,23,13,30,18,24,19,26,27.0,31,30,25,28.0,30.0,9.0,28,31,32.0,31.0,28.0,32,32,26,2,32,1,27,27,32,32.0,30,32,32,32.0,2.0,31.0,19,28,22.0,32.0,32.0
2009,1,2,Jason Smith,Rams,T,232,4596,982.0,4.7,31,12,249,292.0,520,2947,11,19,5.2,140.0,417,1649,8,4.0,95.0,97.0,718.0,14.0,190.0,26.3,16.3,Own 27.2,2:29,5.36,24.2,1.19,465,5950,975.0,6.1,26,14,320,278.0,444,3475,20,12,7.3,158.0,501,2475,26,4.9,146.0,89.0,654.0,16.0,185.0,41.6,13.0,Own 32.0,2:38,5.4,31.9,2.24,30,27,27,20,28,15,26,30,26,28.0,22,25,30,25.0,29.0,6.0,31,26,26.0,27.0,31.0,31,28,13,5,26,2,19,14,21,31.0,28,29,30,29.0,4.0,15.0,26,13,9.0,25.0,29.0
2009,1,3,Tyson Jackson,Chiefs,DE,291,4939,957.0,5.2,24,8,273,310.0,541,3129,23,16,5.4,161.0,379,1810,9,4.8,94.0,78.0,645.0,18.0,178.0,27.0,12.4,Own 27.8,2:31,5.5,27.6,1.53,440,6291,1041.0,6.0,29,16,344,348.0,522,3748,21,13,7.0,195.0,509,2543,25,5.0,133.0,81.0,588.0,16.0,181.0,43.6,15.5,Own 33.6,2:51,6.0,34.6,2.33,26,24,13,6,24,9,20,8,21,26.0,29,16,28,4.0,28.0,18.0,29,23,21.0,21.0,25.0,29,31,9,2,31,18,28,18,17,28.0,29,30,29,31.0,3.0,6.0,31,26,26.0,30.0,30.0
2009,1,4,Aaron Curry,Seahawks,LB,294,4385,927.0,4.7,27,12,265,262.0,474,2617,18,15,5.1,142.0,417,1768,10,4.2,104.0,79.0,601.0,19.0,176.0,29.5,13.6,Own 30.9,2:25,5.43,25.0,1.52,392,6048,1058.0,5.7,20,11,324,366.0,566,4149,25,9,6.9,207.0,457,1899,13,4.2,98.0,81.0,671.0,19.0,187.0,40.1,10.2,Own 29.3,2:53,5.9,32.3,2.02,25,28,21,20,26,26,29,19,16,30.0,22,19,25,14.0,25.0,13.0,13,30,24.0,26.0,26.0,25,30,26,13,27,28,32,27,29,26.0,23,18,13,16.0,5.0,27.0,11,27,24.0,26.0,25.0
2009,1,5,Mark Sanchez,Jets,QB,405,5307,981.0,5.4,31,8,308,347.0,529,3303,22,23,5.9,186.0,422,2004,20,4.7,94.0,77.0,569.0,28.0,177.0,37.3,16.9,Own 31.4,2:49,5.71,29.8,2.07,356,5270,1020.0,5.2,30,16,315,368.0,572,3752,23,14,6.1,209.0,407,1518,10,3.7,86.0,93.0,663.0,20.0,177.0,33.3,16.9,Own 30.2,2:44,5.9,29.5,1.77,9,16,27,6,11,13,16,11,32,21.0,19,9,5,5.0,11.0,4.0,10,10,13.0,12.0,10.0,18,16,5,2,24,29,29,23,15,16.0,9,7,6,7.0,18.0,4.0,15,22,25.0,18.0,16.0
