Position Drafted,Team,Draft Year,Pick Number,Team PF,Team Yds,Team Ply,Team Y/P,Team TO,Team FL,Team 1stD,Team Cmp,Team Att,Team Yds,Team TD,Team Int,Team NY/A,Team 1stD,Team Att,Team Yds,Team TD,Team Y/A,Team 1stD,Team Pen,Team Yds,Team 1stPy,Team #Dr,Team Sc%,Team TO%,Team Start,Team Time,Team Plays,Team Yds,Team Pts,Opp. PF,Opp. Yds,Opp. Ply,Opp. Y/P,Opp. TO,Opp. FL,Opp. 1stD,Opp. Cmp,Opp. Att,Opp. Yds,Opp. TD,Opp. Int,Opp. NY/A,Opp. 1stD,Opp. Att,Opp. Yds,Opp. TD,Opp. Y/A,Opp. 1stD,Opp. Pen,Opp. Yds,Opp. 1stPy,Opp. #Dr,Opp. Sc%,Opp. TO%,Opp. Start,Opp. Time,Opp. Plays,Opp. Yds,Opp. Pts,Off. Rank PF,Off. Rank Yds,Off. Rank Ply,Off. Rank Y/P,Off. Rank TO,Off. Rank FL,Off. Rank 1stD,Off. Rank Cmp,Off. Rank Att,Off. Rank Yds,Off. Rank TD,Off. Rank Int,Off. Rank NY/A,Off. Rank 1stD,Off. Rank Att,Off. Rank Yds,Off. Rank TD,Off. Rank Y/A,Off. Rank 1stD,Off. Rank Pen,Off. Rank Yds,Off. Rank 1stPy,Off. Rank #Dr,Off. Rank Sc%,Off. Rank TO%,Off. Rank Start,Off. Rank Time,Off. Rank Plays,Off. Rank Yds,Off. Rank Pts,Def. Rank PF,Def. Rank Yds,Def. Rank Ply,Def. Rank Y/P,Def. Rank TO,Def. Rank FL,Def. Rank 1stD,Def. Rank Cmp,Def. Rank Att,Def. Rank Yds,Def. Rank TD,Def. Rank Int,Def. Rank NY/A,Def. Rank 1stD,Def. Rank Att,Def. Rank Yds,Def. Rank TD,Def. Rank Y/A,Def. Rank 1stD,Def. Rank Pen,Def. Rank Yds,Def. Rank 1stPy,Def. Rank #Dr,Def. Rank Sc%,Def. Rank TO%,Def. Rank Start,Def. Rank Time,Def. Rank Plays,Def. Rank Yds,Def. Rank Pts
QB,Rams,2010,1,175.0,4470.0,998.0,4.5,33.0,12.0,259.0,312.0,543.0,2686.0,12.0,21.0,4.6,159.0,411.0,1784.0,4.0,4.3,79.0,100.0,834.0,21.0,181.0,19.3,16.6,Own 28.1,2:35,5.65,24.6,0.93,436.0,5965.0,1016.0,5.9,20.0,12.0,333.0,315.0,491.0,3764.0,22.0,8.0,7.3,182.0,500.0,2201.0,24.0,4.4,127.0,80.0,613.0,24.0,184.0,35.3,10.3,Own 28.0,2:43,5.6,32.4,2.06,32.0,29.0,,,27.0,22.0,26.0,,16.0,28.0,29.0,28.0,31.0,,22.0,20.0,32.0,11.0,,,,,,32.0,5.0,27.0,16.0,16.0,25.0,32.0,31.0,29.0,,,29.0,13.0,31.0,,4.0,25.0,14.0,31.0,31.0,,27.0,27.0,31.0,20.0,,,,,,10.0,29.0,8.0,25.0,25.0,28.0,28.0
DT,Lions,2010,2,262.0,4784.0,1037.0,4.6,41.0,9.0,281.0,316.0,585.0,3168.0,16.0,32.0,5.0,168.0,409.0,1616.0,9.0,4.0,82.0,98.0,768.0,31.0,194.0,23.7,20.1,Own 27.7,2:23,5.49,24.6,1.23,494.0,6274.0,1029.0,6.1,23.0,14.0,332.0,371.0,545.0,4249.0,35.0,9.0,7.4,213.0,458.0,2025.0,18.0,4.4,95.0,113.0,944.0,24.0,192.0,43.8,10.4,Own 35.8,2:35,5.5,32.6,2.42,27.0,26.0,,,32.0,7.0,22.0,,6.0,21.0,24.0,32.0,28.0,,24.0,24.0,22.0,28.0,,,,,,28.0,1.0,29.0,26.0,20.0,26.0,28.0,32.0,32.0,,,24.0,4.0,30.0,,21.0,32.0,32.0,30.0,32.0,,22.0,25.0,26.0,21.0,,,,,,1.0,28.0,32.0,14.0,17.0,30.0,32.0
DT,Buccaneers,2010,3,244.0,4600.0,961.0,4.8,34.0,5.0,246.0,279.0,524.0,2973.0,18.0,29.0,5.3,148.0,404.0,1627.0,5.0,4.0,80.0,93.0,696.0,18.0,194.0,20.1,17.5,Own 30.4,2:22,5.09,23.6,1.08,400.0,5849.0,1039.0,5.6,29.0,10.0,324.0,301.0,482.0,3318.0,28.0,19.0,6.5,171.0,529.0,2531.0,16.0,4.8,129.0,80.0,731.0,24.0,190.0,36.8,14.2,Own 31.1,2:40,5.6,30.7,2.03,30.0,28.0,,,29.0,1.0,28.0,,22.0,24.0,21.0,31.0,26.0,,25.0,23.0,31.0,25.0,,,,,,31.0,2.0,12.0,27.0,28.0,29.0,30.0,27.0,27.0,,,10.0,17.0,29.0,,2.0,10.0,26.0,9.0,22.0,,29.0,32.0,21.0,32.0,,,,,,5.0,13.0,24.0,22.0,24.0,24.0,27.0
 T,Redskins,2010,4,266.0,5000.0,970.0,5.2,28.0,12.0,280.0,340.0,533.0,3490.0,21.0,16.0,6.0,191.0,391.0,1510.0,8.0,3.9,72.0,85.0,679.0,17.0,172.0,29.7,13.4,Own 28.7,2:42,5.78,28.9,1.56,336.0,5115.0,1000.0,5.1,17.0,6.0,280.0,314.0,511.0,3316.0,19.0,11.0,6.0,176.0,449.0,1799.0,10.0,4.0,85.0,98.0,763.0,19.0,178.0,33.7,9.6,Own 31.8,2:49,5.8,28.7,1.66,26.0,22.0,,,16.0,22.0,23.0,,20.0,16.0,16.0,16.0,16.0,,27.0,27.0,25.0,29.0,,,,,,20.0,18.0,21.0,14.0,8.0,17.0,23.0,18.0,10.0,,,32.0,29.0,7.0,,11.0,8.0,10.0,26.0,17.0,,20.0,16.0,7.0,10.0,,,,,,13.0,30.0,29.0,28.0,27.0,18.0,16.0
DB,Chiefs,2010,5,294.0,4851.0,1019.0,4.8,27.0,10.0,256.0,296.0,536.0,2922.0,18.0,17.0,5.0,139.0,438.0,1929.0,8.0,4.4,91.0,84.0,667.0,26.0,202.0,25.2,12.4,Own 28.5,2:13,5.19,23.7,1.27,424.0,6211.0,1062.0,5.8,28.0,13.0,318.0,302.0,509.0,3707.0,25.0,15.0,7.0,178.0,531.0,2504.0,18.0,4.7,122.0,106.0,821.0,18.0,201.0,35.8,13.4,Own 30.7,2:37,5.5,30.8,1.93,23.0,25.0,,,15.0,11.0,27.0,,18.0,25.0,21.0,17.0,29.0,,15.0,11.0,25.0,8.0,,,,,,27.0,23.0,22.0,32.0,26.0,28.0,27.0,29.0,30.0,,,12.0,6.0,26.0,,8.0,22.0,20.0,16.0,28.0,,30.0,31.0,26.0,31.0,,,,,,9.0,20.0,20.0,17.0,12.0,25.0,24.0
 T,Seahawks,2010,6,280.0,5069.0,1045.0,4.9,31.0,12.0,297.0,372.0,609.0,3503.0,20.0,19.0,5.4,184.0,395.0,1566.0,7.0,4.0,80.0,95.0,840.0,33.0,194.0,26.3,15.5,Own 28.4,2:16,5.52,25.8,1.35,390.0,5703.0,1024.0,5.6,23.0,10.0,305.0,374.0,568.0,3927.0,27.0,13.0,6.6,204.0,428.0,1776.0,17.0,4.1,80.0,111.0,971.0,21.0,196.0,33.7,10.7,Own 29.4,2:39,5.4,29.1,1.91,25.0,21.0,,,22.0,22.0,17.0,,1.0,15.0,20.0,23.0,24.0,,26.0,26.0,27.0,27.0,,,,,,26.0,9.0,24.0,31.0,19.0,23.0,25.0,25.0,24.0,,,24.0,17.0,18.0,,25.0,30.0,24.0,22.0,24.0,,15.0,15.0,24.0,13.0,,,,,,14.0,27.0,17.0,21.0,8.0,19.0,22.0
DB,Browns,2010,7,245.0,4163.0,971.0,4.3,31.0,13.0,237.0,219.0,443.0,2076.0,11.0,18.0,4.4,118.0,498.0,2087.0,10.0,4.2,102.0,77.0,678.0,17.0,189.0,23.3,16.4,Own 30.5,2:27,5.27,21.9,1.14,375.0,6229.0,1072.0,5.8,19.0,9.0,336.0,313.0,526.0,3915.0,22.0,10.0,6.9,189.0,506.0,2314.0,15.0,4.6,120.0,101.0,812.0,27.0,186.0,36.0,8.6,Own 28.6,2:45,6.0,33.5,1.88,29.0,32.0,,,22.0,26.0,30.0,,30.0,32.0,31.0,20.0,32.0,,6.0,8.0,20.0,15.0,,,,,,29.0,7.0,10.0,21.0,25.0,32.0,29.0,21.0,31.0,,,31.0,26.0,32.0,,15.0,29.0,14.0,29.0,26.0,,28.0,28.0,19.0,29.0,,,,,,8.0,31.0,11.0,27.0,28.0,31.0,21.0
LB,Raiders,2010,8,197.0,4258.0,944.0,4.5,33.0,15.0,234.0,255.0,485.0,2557.0,10.0,18.0,4.8,131.0,410.0,1701.0,7.0,4.1,81.0,117.0,920.0,22.0,194.0,22.2,16.5,Own 27.1,2:20,5.02,21.9,1.02,379.0,5791.0,1023.0,5.7,20.0,12.0,314.0,259.0,438.0,3303.0,16.0,8.0,7.0,158.0,548.0,2488.0,24.0,4.5,126.0,86.0,684.0,30.0,193.0,36.3,7.8,Own 30.7,2:38,5.5,30.1,1.92,31.0,31.0,,,27.0,28.0,31.0,,26.0,29.0,32.0,20.0,30.0,,23.0,21.0,27.0,19.0,,,,,,30.0,6.0,31.0,30.0,31.0,31.0,31.0,23.0,26.0,,,29.0,13.0,25.0,,1.0,7.0,6.0,31.0,27.0,,32.0,29.0,31.0,28.0,,,,,,7.0,32.0,20.0,18.0,15.0,22.0,23.0
RB,Bills,2010,9,258.0,4382.0,911.0,4.8,30.0,11.0,233.0,256.0,441.0,2515.0,17.0,19.0,5.2,126.0,424.0,1867.0,6.0,4.4,81.0,107.0,855.0,26.0,188.0,27.1,13.8,Own 30.3,2:24,5.02,23.3,1.3,326.0,5449.0,1086.0,5.0,33.0,5.0,310.0,295.0,519.0,2948.0,14.0,28.0,5.4,157.0,535.0,2501.0,19.0,4.7,134.0,107.0,919.0,19.0,192.0,28.6,16.7,Own 29.7,2:43,5.8,28.3,1.55,28.0,30.0,,,20.0,17.0,32.0,,31.0,30.0,23.0,23.0,27.0,,21.0,16.0,29.0,9.0,,,,,,25.0,15.0,13.0,24.0,30.0,30.0,26.0,16.0,19.0,,,5.0,32.0,22.0,,13.0,2.0,2.0,2.0,2.0,,31.0,30.0,28.0,30.0,,,,,,23.0,5.0,19.0,25.0,26.0,14.0,12.0
DE,Jaguars,2010,10,290.0,5385.0,1010.0,5.3,23.0,13.0,300.0,315.0,519.0,3356.0,15.0,10.0,6.0,170.0,447.0,2029.0,19.0,4.5,114.0,70.0,542.0,16.0,176.0,29.5,12.5,Own 28.5,2:46,5.9,30.6,1.66,380.0,5637.0,982.0,5.7,25.0,10.0,307.0,345.0,510.0,3774.0,28.0,15.0,7.2,191.0,458.0,1863.0,12.0,4.1,100.0,64.0,498.0,16.0,168.0,38.1,14.3,Own 29.3,2:52,6.0,33.6,2.1,24.0,18.0,,,7.0,26.0,16.0,,23.0,19.0,27.0,4.0,18.0,,12.0,10.0,6.0,6.0,,,,,,21.0,22.0,22.0,9.0,5.0,13.0,17.0,24.0,23.0,,,19.0,17.0,19.0,,9.0,27.0,26.0,16.0,30.0,,22.0,19.0,14.0,12.0,,,,,,4.0,11.0,16.0,30.0,30.0,32.0,30.0
 T,49ers,2010,11,330.0,4652.0,939.0,5.0,24.0,10.0,238.0,312.0,528.0,3052.0,23.0,14.0,5.4,137.0,371.0,1600.0,12.0,4.3,77.0,98.0,758.0,24.0,196.0,27.6,10.2,Own 29.1,2:26,4.91,23.8,1.54,281.0,5222.0,1050.0,5.0,33.0,15.0,278.0,352.0,580.0,3670.0,14.0,18.0,5.9,176.0,426.0,1552.0,12.0,3.6,77.0,114.0,969.0,25.0,206.0,26.7,15.5,Own 29.6,2:21,5.3,25.2,1.31,18.0,27.0,,,10.0,11.0,29.0,,21.0,22.0,15.0,12.0,25.0,,30.0,25.0,19.0,12.0,,,,,,24.0,28.0,19.0,23.0,32.0,27.0,24.0,4.0,15.0,,,5.0,1.0,6.0,,28.0,21.0,2.0,11.0,12.0,,14.0,6.0,14.0,3.0,,,,,,26.0,8.0,18.0,3.0,4.0,3.0,3.0
RB,Chargers,2010,12,454.0,5761.0,972.0,5.9,17.0,7.0,330.0,338.0,519.0,4338.0,29.0,10.0,8.0,222.0,427.0,1423.0,17.0,3.3,80.0,78.0,570.0,28.0,170.0,45.9,9.4,Own 30.8,2:49,5.92,33.9,2.46,320.0,5232.0,991.0,5.3,25.0,11.0,309.0,326.0,534.0,3348.0,23.0,14.0,5.9,177.0,422.0,1884.0,10.0,4.5,112.0,103.0,795.0,20.0,168.0,34.5,14.3,Own 29.0,2:52,6.1,30.9,1.82,4.0,10.0,,,2.0,3.0,10.0,,23.0,5.0,5.0,4.0,1.0,,19.0,31.0,11.0,32.0,,,,,,1.0,30.0,7.0,6.0,4.0,4.0,1.0,11.0,16.0,,,19.0,15.0,21.0,,17.0,11.0,18.0,20.0,13.0,,12.0,20.0,7.0,24.0,,,,,,12.0,11.0,15.0,30.0,31.0,27.0,20.0
LB,Eagles,2010,13,429.0,5726.0,975.0,5.9,23.0,10.0,290.0,335.0,553.0,4089.0,27.0,13.0,6.9,182.0,384.0,1637.0,14.0,4.3,87.0,115.0,951.0,21.0,192.0,38.0,10.4,Own 30.6,2:21,5.27,29.8,1.99,337.0,5137.0,1037.0,5.0,38.0,13.0,295.0,354.0,580.0,3462.0,27.0,25.0,5.5,179.0,413.0,1675.0,11.0,4.1,81.0,104.0,789.0,35.0,197.0,29.9,17.3,Own 31.7,2:35,5.4,26.0,1.67,5.0,11.0,,,7.0,11.0,19.0,,10.0,10.0,10.0,7.0,11.0,,28.0,22.0,15.0,14.0,,,,,,6.0,27.0,8.0,29.0,24.0,15.0,9.0,19.0,12.0,,,3.0,6.0,14.0,,28.0,17.0,24.0,4.0,5.0,,10.0,9.0,11.0,11.0,,,,,,20.0,4.0,28.0,14.0,7.0,7.0,17.0
DB,Seahawks,2010,14,280.0,5069.0,1045.0,4.9,31.0,12.0,297.0,372.0,609.0,3503.0,20.0,19.0,5.4,184.0,395.0,1566.0,7.0,4.0,80.0,95.0,840.0,33.0,194.0,26.3,15.5,Own 28.4,2:16,5.52,25.8,1.35,390.0,5703.0,1024.0,5.6,23.0,10.0,305.0,374.0,568.0,3927.0,27.0,13.0,6.6,204.0,428.0,1776.0,17.0,4.1,80.0,111.0,971.0,21.0,196.0,33.7,10.7,Own 29.4,2:39,5.4,29.1,1.91,25.0,21.0,,,22.0,22.0,17.0,,1.0,15.0,20.0,23.0,24.0,,26.0,26.0,27.0,27.0,,,,,,26.0,9.0,24.0,31.0,19.0,23.0,25.0,25.0,24.0,,,24.0,17.0,18.0,,25.0,30.0,24.0,22.0,24.0,,15.0,15.0,24.0,13.0,,,,,,14.0,27.0,17.0,21.0,8.0,19.0,22.0
DE,Giants,2010,15,402.0,5856.0,1017.0,5.8,31.0,17.0,323.0,338.0,542.0,4019.0,28.0,14.0,7.0,194.0,443.0,1837.0,14.0,4.1,103.0,95.0,802.0,26.0,183.0,37.7,15.3,Own 30.5,2:46,5.73,32.0,2.05,427.0,5198.0,953.0,5.5,24.0,11.0,308.0,314.0,498.0,3425.0,31.0,13.0,6.5,182.0,423.0,1773.0,21.0,4.2,103.0,88.0,678.0,23.0,182.0,38.5,11.5,Own 31.6,2:31,5.4,28.5,2.3,8.0,8.0,,,22.0,31.0,12.0,,17.0,11.0,7.0,12.0,9.0,,13.0,17.0,15.0,20.0,,,,,,8.0,10.0,10.0,9.0,12.0,10.0,7.0,30.0,13.0,,,22.0,15.0,20.0,,6.0,15.0,30.0,22.0,21.0,,13.0,14.0,30.0,14.0,,,,,,3.0,25.0,27.0,12.0,5.0,17.0,31.0
DE,Titans,2010,16,354.0,5623.0,990.0,5.7,31.0,16.0,288.0,271.0,476.0,3031.0,16.0,15.0,6.2,154.0,499.0,2592.0,19.0,5.2,115.0,98.0,821.0,19.0,187.0,33.2,15.0,Own 27.1,2:27,5.47,29.9,1.74,402.0,5850.0,1038.0,5.6,27.0,7.0,323.0,404.0,604.0,4139.0,31.0,20.0,6.5,210.0,402.0,1711.0,16.0,4.3,89.0,94.0,724.0,24.0,190.0,36.3,13.7,Own 32.3,2:41,5.6,30.8,2.08,16.0,12.0,,,22.0,29.0,21.0,,28.0,23.0,24.0,15.0,14.0,,5.0,2.0,6.0,1.0,,,,,,15.0,13.0,31.0,21.0,21.0,14.0,16.0,28.0,28.0,,,16.0,28.0,28.0,,32.0,31.0,30.0,8.0,23.0,,8.0,10.0,21.0,16.0,,,,,,6.0,17.0,31.0,24.0,22.0,26.0,29.0
 G,49ers,2010,17,330.0,4652.0,939.0,5.0,24.0,10.0,238.0,312.0,528.0,3052.0,23.0,14.0,5.4,137.0,371.0,1600.0,12.0,4.3,77.0,98.0,758.0,24.0,196.0,27.6,10.2,Own 29.1,2:26,4.91,23.8,1.54,281.0,5222.0,1050.0,5.0,33.0,15.0,278.0,352.0,580.0,3670.0,14.0,18.0,5.9,176.0,426.0,1552.0,12.0,3.6,77.0,114.0,969.0,25.0,206.0,26.7,15.5,Own 29.6,2:21,5.3,25.2,1.31,18.0,27.0,,,10.0,11.0,29.0,,21.0,22.0,15.0,12.0,25.0,,30.0,25.0,19.0,12.0,,,,,,24.0,28.0,19.0,23.0,32.0,27.0,24.0,4.0,15.0,,,5.0,1.0,6.0,,28.0,21.0,2.0,11.0,12.0,,14.0,6.0,14.0,3.0,,,,,,26.0,8.0,18.0,3.0,4.0,3.0,3.0
 C,Steelers,2010,18,368.0,5941.0,1014.0,5.9,25.0,11.0,331.0,351.0,536.0,4148.0,28.0,14.0,7.1,210.0,428.0,1793.0,10.0,4.2,96.0,85.0,769.0,25.0,183.0,35.5,12.6,Own 29.5,2:52,5.71,32.4,1.9,324.0,4885.0,967.0,5.1,22.0,10.0,274.0,319.0,548.0,3447.0,22.0,12.0,5.8,186.0,372.0,1438.0,7.0,3.9,70.0,102.0,903.0,18.0,178.0,28.7,12.4,Own 28.7,2:33,5.6,27.4,1.51,12.0,7.0,,,12.0,17.0,9.0,,18.0,9.0,7.0,12.0,8.0,,18.0,19.0,20.0,16.0,,,,,,9.0,21.0,18.0,4.0,14.0,7.0,13.0,12.0,5.0,,,26.0,17.0,4.0,,23.0,16.0,14.0,25.0,8.0,,4.0,3.0,4.0,5.0,,,,,,21.0,22.0,12.0,13.0,21.0,9.0,10.0
LB,Falcons,2010,19,363.0,5447.0,1048.0,5.2,25.0,8.0,330.0,332.0,570.0,3571.0,26.0,17.0,6.0,192.0,451.0,1876.0,15.0,4.2,105.0,78.0,664.0,33.0,170.0,35.3,13.5,Own 30.6,2:49,6.34,32.1,2.02,325.0,5582.0,997.0,5.6,28.0,13.0,303.0,335.0,536.0,3871.0,25.0,15.0,6.9,197.0,433.0,1711.0,10.0,4.0,89.0,110.0,892.0,17.0,171.0,32.2,15.2,Own 27.9,2:50,6.0,32.6,1.78,13.0,16.0,,,12.0,5.0,10.0,,7.0,14.0,13.0,17.0,17.0,,11.0,15.0,14.0,18.0,,,,,,10.0,16.0,8.0,6.0,1.0,9.0,8.0,14.0,21.0,,,12.0,6.0,17.0,,19.0,28.0,20.0,16.0,25.0,,16.0,10.0,7.0,8.0,,,,,,16.0,9.0,7.0,29.0,29.0,29.0,19.0
DB,Texans,2010,20,388.0,6129.0,1043.0,5.9,28.0,11.0,340.0,399.0,593.0,4654.0,29.0,17.0,7.5,231.0,425.0,1475.0,13.0,3.5,93.0,95.0,833.0,16.0,187.0,33.7,15.0,Own 30.2,2:44,5.75,32.8,1.91,333.0,5198.0,974.0,5.3,27.0,13.0,300.0,344.0,548.0,3487.0,19.0,14.0,6.0,175.0,396.0,1711.0,17.0,4.3,91.0,92.0,728.0,34.0,182.0,30.8,13.2,Own 27.1,2:28,5.5,28.5,1.71,10.0,4.0,,,16.0,17.0,4.0,,4.0,1.0,5.0,17.0,3.0,,20.0,30.0,18.0,31.0,,,,,,13.0,13.0,14.0,12.0,11.0,6.0,11.0,17.0,13.0,,,16.0,6.0,16.0,,23.0,18.0,10.0,20.0,18.0,,5.0,10.0,24.0,17.0,,,,,,19.0,21.0,3.0,8.0,14.0,16.0,18.0
TE,Bengals,2010,21,305.0,4946.0,1011.0,4.9,25.0,12.0,295.0,286.0,477.0,2890.0,21.0,13.0,5.7,159.0,505.0,2056.0,9.0,4.1,109.0,114.0,863.0,27.0,177.0,29.9,13.0,Own 29.7,2:56,5.87,27.8,1.58,291.0,4822.0,980.0,4.9,25.0,6.0,276.0,318.0,547.0,3249.0,18.0,19.0,5.6,165.0,399.0,1573.0,12.0,3.9,95.0,99.0,767.0,16.0,185.0,28.6,13.5,Own 31.4,2:28,5.5,25.8,1.51,22.0,24.0,,,12.0,22.0,18.0,,27.0,26.0,16.0,7.0,20.0,,4.0,9.0,22.0,24.0,,,,,,19.0,20.0,17.0,2.0,7.0,19.0,20.0,6.0,4.0,,,19.0,29.0,5.0,,22.0,6.0,8.0,9.0,7.0,,7.0,7.0,14.0,7.0,,,,,,22.0,18.0,26.0,8.0,11.0,5.0,9.0
WR,Broncos,2010,22,326.0,5463.0,1032.0,5.3,23.0,10.0,306.0,341.0,558.0,3627.0,21.0,13.0,6.1,186.0,440.0,1836.0,9.0,4.2,95.0,93.0,800.0,25.0,189.0,31.7,11.6,Own 29.0,2:33,5.65,28.9,1.59,324.0,5040.0,1007.0,5.0,30.0,13.0,290.0,298.0,510.0,2981.0,18.0,17.0,5.4,167.0,458.0,2059.0,11.0,4.5,99.0,78.0,726.0,24.0,185.0,31.4,15.7,Own 27.6,2:36,5.6,27.0,1.57,20.0,15.0,,,7.0,11.0,15.0,,9.0,13.0,16.0,7.0,15.0,,14.0,18.0,22.0,17.0,,,,,,17.0,25.0,20.0,18.0,17.0,18.0,19.0,12.0,7.0,,,9.0,6.0,12.0,,9.0,3.0,8.0,13.0,3.0,,22.0,26.0,11.0,27.0,,,,,,18.0,7.0,5.0,16.0,23.0,8.0,13.0
 T,Packers,2010,23,461.0,6065.0,1042.0,5.8,16.0,8.0,335.0,357.0,553.0,4180.0,30.0,8.0,6.9,201.0,438.0,1885.0,20.0,4.3,102.0,118.0,1057.0,32.0,191.0,40.3,7.9,Own 32.3,2:46,5.64,31.7,2.26,297.0,4551.0,948.0,4.8,40.0,10.0,272.0,294.0,540.0,3218.0,29.0,30.0,5.6,168.0,371.0,1333.0,5.0,3.6,68.0,107.0,914.0,36.0,186.0,25.3,21.0,Own 31.1,2:19,5.2,24.5,1.49,3.0,6.0,,,1.0,5.0,6.0,,10.0,7.0,4.0,2.0,10.0,,15.0,14.0,5.0,13.0,,,,,,5.0,32.0,4.0,9.0,18.0,11.0,6.0,7.0,2.0,,,1.0,17.0,3.0,,20.0,5.0,28.0,1.0,6.0,,3.0,1.0,1.0,2.0,,,,,,29.0,1.0,24.0,1.0,2.0,2.0,7.0
WR,Cowboys,2010,24,361.0,6390.0,1020.0,6.3,19.0,10.0,335.0,347.0,550.0,4287.0,26.0,9.0,7.3,203.0,436.0,2103.0,14.0,4.8,110.0,115.0,892.0,22.0,179.0,33.5,9.5,Own 27.6,2:53,5.87,35.7,1.9,250.0,5054.0,979.0,5.2,21.0,10.0,286.0,344.0,572.0,3606.0,19.0,11.0,5.9,186.0,365.0,1448.0,7.0,4.0,74.0,93.0,768.0,26.0,181.0,24.3,11.6,Own 26.1,2:29,5.6,27.9,1.3,14.0,2.0,,,4.0,11.0,6.0,,13.0,6.0,13.0,3.0,5.0,,17.0,7.0,15.0,2.0,,,,,,14.0,29.0,30.0,3.0,6.0,2.0,12.0,2.0,9.0,,,27.0,17.0,9.0,,26.0,20.0,10.0,26.0,10.0,,2.0,4.0,4.0,9.0,,,,,,31.0,24.0,1.0,11.0,20.0,10.0,2.0
QB,Broncos,2010,25,326.0,5463.0,1032.0,5.3,23.0,10.0,306.0,341.0,558.0,3627.0,21.0,13.0,6.1,186.0,440.0,1836.0,9.0,4.2,95.0,93.0,800.0,25.0,189.0,31.7,11.6,Own 29.0,2:33,5.65,28.9,1.59,324.0,5040.0,1007.0,5.0,30.0,13.0,290.0,298.0,510.0,2981.0,18.0,17.0,5.4,167.0,458.0,2059.0,11.0,4.5,99.0,78.0,726.0,24.0,185.0,31.4,15.7,Own 27.6,2:36,5.6,27.0,1.57,20.0,15.0,,,7.0,11.0,15.0,,9.0,13.0,16.0,7.0,15.0,,14.0,18.0,22.0,17.0,,,,,,17.0,25.0,20.0,18.0,17.0,18.0,19.0,12.0,7.0,,,9.0,6.0,12.0,,9.0,3.0,8.0,13.0,3.0,,22.0,26.0,11.0,27.0,,,,,,18.0,7.0,5.0,16.0,23.0,8.0,13.0
DT,Cardinals,2010,26,375.0,5510.0,985.0,5.6,36.0,18.0,317.0,392.0,594.0,4016.0,27.0,18.0,6.5,215.0,365.0,1494.0,16.0,4.1,77.0,108.0,886.0,25.0,199.0,30.7,17.1,Own 29.9,2:24,5.05,27.6,1.78,325.0,5543.0,1038.0,5.3,29.0,8.0,289.0,346.0,593.0,3739.0,22.0,21.0,5.9,188.0,402.0,1804.0,13.0,4.5,81.0,104.0,840.0,20.0,196.0,27.6,13.8,Own 28.5,2:28,5.4,28.3,1.54,11.0,14.0,,,31.0,32.0,14.0,,3.0,12.0,10.0,20.0,12.0,,32.0,28.0,12.0,23.0,,,,,,18.0,3.0,16.0,24.0,29.0,20.0,15.0,14.0,20.0,,,10.0,27.0,10.0,,31.0,23.0,14.0,7.0,11.0,,8.0,17.0,17.0,25.0,,,,,,25.0,16.0,9.0,8.0,10.0,13.0,11.0
DB,Patriots,2010,27,427.0,6357.0,1076.0,5.9,22.0,9.0,373.0,390.0,592.0,4436.0,28.0,13.0,7.3,222.0,466.0,1921.0,19.0,4.1,114.0,81.0,743.0,37.0,178.0,41.0,12.4,Own 30.0,2:58,6.22,35.7,2.29,285.0,5123.0,941.0,5.4,28.0,10.0,289.0,300.0,512.0,3355.0,25.0,18.0,6.2,193.0,398.0,1768.0,6.0,4.4,80.0,91.0,780.0,16.0,179.0,25.1,14.0,Own 27.4,2:26,5.4,28.4,1.45,6.0,3.0,,,5.0,7.0,1.0,,5.0,3.0,7.0,7.0,6.0,,10.0,12.0,6.0,21.0,,,,,,4.0,24.0,15.0,1.0,2.0,1.0,5.0,5.0,11.0,,,12.0,17.0,10.0,,12.0,12.0,20.0,11.0,19.0,,6.0,13.0,3.0,23.0,,,,,,30.0,14.0,4.0,5.0,6.0,15.0,6.0
DT,Dolphins,2010,28,360.0,5401.0,1088.0,5.0,29.0,10.0,333.0,331.0,545.0,3170.0,15.0,19.0,5.5,188.0,509.0,2231.0,22.0,4.4,129.0,78.0,640.0,16.0,181.0,34.3,15.5,Own 28.4,2:50,6.17,29.7,1.85,390.0,5589.0,968.0,5.8,21.0,6.0,297.0,281.0,489.0,3754.0,23.0,15.0,7.0,184.0,435.0,1835.0,16.0,4.2,88.0,73.0,589.0,25.0,186.0,38.7,11.3,Own 30.7,2:26,5.4,30.0,2.0,15.0,17.0,,,19.0,11.0,8.0,,14.0,20.0,27.0,23.0,23.0,,3.0,4.0,1.0,10.0,,,,,,12.0,8.0,24.0,5.0,3.0,16.0,14.0,25.0,22.0,,,27.0,29.0,15.0,,3.0,24.0,18.0,16.0,29.0,,17.0,18.0,21.0,15.0,,,,,,2.0,26.0,20.0,5.0,9.0,21.0,26.0
