Position Drafted,Team,Draft Year,Pick Number,Team PF,Team Yds,Team Ply,Team Y/P,Team TO,Team FL,Team 1stD,Team Cmp,Team Att,Team Yds,Team TD,Team Int,Team NY/A,Team 1stD,Team Att,Team Yds,Team TD,Team Y/A,Team 1stD,Team Pen,Team Yds,Team 1stPy,Team #Dr,Team Sc%,Team TO%,Team Start,Team Time,Team Plays,Team Yds,Team Pts,Opp. PF,Opp. Yds,Opp. Ply,Opp. Y/P,Opp. TO,Opp. FL,Opp. 1stD,Opp. Cmp,Opp. Att,Opp. Yds,Opp. TD,Opp. Int,Opp. NY/A,Opp. 1stD,Opp. Att,Opp. Yds,Opp. TD,Opp. Y/A,Opp. 1stD,Opp. Pen,Opp. Yds,Opp. 1stPy,Opp. #Dr,Opp. Sc%,Opp. TO%,Opp. Start,Opp. Time,Opp. Plays,Opp. Yds,Opp. Pts,Off. Rank PF,Off. Rank Yds,Off. Rank Ply,Off. Rank Y/P,Off. Rank TO,Off. Rank FL,Off. Rank 1stD,Off. Rank Cmp,Off. Rank Att,Off. Rank Yds,Off. Rank TD,Off. Rank Int,Off. Rank NY/A,Off. Rank 1stD,Off. Rank Att,Off. Rank Yds,Off. Rank TD,Off. Rank Y/A,Off. Rank 1stD,Off. Rank Pen,Off. Rank Yds,Off. Rank 1stPy,Off. Rank #Dr,Off. Rank Sc%,Off. Rank TO%,Off. Rank Start,Off. Rank Time,Off. Rank Plays,Off. Rank Yds,Off. Rank Pts,Def. Rank PF,Def. Rank Yds,Def. Rank Ply,Def. Rank Y/P,Def. Rank TO,Def. Rank FL,Def. Rank 1stD,Def. Rank Cmp,Def. Rank Att,Def. Rank Yds,Def. Rank TD,Def. Rank Int,Def. Rank NY/A,Def. Rank 1stD,Def. Rank Att,Def. Rank Yds,Def. Rank TD,Def. Rank Y/A,Def. Rank 1stD,Def. Rank Pen,Def. Rank Yds,Def. Rank 1stPy,Def. Rank #Dr,Def. Rank Sc%,Def. Rank TO%,Def. Rank Start,Def. Rank Time,Def. Rank Plays,Def. Rank Yds,Def. Rank Pts
DB,Jets,2010,29,348.0,5136.0,1030.0,5.0,30.0,9.0,280.0,210.0,393.0,2380.0,12.0,21.0,5.6,131.0,607.0,2756.0,21.0,4.5,132.0,88.0,677.0,17.0,198.0,31.8,15.2,Own 32.4,2:36,5.38,25.9,1.62,236.0,4037.0,953.0,4.2,31.0,14.0,237.0,259.0,501.0,2459.0,8.0,17.0,4.6,128.0,420.0,1578.0,11.0,3.8,87.0,87.0,680.0,22.0,187.0,20.3,14.4,Own 28.8,2:27,5.2,21.6,1.02,17.0,20.0,,,20.0,7.0,23.0,,32.0,31.0,29.0,28.0,21.0,,1.0,1.0,3.0,5.0,,,,,,16.0,11.0,2.0,15.0,23.0,22.0,18.0,1.0,1.0,,,8.0,4.0,1.0,,7.0,1.0,1.0,13.0,1.0,,11.0,8.0,11.0,4.0,,,,,,32.0,10.0,13.0,7.0,3.0,1.0,1.0
RB,Lions,2010,30,262.0,4784.0,1037.0,4.6,41.0,9.0,281.0,316.0,585.0,3168.0,16.0,32.0,5.0,168.0,409.0,1616.0,9.0,4.0,82.0,98.0,768.0,31.0,194.0,23.7,20.1,Own 27.7,2:23,5.49,24.6,1.23,494.0,6274.0,1029.0,6.1,23.0,14.0,332.0,371.0,545.0,4249.0,35.0,9.0,7.4,213.0,458.0,2025.0,18.0,4.4,95.0,113.0,944.0,24.0,192.0,43.8,10.4,Own 35.8,2:35,5.5,32.6,2.42,27.0,26.0,,,32.0,7.0,22.0,,6.0,21.0,24.0,32.0,28.0,,24.0,24.0,22.0,28.0,,,,,,28.0,1.0,29.0,26.0,20.0,26.0,28.0,32.0,32.0,,,24.0,4.0,30.0,,21.0,32.0,32.0,30.0,32.0,,22.0,25.0,26.0,21.0,,,,,,1.0,28.0,32.0,14.0,17.0,30.0,32.0
LB,Colts,2010,31,416.0,5809.0,980.0,5.9,24.0,5.0,339.0,402.0,601.0,4515.0,34.0,19.0,7.4,241.0,366.0,1294.0,16.0,3.5,69.0,74.0,546.0,29.0,174.0,37.9,13.2,Own 28.0,2:33,5.75,33.4,2.29,307.0,5427.0,1084.0,5.0,26.0,10.0,320.0,372.0,583.0,3403.0,19.0,16.0,5.5,203.0,467.0,2024.0,10.0,4.3,106.0,92.0,889.0,11.0,179.0,33.0,14.0,Own 28.9,2:53,6.3,30.3,1.64,7.0,9.0,,,10.0,1.0,5.0,,2.0,2.0,1.0,23.0,4.0,,31.0,32.0,12.0,30.0,,,,,,7.0,19.0,28.0,18.0,10.0,5.0,4.0,8.0,18.0,,,18.0,17.0,27.0,,30.0,14.0,10.0,15.0,4.0,,25.0,24.0,7.0,19.0,,,,,,15.0,14.0,14.0,32.0,32.0,23.0,14.0
DB,Saints,2010,32,510.0,6461.0,1032.0,6.3,28.0,16.0,348.0,378.0,544.0,4355.0,34.0,12.0,7.7,215.0,468.0,2106.0,21.0,4.5,115.0,89.0,787.0,18.0,185.0,41.6,13.5,Own 31.4,2:44,5.73,34.9,2.44,341.0,5724.0,1044.0,5.5,39.0,13.0,310.0,330.0,574.0,3769.0,15.0,26.0,6.2,175.0,435.0,1955.0,19.0,4.5,111.0,86.0,717.0,24.0,194.0,31.4,18.0,Own 28.5,2:25,5.5,29.5,1.64,1.0,1.0,,,16.0,29.0,2.0,,15.0,4.0,1.0,6.0,2.0,,7.0,6.0,3.0,7.0,,,,,,3.0,17.0,6.0,12.0,13.0,3.0,2.0,20.0,25.0,,,2.0,6.0,22.0,,27.0,26.0,5.0,3.0,20.0,,17.0,21.0,28.0,26.0,,,,,,17.0,3.0,9.0,4.0,19.0,20.0,15.0
QB,Lions,2009,1,268.0,4292.0,913.0,4.7,29.0,10.0,234.0,281.0,509.0,2960.0,18.0,19.0,5.3,143.0,352.0,1332.0,10.0,3.8,70.0,88.0,729.0,21.0,187.0,26.2,15.0,Own 27.9,2:19,5.01,22.9,1.39,517.0,6470.0,1009.0,6.4,20.0,16.0,350.0,303.0,443.0,3716.0,25.0,4.0,7.9,188.0,536.0,2754.0,31.0,5.1,147.0,91.0,753.0,15.0,179.0,45.3,8.4,Own 30.8,2:57,5.8,36.1,2.61,27.0,30.0,,,23.0,13.0,30.0,,18.0,24.0,19.0,26.0,27.0,,31.0,30.0,25.0,28.0,,,,,,30.0,9.0,28.0,31.0,32.0,31.0,28.0,32.0,32.0,,,26.0,2.0,32.0,,1.0,27.0,27.0,32.0,32.0,,30.0,32.0,32.0,32.0,,,,,,2.0,31.0,19.0,28.0,22.0,32.0,32.0
 T,Rams,2009,2,232.0,4596.0,982.0,4.7,31.0,12.0,249.0,292.0,520.0,2947.0,11.0,19.0,5.2,140.0,417.0,1649.0,8.0,4.0,95.0,97.0,718.0,14.0,190.0,26.3,16.3,Own 27.2,2:29,5.36,24.2,1.19,465.0,5950.0,975.0,6.1,26.0,14.0,320.0,278.0,444.0,3475.0,20.0,12.0,7.3,158.0,501.0,2475.0,26.0,4.9,146.0,89.0,654.0,16.0,185.0,41.6,13.0,Own 32.0,2:38,5.4,31.9,2.24,30.0,27.0,,,27.0,20.0,28.0,,15.0,26.0,30.0,26.0,28.0,,22.0,25.0,30.0,25.0,,,,,,29.0,6.0,31.0,26.0,26.0,27.0,31.0,31.0,28.0,,,13.0,5.0,26.0,,2.0,19.0,14.0,21.0,31.0,,28.0,29.0,30.0,29.0,,,,,,4.0,15.0,26.0,13.0,9.0,25.0,29.0
DE,Chiefs,2009,3,291.0,4939.0,957.0,5.2,24.0,8.0,273.0,310.0,541.0,3129.0,23.0,16.0,5.4,161.0,379.0,1810.0,9.0,4.8,94.0,78.0,645.0,18.0,178.0,27.0,12.4,Own 27.8,2:31,5.5,27.6,1.53,440.0,6291.0,1041.0,6.0,29.0,16.0,344.0,348.0,522.0,3748.0,21.0,13.0,7.0,195.0,509.0,2543.0,25.0,5.0,133.0,81.0,588.0,16.0,181.0,43.6,15.5,Own 33.6,2:51,6.0,34.6,2.33,26.0,24.0,,,13.0,6.0,24.0,,9.0,20.0,8.0,21.0,26.0,,29.0,16.0,28.0,4.0,,,,,,28.0,18.0,29.0,23.0,21.0,21.0,25.0,29.0,31.0,,,9.0,2.0,31.0,,18.0,28.0,18.0,17.0,28.0,,29.0,30.0,29.0,31.0,,,,,,3.0,6.0,31.0,26.0,26.0,30.0,30.0
LB,Seahawks,2009,4,294.0,4385.0,927.0,4.7,27.0,12.0,265.0,262.0,474.0,2617.0,18.0,15.0,5.1,142.0,417.0,1768.0,10.0,4.2,104.0,79.0,601.0,19.0,176.0,29.5,13.6,Own 30.9,2:25,5.43,25.0,1.52,392.0,6048.0,1058.0,5.7,20.0,11.0,324.0,366.0,566.0,4149.0,25.0,9.0,6.9,207.0,457.0,1899.0,13.0,4.2,98.0,81.0,671.0,19.0,187.0,40.1,10.2,Own 29.3,2:53,5.9,32.3,2.02,25.0,28.0,,,21.0,20.0,26.0,,26.0,29.0,19.0,16.0,30.0,,22.0,19.0,25.0,14.0,,,,,,25.0,13.0,13.0,30.0,24.0,26.0,26.0,25.0,30.0,,,26.0,13.0,27.0,,28.0,32.0,27.0,29.0,26.0,,23.0,18.0,13.0,16.0,,,,,,5.0,27.0,11.0,27.0,24.0,26.0,25.0
QB,Jets,2009,5,405.0,5307.0,981.0,5.4,31.0,8.0,308.0,347.0,529.0,3303.0,22.0,23.0,5.9,186.0,422.0,2004.0,20.0,4.7,94.0,77.0,569.0,28.0,177.0,37.3,16.9,Own 31.4,2:49,5.71,29.8,2.07,356.0,5270.0,1020.0,5.2,30.0,16.0,315.0,368.0,572.0,3752.0,23.0,14.0,6.1,209.0,407.0,1518.0,10.0,3.7,86.0,93.0,663.0,20.0,177.0,33.3,16.9,Own 30.2,2:44,5.9,29.5,1.77,9.0,16.0,,,27.0,6.0,11.0,,13.0,16.0,11.0,32.0,21.0,,19.0,9.0,5.0,5.0,,,,,,11.0,4.0,10.0,10.0,13.0,12.0,10.0,18.0,16.0,,,5.0,2.0,24.0,,29.0,29.0,23.0,15.0,16.0,,9.0,7.0,6.0,7.0,,,,,,18.0,4.0,15.0,22.0,25.0,18.0,16.0
 T,Bengals,2009,6,204.0,3926.0,984.0,4.0,26.0,11.0,245.0,303.0,513.0,2406.0,11.0,15.0,4.3,145.0,420.0,1520.0,6.0,3.6,80.0,75.0,591.0,20.0,186.0,21.0,13.4,Own 30.1,2:31,5.43,21.0,0.99,364.0,5208.0,1013.0,5.1,24.0,12.0,296.0,315.0,506.0,3287.0,23.0,12.0,6.3,169.0,490.0,1921.0,15.0,3.9,106.0,102.0,772.0,21.0,184.0,32.6,12.0,Own 31.1,2:47,5.6,28.2,1.8,32.0,32.0,,,16.0,18.0,29.0,,16.0,30.0,30.0,16.0,32.0,,21.0,29.0,31.0,30.0,,,,,,32.0,14.0,18.0,23.0,23.0,32.0,32.0,19.0,12.0,,,17.0,10.0,15.0,,13.0,15.0,23.0,21.0,19.0,,27.0,21.0,20.0,10.0,,,,,,19.0,21.0,21.0,24.0,17.0,12.0,18.0
WR,Raiders,2009,7,263.0,4356.0,919.0,4.7,23.0,12.0,225.0,222.0,421.0,2369.0,13.0,11.0,5.2,123.0,459.0,1987.0,9.0,4.3,87.0,109.0,823.0,15.0,187.0,24.6,11.8,Own 30.3,2:26,5.07,23.0,1.21,388.0,5775.0,1045.0,5.5,24.0,8.0,325.0,266.0,471.0,3220.0,20.0,16.0,6.4,166.0,542.0,2555.0,23.0,4.7,129.0,74.0,633.0,30.0,192.0,34.4,11.5,Own 29.1,2:41,5.6,30.0,1.93,29.0,29.0,,,12.0,20.0,32.0,,31.0,32.0,28.0,5.0,29.0,,10.0,10.0,28.0,10.0,,,,,,31.0,19.0,17.0,29.0,29.0,30.0,30.0,24.0,27.0,,,17.0,20.0,28.0,,5.0,10.0,14.0,10.0,22.0,,32.0,31.0,28.0,27.0,,,,,,17.0,23.0,9.0,19.0,16.0,19.0,22.0
 T,Jaguars,2009,8,302.0,5106.0,1005.0,5.1,24.0,11.0,312.0,335.0,537.0,3332.0,15.0,13.0,5.8,183.0,426.0,1774.0,17.0,4.2,107.0,104.0,813.0,22.0,172.0,29.7,12.8,Own 27.3,2:56,5.99,29.7,1.63,367.0,5295.0,922.0,5.7,17.0,4.0,289.0,297.0,465.0,3586.0,25.0,13.0,7.3,166.0,428.0,1709.0,14.0,4.0,98.0,80.0,691.0,25.0,170.0,38.8,9.4,Own 31.2,2:42,5.6,31.1,2.08,24.0,20.0,,,13.0,18.0,10.0,,11.0,15.0,24.0,12.0,23.0,,18.0,18.0,10.0,17.0,,,,,,24.0,15.0,30.0,5.0,7.0,13.0,23.0,21.0,17.0,,,31.0,32.0,11.0,,4.0,24.0,27.0,17.0,30.0,,14.0,13.0,15.0,13.0,,,,,,7.0,29.0,23.0,21.0,15.0,22.0,26.0
DT,Packers,2009,9,419.0,5618.0,1012.0,5.6,21.0,8.0,299.0,343.0,541.0,3813.0,28.0,13.0,6.6,182.0,437.0,1805.0,11.0,4.1,99.0,110.0,984.0,18.0,179.0,36.9,11.2,Own 28.2,2:50,5.84,31.2,1.98,380.0,5349.0,1003.0,5.3,28.0,6.0,295.0,287.0,518.0,3244.0,22.0,22.0,6.0,141.0,458.0,2105.0,20.0,4.6,121.0,89.0,721.0,33.0,192.0,34.9,14.1,Own 32.4,2:25,5.4,27.9,1.92,5.0,8.0,,,8.0,6.0,15.0,,9.0,8.0,5.0,12.0,10.0,,14.0,17.0,24.0,18.0,,,,,,12.0,23.0,26.0,8.0,10.0,11.0,12.0,22.0,20.0,,,12.0,28.0,14.0,,17.0,12.0,21.0,3.0,12.0,,24.0,26.0,27.0,26.0,,,,,,16.0,11.0,28.0,4.0,6.0,11.0,21.0
WR,49ers,2009,10,339.0,4978.0,961.0,5.2,35.0,16.0,287.0,309.0,509.0,3379.0,21.0,19.0,6.0,176.0,397.0,1599.0,10.0,4.0,83.0,98.0,732.0,28.0,185.0,33.0,18.4,Own 29.2,2:33,5.37,26.7,1.68,381.0,5216.0,1027.0,5.1,18.0,6.0,293.0,331.0,545.0,3507.0,22.0,12.0,6.1,170.0,452.0,1709.0,14.0,3.8,104.0,111.0,869.0,19.0,184.0,38.6,9.8,Own 33.7,2:41,5.8,28.3,1.94,22.0,23.0,,,32.0,32.0,21.0,,18.0,13.0,13.0,26.0,18.0,,27.0,27.0,25.0,21.0,,,,,,20.0,1.0,24.0,21.0,25.0,22.0,21.0,23.0,13.0,,,28.0,28.0,12.0,,24.0,20.0,21.0,21.0,15.0,,21.0,13.0,15.0,8.0,,,,,,9.0,28.0,32.0,19.0,23.0,13.0,23.0
DE,Bills,2009,11,336.0,4882.0,956.0,5.1,30.0,15.0,287.0,309.0,479.0,3040.0,14.0,15.0,5.9,167.0,439.0,1842.0,16.0,4.2,107.0,71.0,538.0,13.0,176.0,34.1,16.5,Own 32.1,2:44,5.65,27.7,1.7,342.0,5217.0,971.0,5.4,22.0,12.0,293.0,301.0,492.0,3271.0,14.0,10.0,6.3,167.0,455.0,1946.0,18.0,4.3,113.0,72.0,540.0,13.0,179.0,36.9,11.2,Own 31.7,2:40,5.7,29.1,1.82,23.0,25.0,,,24.0,30.0,21.0,,24.0,22.0,26.0,16.0,22.0,,13.0,14.0,11.0,16.0,,,,,,16.0,5.0,7.0,13.0,15.0,20.0,20.0,14.0,14.0,,,20.0,10.0,12.0,,10.0,13.0,4.0,27.0,20.0,,22.0,22.0,24.0,21.0,,,,,,12.0,24.0,24.0,17.0,19.0,16.0,19.0
RB,Broncos,2009,12,370.0,6333.0,1019.0,6.2,30.0,12.0,354.0,386.0,620.0,4471.0,25.0,18.0,7.1,223.0,387.0,1862.0,15.0,4.8,103.0,77.0,739.0,28.0,167.0,38.9,17.4,Own 26.0,2:45,6.31,37.9,2.13,448.0,5993.0,990.0,6.1,13.0,7.0,327.0,333.0,495.0,3656.0,20.0,6.0,7.0,186.0,469.0,2337.0,26.0,5.0,122.0,83.0,738.0,19.0,168.0,46.4,7.7,Own 30.2,2:59,6.1,35.5,2.49,16.0,2.0,,,24.0,20.0,2.0,,3.0,3.0,7.0,24.0,7.0,,28.0,12.0,14.0,3.0,,,,,,8.0,2.0,32.0,11.0,3.0,1.0,7.0,30.0,29.0,,,32.0,26.0,29.0,,11.0,26.0,14.0,31.0,27.0,,25.0,27.0,30.0,30.0,,,,,,1.0,32.0,15.0,30.0,29.0,31.0,31.0
LB,Redskins,2009,13,265.0,5120.0,1026.0,5.0,18.0,12.0,295.0,318.0,510.0,3025.0,14.0,6.0,5.5,165.0,478.0,2095.0,12.0,4.4,109.0,83.0,644.0,21.0,178.0,29.2,9.6,Own 31.8,2:50,5.97,28.7,1.46,296.0,4621.0,933.0,5.0,18.0,5.0,259.0,290.0,511.0,3095.0,16.0,13.0,5.8,159.0,398.0,1526.0,12.0,3.8,86.0,80.0,639.0,14.0,176.0,29.5,10.2,Own 28.0,2:35,5.5,26.2,1.52,28.0,19.0,,,5.0,20.0,17.0,,17.0,23.0,26.0,1.0,24.0,,8.0,8.0,22.0,8.0,,,,,,26.0,29.0,8.0,8.0,8.0,17.0,27.0,6.0,4.0,,,28.0,30.0,5.0,,15.0,7.0,6.0,17.0,8.0,,6.0,8.0,11.0,9.0,,,,,,26.0,26.0,6.0,11.0,10.0,9.0,6.0
DB,Saints,2009,14,463.0,6571.0,1047.0,6.3,26.0,8.0,354.0,413.0,636.0,4977.0,34.0,18.0,7.7,232.0,398.0,1594.0,20.0,4.0,103.0,86.0,797.0,19.0,178.0,42.7,14.0,Own 29.9,2:44,6.03,36.7,2.49,393.0,5432.0,999.0,5.4,22.0,7.0,299.0,299.0,526.0,3547.0,21.0,15.0,6.4,180.0,445.0,1885.0,14.0,4.2,100.0,84.0,637.0,19.0,174.0,39.7,11.5,Own 30.3,2:44,6.0,31.2,1.99,1.0,1.0,,,16.0,6.0,2.0,,1.0,1.0,1.0,24.0,2.0,,26.0,28.0,5.0,23.0,,,,,,4.0,12.0,19.0,13.0,5.0,2.0,1.0,26.0,23.0,,,20.0,26.0,18.0,,20.0,23.0,18.0,11.0,23.0,,19.0,17.0,15.0,19.0,,,,,,6.0,22.0,17.0,22.0,27.0,23.0,24.0
LB,Texans,2009,15,366.0,6113.0,1019.0,6.0,32.0,12.0,340.0,367.0,555.0,4267.0,21.0,20.0,7.3,210.0,432.0,1846.0,16.0,4.3,106.0,80.0,664.0,24.0,173.0,38.2,17.3,Own 29.8,2:58,6.08,35.3,2.0,394.0,5385.0,935.0,5.8,22.0,10.0,300.0,294.0,471.0,3423.0,24.0,12.0,6.9,167.0,439.0,1962.0,18.0,4.5,114.0,81.0,659.0,19.0,175.0,38.3,12.0,Own 29.5,2:34,5.5,30.7,2.11,17.0,3.0,,,30.0,20.0,4.0,,7.0,4.0,13.0,29.0,5.0,,16.0,13.0,11.0,13.0,,,,,,9.0,3.0,20.0,4.0,4.0,4.0,11.0,27.0,22.0,,,20.0,16.0,19.0,,5.0,17.0,26.0,21.0,25.0,,17.0,23.0,24.0,24.0,,,,,,10.0,20.0,13.0,9.0,12.0,20.0,27.0
LB,Chargers,2009,16,439.0,5584.0,924.0,6.0,20.0,9.0,301.0,312.0,478.0,3858.0,34.0,11.0,7.7,191.0,421.0,1726.0,13.0,4.1,92.0,95.0,748.0,18.0,170.0,43.5,10.6,Own 30.6,2:43,5.62,32.8,2.41,347.0,5599.0,1041.0,5.4,24.0,9.0,339.0,411.0,605.0,3958.0,25.0,15.0,6.3,213.0,408.0,1641.0,11.0,4.0,98.0,78.0,708.0,28.0,169.0,35.5,13.0,Own 29.7,2:57,6.3,33.1,1.92,2.0,11.0,,,7.0,11.0,13.0,,25.0,7.0,1.0,5.0,1.0,,20.0,20.0,19.0,19.0,,,,,,3.0,25.0,15.0,15.0,17.0,8.0,2.0,15.0,25.0,,,17.0,18.0,30.0,,31.0,31.0,27.0,11.0,18.0,,10.0,11.0,8.0,14.0,,,,,,14.0,14.0,14.0,28.0,31.0,28.0,20.0
QB,Buccaneers,2009,17,361.0,5456.0,1045.0,5.2,26.0,13.0,298.0,355.0,562.0,3619.0,18.0,13.0,6.1,184.0,451.0,1837.0,13.0,4.1,100.0,95.0,834.0,14.0,189.0,33.3,12.7,Own 32.4,2:43,5.73,28.8,1.66,323.0,4898.0,945.0,5.2,30.0,8.0,259.0,276.0,475.0,2997.0,23.0,22.0,5.9,153.0,441.0,1901.0,8.0,4.3,87.0,88.0,660.0,19.0,192.0,30.7,14.6,Own 29.3,2:27,5.1,25.4,1.57,19.0,14.0,,,16.0,26.0,16.0,,6.0,11.0,19.0,12.0,15.0,,11.0,15.0,19.0,20.0,,,,,,18.0,16.0,3.0,15.0,12.0,16.0,22.0,10.0,9.0,,,5.0,20.0,5.0,,8.0,4.0,23.0,3.0,11.0,,18.0,19.0,4.0,22.0,,,,,,23.0,9.0,11.0,5.0,2.0,6.0,7.0
DE,Broncos,2009,18,370.0,6333.0,1019.0,6.2,30.0,12.0,354.0,386.0,620.0,4471.0,25.0,18.0,7.1,223.0,387.0,1862.0,15.0,4.8,103.0,77.0,739.0,28.0,167.0,38.9,17.4,Own 26.0,2:45,6.31,37.9,2.13,448.0,5993.0,990.0,6.1,13.0,7.0,327.0,333.0,495.0,3656.0,20.0,6.0,7.0,186.0,469.0,2337.0,26.0,5.0,122.0,83.0,738.0,19.0,168.0,46.4,7.7,Own 30.2,2:59,6.1,35.5,2.49,16.0,2.0,,,24.0,20.0,2.0,,3.0,3.0,7.0,24.0,7.0,,28.0,12.0,14.0,3.0,,,,,,8.0,2.0,32.0,11.0,3.0,1.0,7.0,30.0,29.0,,,32.0,26.0,29.0,,11.0,26.0,14.0,31.0,27.0,,25.0,27.0,30.0,30.0,,,,,,1.0,32.0,15.0,30.0,29.0,31.0,31.0
WR,Eagles,2009,19,416.0,5608.0,1056.0,5.3,26.0,10.0,318.0,362.0,606.0,3911.0,23.0,16.0,6.2,204.0,427.0,1697.0,15.0,4.0,94.0,74.0,635.0,20.0,200.0,35.5,11.5,Own 31.2,2:31,5.48,28.0,1.83,289.0,4389.0,994.0,4.4,29.0,14.0,248.0,284.0,525.0,2913.0,19.0,15.0,5.1,144.0,421.0,1476.0,7.0,3.5,79.0,81.0,598.0,25.0,198.0,25.3,13.6,Own 31.1,2:23,5.2,22.1,1.28,6.0,9.0,,,16.0,13.0,8.0,,4.0,6.0,8.0,21.0,12.0,,17.0,22.0,14.0,24.0,,,,,,13.0,20.0,11.0,23.0,22.0,18.0,15.0,4.0,3.0,,,9.0,5.0,3.0,,19.0,3.0,10.0,11.0,2.0,,13.0,4.0,2.0,4.0,,,,,,29.0,13.0,21.0,2.0,4.0,3.0,4.0
TE,Lions,2009,20,268.0,4292.0,913.0,4.7,29.0,10.0,234.0,281.0,509.0,2960.0,18.0,19.0,5.3,143.0,352.0,1332.0,10.0,3.8,70.0,88.0,729.0,21.0,187.0,26.2,15.0,Own 27.9,2:19,5.01,22.9,1.39,517.0,6470.0,1009.0,6.4,20.0,16.0,350.0,303.0,443.0,3716.0,25.0,4.0,7.9,188.0,536.0,2754.0,31.0,5.1,147.0,91.0,753.0,15.0,179.0,45.3,8.4,Own 30.8,2:57,5.8,36.1,2.61,27.0,30.0,,,23.0,13.0,30.0,,18.0,24.0,19.0,26.0,27.0,,31.0,30.0,25.0,28.0,,,,,,30.0,9.0,28.0,31.0,32.0,31.0,28.0,32.0,32.0,,,26.0,2.0,32.0,,1.0,27.0,27.0,32.0,32.0,,30.0,32.0,32.0,32.0,,,,,,2.0,31.0,19.0,28.0,22.0,32.0,32.0
 C,Browns,2009,21,232.0,3985.0,921.0,4.3,26.0,6.0,233.0,238.0,488.0,2380.0,11.0,20.0,4.6,127.0,409.0,1605.0,6.0,3.9,84.0,100.0,669.0,22.0,172.0,27.3,14.5,Own 29.8,2:34,5.57,23.1,1.22,350.0,5704.0,1004.0,5.7,31.0,8.0,315.0,286.0,446.0,3273.0,19.0,23.0,7.1,176.0,541.0,2431.0,16.0,4.5,125.0,95.0,770.0,14.0,171.0,31.6,17.5,Own 31.8,3:02,6.0,33.3,1.77,30.0,31.0,,,16.0,3.0,31.0,,23.0,31.0,30.0,29.0,31.0,,24.0,26.0,31.0,26.0,,,,,,27.0,11.0,20.0,20.0,18.0,29.0,29.0,16.0,26.0,,,3.0,20.0,24.0,,3.0,14.0,10.0,2.0,29.0,,31.0,28.0,21.0,25.0,,,,,,21.0,1.0,25.0,31.0,28.0,29.0,15.0
WR,Vikings,2009,22,379.0,5288.0,1014.0,5.2,31.0,14.0,292.0,267.0,452.0,2956.0,22.0,17.0,6.0,150.0,519.0,2332.0,15.0,4.5,119.0,90.0,692.0,23.0,190.0,34.7,14.7,Own 29.3,2:38,5.52,27.7,1.82,333.0,4679.0,946.0,4.9,25.0,13.0,255.0,324.0,530.0,3449.0,15.0,12.0,6.0,163.0,371.0,1230.0,10.0,3.3,72.0,109.0,1002.0,20.0,191.0,27.7,12.6,Own 32.0,2:24,5.1,24.5,1.4,12.0,17.0,,,27.0,29.0,18.0,,28.0,25.0,11.0,23.0,19.0,,3.0,5.0,14.0,6.0,,,,,,14.0,10.0,23.0,19.0,19.0,19.0,16.0,13.0,6.0,,,15.0,8.0,4.0,,22.0,18.0,5.0,21.0,13.0,,2.0,1.0,6.0,2.0,,,,,,28.0,17.0,26.0,3.0,3.0,5.0,5.0
 T,Ravens,2009,23,385.0,5184.0,1058.0,4.9,21.0,9.0,300.0,261.0,433.0,2808.0,16.0,12.0,6.0,147.0,592.0,2376.0,20.0,4.0,132.0,103.0,785.0,21.0,194.0,33.0,10.8,Own 32.3,2:45,5.63,26.6,1.73,244.0,4177.0,928.0,4.5,34.0,8.0,228.0,276.0,528.0,2875.0,17.0,26.0,5.1,152.0,366.0,1302.0,4.0,3.6,58.0,114.0,792.0,18.0,195.0,21.5,17.4,Own 28.3,2:13,4.9,21.5,1.08,11.0,18.0,,,8.0,11.0,14.0,,30.0,28.0,22.0,9.0,17.0,,1.0,4.0,5.0,22.0,,,,,,19.0,24.0,5.0,11.0,16.0,23.0,18.0,3.0,2.0,,,1.0,20.0,1.0,,21.0,2.0,7.0,1.0,3.0,,1.0,3.0,1.0,5.0,,,,,,32.0,2.0,7.0,1.0,1.0,2.0,1.0
DT,Falcons,2009,24,391.0,5779.0,1011.0,5.7,21.0,10.0,313.0,265.0,434.0,3336.0,16.0,11.0,7.4,157.0,560.0,2443.0,23.0,4.4,131.0,71.0,591.0,25.0,174.0,39.7,10.3,Own 30.6,2:52,5.99,33.1,2.11,325.0,5566.0,998.0,5.6,18.0,8.0,309.0,325.0,549.0,3526.0,20.0,10.0,6.0,189.0,415.0,2040.0,17.0,4.9,108.0,109.0,854.0,12.0,178.0,32.0,9.0,Own 27.3,2:39,5.7,31.1,1.79,10.0,6.0,,,8.0,13.0,9.0,,29.0,14.0,22.0,5.0,3.0,,2.0,2.0,3.0,9.0,,,,,,6.0,26.0,15.0,6.0,6.0,6.0,8.0,11.0,24.0,,,28.0,20.0,21.0,,25.0,21.0,14.0,27.0,14.0,,11.0,25.0,23.0,28.0,,,,,,20.0,30.0,1.0,16.0,21.0,21.0,17.0
