ID,Position Drafted,Team,Draft Year,Pick Number,Team PF,Team Y/P,Team 1stD,Team Cmp,Team Att,Team Yds.1,Team TD,Team Int,Team NY/A,Team Att.1,Team Yds.2,Team TD.1,Team Y/A,Team 1stD.2,Team Sc%,Team Yds.4,Team Pts,Opp. PF,Opp. Y/P,Opp. TO,Opp. 1stD,Opp. Cmp,Opp. Yds.1,Opp. TD,Opp. Int,Opp. NY/A,Opp. Att.1,Opp. Yds.2,Opp. TD.1,Opp. Y/A,Opp. 1stD.2,Opp. Sc%,Opp. Yds.4,Opp. Pts,Off. Rank PF,Off. Rank Yds,Off. Rank 1stD,Off. Rank Att,Off. Rank Yds.1,Off. Rank TD,Off. Rank Int,Off. Rank NY/A,Off. Rank Att.1,Off. Rank Yds.2,Off. Rank TD.1,Off. Rank Y/A,Off. Rank Sc%,Off. Rank Yds.4,Off. Rank Pts,Def. Rank PF,Def. Rank Yds,Def. Rank TO,Def. Rank 1stD,Def. Rank Yds.1,Def. Rank TD,Def. Rank Int,Def. Rank NY/A,Def. Rank Att.1,Def. Rank Yds.2,Def. Rank TD.1,Def. Rank Y/A,Def. Rank Sc%,Def. Rank Yds.4,Def. Rank Pts
304,DT,Chargers,2011,18,441.0,6.1,357.0,359.0,544.0,4519.0,30.0,13.0,7.8,457.0,1810.0,18.0,4.0,94.0,40.3,33.9,2.24,322.0,4.6,23.0,247.0,285.0,2845.0,18.0,16.0,5.3,404.0,1500.0,14.0,3.7,77.0,26.1,23.7,1.48,2.0,1.0,3.0,14.0,2.0,6.0,9.0,1.0,9.0,15.0,4.0,22.0,2.0,5.0,2.0,10.0,1.0,23.0,1.0,1.0,5.0,14.0,1.0,8.0,4.0,20.0,5.0,29.0,2.0,5.0
305,DB,Giants,2011,19,394.0,5.9,331.0,339.0,539.0,3885.0,31.0,25.0,7.0,480.0,2200.0,17.0,4.6,112.0,32.4,29.3,1.9,347.0,5.1,39.0,263.0,308.0,3370.0,24.0,16.0,5.8,389.0,1620.0,11.0,4.2,88.0,28.7,24.4,1.55,7.0,5.0,7.0,17.0,10.0,4.0,31.0,4.0,7.0,6.0,6.0,7.0,16.0,13.0,11.0,17.0,7.0,1.0,2.0,10.0,19.0,14.0,6.0,5.0,8.0,12.0,13.0,25.0,3.0,9.0
306,DE,Buccaneers,2011,20,341.0,5.6,288.0,306.0,494.0,3361.0,26.0,6.0,6.4,431.0,2001.0,9.0,4.6,97.0,33.7,31.2,1.83,318.0,5.4,28.0,307.0,307.0,3216.0,23.0,19.0,5.9,444.0,2107.0,12.0,4.7,118.0,29.4,30.0,1.67,20.0,19.0,24.0,23.0,17.0,11.0,2.0,11.0,13.0,8.0,24.0,6.0,13.0,9.0,13.0,9.0,17.0,13.0,17.0,7.0,13.0,8.0,11.0,20.0,28.0,16.0,31.0,22.0,23.0,15.0
307,DT,Browns,2011,21,271.0,5.0,265.0,296.0,478.0,2989.0,13.0,18.0,5.8,413.0,1646.0,13.0,4.0,87.0,27.7,26.1,1.42,332.0,5.4,28.0,317.0,309.0,3531.0,26.0,19.0,6.6,505.0,2070.0,7.0,4.1,102.0,34.1,31.8,1.77,31.0,29.0,25.0,28.0,29.0,30.0,19.0,24.0,22.0,20.0,12.0,21.0,25.0,25.0,25.0,13.0,22.0,13.0,23.0,18.0,24.0,8.0,27.0,29.0,27.0,4.0,12.0,12.0,28.0,18.0
308, T,Colts,2011,22,435.0,5.6,366.0,450.0,679.0,4609.0,33.0,17.0,6.6,393.0,1483.0,13.0,3.8,87.0,40.2,34.0,2.23,388.0,5.4,21.0,314.0,356.0,3433.0,22.0,10.0,6.1,445.0,2032.0,14.0,4.6,111.0,37.0,30.0,1.91,4.0,4.0,1.0,1.0,1.0,2.0,18.0,8.0,28.0,29.0,12.0,27.0,3.0,4.0,3.0,23.0,20.0,28.0,21.0,13.0,9.0,30.0,16.0,22.0,25.0,20.0,25.0,7.0,22.0,25.0
309, G,Eagles,2011,23,439.0,6.0,322.0,348.0,561.0,3906.0,28.0,13.0,6.4,428.0,2324.0,18.0,5.4,116.0,39.8,31.8,2.13,377.0,5.2,34.0,309.0,309.0,3469.0,31.0,23.0,6.0,423.0,1766.0,12.0,4.2,91.0,31.4,26.9,1.83,3.0,2.0,10.0,11.0,9.0,8.0,9.0,12.0,15.0,5.0,4.0,1.0,4.0,7.0,5.0,21.0,12.0,5.0,18.0,14.0,29.0,3.0,14.0,17.0,15.0,16.0,14.0,18.0,8.0,22.0
310,DE,Saints,2011,24,384.0,5.6,351.0,450.0,661.0,4441.0,33.0,22.0,6.5,380.0,1519.0,9.0,4.0,94.0,38.5,34.2,2.12,307.0,5.2,25.0,273.0,306.0,3103.0,13.0,9.0,5.9,421.0,1797.0,13.0,4.3,94.0,31.8,28.2,1.58,11.0,6.0,5.0,2.0,3.0,2.0,30.0,10.0,30.0,28.0,24.0,19.0,7.0,3.0,7.0,7.0,4.0,20.0,7.0,4.0,1.0,32.0,12.0,16.0,16.0,18.0,17.0,16.0,16.0,11.0
311, T,Seahawks,2011,25,310.0,4.9,260.0,324.0,544.0,3341.0,14.0,20.0,5.8,385.0,1424.0,13.0,3.7,81.0,26.5,24.2,1.35,407.0,5.5,22.0,313.0,339.0,3994.0,31.0,12.0,6.4,452.0,1903.0,13.0,4.2,91.0,35.9,30.6,1.99,23.0,28.0,28.0,14.0,19.0,28.0,23.0,27.0,29.0,31.0,12.0,29.0,27.0,29.0,30.0,25.0,27.0,25.0,20.0,27.0,29.0,25.0,25.0,25.0,21.0,18.0,15.0,9.0,25.0,26.0
312,WR,Chiefs,2011,26,366.0,5.3,319.0,274.0,475.0,2968.0,27.0,8.0,5.9,556.0,2627.0,13.0,4.7,129.0,31.3,29.1,1.77,326.0,5.1,23.0,293.0,319.0,3519.0,23.0,14.0,5.7,408.0,1764.0,11.0,4.3,88.0,28.1,27.4,1.55,14.0,12.0,11.0,29.0,30.0,10.0,3.0,23.0,1.0,1.0,12.0,4.0,19.0,14.0,15.0,11.0,14.0,23.0,14.0,17.0,13.0,19.0,5.0,10.0,14.0,12.0,19.0,26.0,14.0,8.0
313,DB,Ravens,2011,27,357.0,5.1,303.0,308.0,491.0,3335.0,25.0,10.0,6.3,487.0,1831.0,11.0,3.8,97.0,32.8,27.2,1.75,270.0,5.1,27.0,284.0,349.0,3599.0,22.0,19.0,5.8,384.0,1503.0,5.0,3.9,79.0,29.2,27.3,1.46,16.0,22.0,18.0,24.0,20.0,15.0,6.0,13.0,6.0,14.0,18.0,28.0,15.0,21.0,17.0,3.0,10.0,15.0,10.0,21.0,9.0,8.0,7.0,3.0,5.0,1.0,8.0,23.0,12.0,4.0
314,RB,Saints,2011,28,384.0,5.6,351.0,450.0,661.0,4441.0,33.0,22.0,6.5,380.0,1519.0,9.0,4.0,94.0,38.5,34.2,2.12,307.0,5.2,25.0,273.0,306.0,3103.0,13.0,9.0,5.9,421.0,1797.0,13.0,4.3,94.0,31.8,28.2,1.58,11.0,6.0,5.0,2.0,3.0,2.0,30.0,10.0,30.0,28.0,24.0,19.0,7.0,3.0,7.0,7.0,4.0,20.0,7.0,4.0,1.0,32.0,12.0,16.0,16.0,18.0,17.0,16.0,16.0,11.0
315, T,Bears,2011,29,334.0,4.9,263.0,276.0,466.0,3015.0,23.0,21.0,5.8,414.0,1616.0,10.0,3.9,76.0,29.3,23.4,1.55,286.0,5.0,35.0,282.0,363.0,3588.0,14.0,21.0,5.8,386.0,1441.0,14.0,3.7,88.0,25.0,25.4,1.32,21.0,30.0,26.0,32.0,28.0,20.0,25.0,25.0,21.0,22.0,21.0,23.0,24.0,30.0,22.0,4.0,9.0,3.0,9.0,20.0,2.0,5.0,8.0,4.0,2.0,20.0,6.0,32.0,6.0,3.0
316,DT,Jets,2011,30,367.0,5.2,307.0,288.0,525.0,3242.0,20.0,14.0,5.9,534.0,2374.0,14.0,4.4,118.0,32.2,28.2,1.65,304.0,4.8,30.0,272.0,269.0,3210.0,24.0,12.0,5.6,408.0,1454.0,11.0,3.6,70.0,26.4,22.9,1.49,13.0,11.0,15.0,18.0,22.0,23.0,12.0,22.0,2.0,4.0,9.0,8.0,17.0,16.0,20.0,6.0,3.0,8.0,5.0,6.0,19.0,25.0,4.0,10.0,3.0,12.0,3.0,27.0,1.0,6.0
317,DE,Steelers,2011,31,375.0,5.6,295.0,298.0,479.0,3601.0,22.0,9.0,6.9,471.0,1924.0,15.0,4.1,106.0,36.9,30.8,1.93,232.0,4.5,35.0,272.0,363.0,3425.0,15.0,21.0,5.3,333.0,1004.0,5.0,3.0,61.0,25.7,24.7,1.22,12.0,14.0,20.0,27.0,14.0,21.0,4.0,5.0,8.0,11.0,8.0,18.0,8.0,10.0,10.0,1.0,2.0,3.0,5.0,12.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,30.0,4.0,1.0
318, T,Packers,2011,32,388.0,5.7,312.0,352.0,541.0,4124.0,31.0,13.0,7.1,421.0,1606.0,11.0,3.8,88.0,35.0,31.3,1.97,240.0,5.1,32.0,270.0,296.0,3107.0,16.0,24.0,5.4,395.0,1838.0,6.0,4.7,82.0,25.3,27.0,1.24,10.0,9.0,13.0,16.0,5.0,4.0,9.0,3.0,20.0,24.0,18.0,25.0,10.0,8.0,8.0,2.0,5.0,6.0,4.0,5.0,4.0,2.0,3.0,6.0,18.0,3.0,28.0,31.0,9.0,2.0
319,QB,Rams,2010,1,175.0,4.5,259.0,312.0,543.0,2686.0,12.0,21.0,4.6,411.0,1784.0,4.0,4.3,79.0,19.3,24.6,0.93,436.0,5.9,20.0,333.0,315.0,3764.0,22.0,8.0,7.3,500.0,2201.0,24.0,4.4,127.0,35.3,32.4,2.06,32.0,29.0,26.0,16.0,28.0,29.0,28.0,31.0,22.0,20.0,32.0,11.0,32.0,25.0,32.0,31.0,29.0,29.0,31.0,25.0,14.0,31.0,31.0,27.0,27.0,31.0,20.0,10.0,28.0,28.0
320,DT,Lions,2010,2,262.0,4.6,281.0,316.0,585.0,3168.0,16.0,32.0,5.0,409.0,1616.0,9.0,4.0,82.0,23.7,24.6,1.23,494.0,6.1,23.0,332.0,371.0,4249.0,35.0,9.0,7.4,458.0,2025.0,18.0,4.4,95.0,43.8,32.6,2.42,27.0,26.0,22.0,6.0,21.0,24.0,32.0,28.0,24.0,24.0,22.0,28.0,28.0,26.0,28.0,32.0,32.0,24.0,30.0,32.0,32.0,30.0,32.0,22.0,25.0,26.0,21.0,1.0,30.0,32.0
321,DT,Buccaneers,2010,3,244.0,4.8,246.0,279.0,524.0,2973.0,18.0,29.0,5.3,404.0,1627.0,5.0,4.0,80.0,20.1,23.6,1.08,400.0,5.6,29.0,324.0,301.0,3318.0,28.0,19.0,6.5,529.0,2531.0,16.0,4.8,129.0,36.8,30.7,2.03,30.0,28.0,28.0,22.0,24.0,21.0,31.0,26.0,25.0,23.0,31.0,25.0,31.0,29.0,30.0,27.0,27.0,10.0,29.0,10.0,26.0,9.0,22.0,29.0,32.0,21.0,32.0,5.0,24.0,27.0
322, T,Redskins,2010,4,266.0,5.2,280.0,340.0,533.0,3490.0,21.0,16.0,6.0,391.0,1510.0,8.0,3.9,72.0,29.7,28.9,1.56,336.0,5.1,17.0,280.0,314.0,3316.0,19.0,11.0,6.0,449.0,1799.0,10.0,4.0,85.0,33.7,28.7,1.66,26.0,22.0,23.0,20.0,16.0,16.0,16.0,16.0,27.0,27.0,25.0,29.0,20.0,17.0,23.0,18.0,10.0,32.0,7.0,8.0,10.0,26.0,17.0,20.0,16.0,7.0,10.0,13.0,18.0,16.0
323,DB,Chiefs,2010,5,294.0,4.8,256.0,296.0,536.0,2922.0,18.0,17.0,5.0,438.0,1929.0,8.0,4.4,91.0,25.2,23.7,1.27,424.0,5.8,28.0,318.0,302.0,3707.0,25.0,15.0,7.0,531.0,2504.0,18.0,4.7,122.0,35.8,30.8,1.93,23.0,25.0,27.0,18.0,25.0,21.0,17.0,29.0,15.0,11.0,25.0,8.0,27.0,28.0,27.0,29.0,30.0,12.0,26.0,22.0,20.0,16.0,28.0,30.0,31.0,26.0,31.0,9.0,25.0,24.0
324, T,Seahawks,2010,6,280.0,4.9,297.0,372.0,609.0,3503.0,20.0,19.0,5.4,395.0,1566.0,7.0,4.0,80.0,26.3,25.8,1.35,390.0,5.6,23.0,305.0,374.0,3927.0,27.0,13.0,6.6,428.0,1776.0,17.0,4.1,80.0,33.7,29.1,1.91,25.0,21.0,17.0,1.0,15.0,20.0,23.0,24.0,26.0,26.0,27.0,27.0,26.0,23.0,25.0,25.0,24.0,24.0,18.0,30.0,24.0,22.0,24.0,15.0,15.0,24.0,13.0,14.0,19.0,22.0
325,DB,Browns,2010,7,245.0,4.3,237.0,219.0,443.0,2076.0,11.0,18.0,4.4,498.0,2087.0,10.0,4.2,102.0,23.3,21.9,1.14,375.0,5.8,19.0,336.0,313.0,3915.0,22.0,10.0,6.9,506.0,2314.0,15.0,4.6,120.0,36.0,33.5,1.88,29.0,32.0,30.0,30.0,32.0,31.0,20.0,32.0,6.0,8.0,20.0,15.0,29.0,32.0,29.0,21.0,31.0,31.0,32.0,29.0,14.0,29.0,26.0,28.0,28.0,19.0,29.0,8.0,31.0,21.0
326,LB,Raiders,2010,8,197.0,4.5,234.0,255.0,485.0,2557.0,10.0,18.0,4.8,410.0,1701.0,7.0,4.1,81.0,22.2,21.9,1.02,379.0,5.7,20.0,314.0,259.0,3303.0,16.0,8.0,7.0,548.0,2488.0,24.0,4.5,126.0,36.3,30.1,1.92,31.0,31.0,31.0,26.0,29.0,32.0,20.0,30.0,23.0,21.0,27.0,19.0,30.0,31.0,31.0,23.0,26.0,29.0,25.0,7.0,6.0,31.0,27.0,32.0,29.0,31.0,28.0,7.0,22.0,23.0
327,RB,Bills,2010,9,258.0,4.8,233.0,256.0,441.0,2515.0,17.0,19.0,5.2,424.0,1867.0,6.0,4.4,81.0,27.1,23.3,1.3,326.0,5.0,33.0,310.0,295.0,2948.0,14.0,28.0,5.4,535.0,2501.0,19.0,4.7,134.0,28.6,28.3,1.55,28.0,30.0,32.0,31.0,30.0,23.0,23.0,27.0,21.0,16.0,29.0,9.0,25.0,30.0,26.0,16.0,19.0,5.0,22.0,2.0,2.0,2.0,2.0,31.0,30.0,28.0,30.0,23.0,14.0,12.0
328,DE,Jaguars,2010,10,290.0,5.3,300.0,315.0,519.0,3356.0,15.0,10.0,6.0,447.0,2029.0,19.0,4.5,114.0,29.5,30.6,1.66,380.0,5.7,25.0,307.0,345.0,3774.0,28.0,15.0,7.2,458.0,1863.0,12.0,4.1,100.0,38.1,33.6,2.1,24.0,18.0,16.0,23.0,19.0,27.0,4.0,18.0,12.0,10.0,6.0,6.0,21.0,13.0,17.0,24.0,23.0,19.0,19.0,27.0,26.0,16.0,30.0,22.0,19.0,14.0,12.0,4.0,32.0,30.0
329, T,49ers,2010,11,330.0,5.0,238.0,312.0,528.0,3052.0,23.0,14.0,5.4,371.0,1600.0,12.0,4.3,77.0,27.6,23.8,1.54,281.0,5.0,33.0,278.0,352.0,3670.0,14.0,18.0,5.9,426.0,1552.0,12.0,3.6,77.0,26.7,25.2,1.31,18.0,27.0,29.0,21.0,22.0,15.0,12.0,25.0,30.0,25.0,19.0,12.0,24.0,27.0,24.0,4.0,15.0,5.0,6.0,21.0,2.0,11.0,12.0,14.0,6.0,14.0,3.0,26.0,3.0,3.0
330,RB,Chargers,2010,12,454.0,5.9,330.0,338.0,519.0,4338.0,29.0,10.0,8.0,427.0,1423.0,17.0,3.3,80.0,45.9,33.9,2.46,320.0,5.3,25.0,309.0,326.0,3348.0,23.0,14.0,5.9,422.0,1884.0,10.0,4.5,112.0,34.5,30.9,1.82,4.0,10.0,10.0,23.0,5.0,5.0,4.0,1.0,19.0,31.0,11.0,32.0,1.0,4.0,1.0,11.0,16.0,19.0,21.0,11.0,18.0,20.0,13.0,12.0,20.0,7.0,24.0,12.0,27.0,20.0
331,LB,Eagles,2010,13,429.0,5.9,290.0,335.0,553.0,4089.0,27.0,13.0,6.9,384.0,1637.0,14.0,4.3,87.0,38.0,29.8,1.99,337.0,5.0,38.0,295.0,354.0,3462.0,27.0,25.0,5.5,413.0,1675.0,11.0,4.1,81.0,29.9,26.0,1.67,5.0,11.0,19.0,10.0,10.0,10.0,7.0,11.0,28.0,22.0,15.0,14.0,6.0,15.0,9.0,19.0,12.0,3.0,14.0,17.0,24.0,4.0,5.0,10.0,9.0,11.0,11.0,20.0,7.0,17.0
332,DB,Seahawks,2010,14,280.0,4.9,297.0,372.0,609.0,3503.0,20.0,19.0,5.4,395.0,1566.0,7.0,4.0,80.0,26.3,25.8,1.35,390.0,5.6,23.0,305.0,374.0,3927.0,27.0,13.0,6.6,428.0,1776.0,17.0,4.1,80.0,33.7,29.1,1.91,25.0,21.0,17.0,1.0,15.0,20.0,23.0,24.0,26.0,26.0,27.0,27.0,26.0,23.0,25.0,25.0,24.0,24.0,18.0,30.0,24.0,22.0,24.0,15.0,15.0,24.0,13.0,14.0,19.0,22.0
333,DE,Giants,2010,15,402.0,5.8,323.0,338.0,542.0,4019.0,28.0,14.0,7.0,443.0,1837.0,14.0,4.1,103.0,37.7,32.0,2.05,427.0,5.5,24.0,308.0,314.0,3425.0,31.0,13.0,6.5,423.0,1773.0,21.0,4.2,103.0,38.5,28.5,2.3,8.0,8.0,12.0,17.0,11.0,7.0,12.0,9.0,13.0,17.0,15.0,20.0,8.0,10.0,7.0,30.0,13.0,22.0,20.0,15.0,30.0,22.0,21.0,13.0,14.0,30.0,14.0,3.0,17.0,31.0
334,DE,Titans,2010,16,354.0,5.7,288.0,271.0,476.0,3031.0,16.0,15.0,6.2,499.0,2592.0,19.0,5.2,115.0,33.2,29.9,1.74,402.0,5.6,27.0,323.0,404.0,4139.0,31.0,20.0,6.5,402.0,1711.0,16.0,4.3,89.0,36.3,30.8,2.08,16.0,12.0,21.0,28.0,23.0,24.0,15.0,14.0,5.0,2.0,6.0,1.0,15.0,14.0,16.0,28.0,28.0,16.0,28.0,31.0,30.0,8.0,23.0,8.0,10.0,21.0,16.0,6.0,26.0,29.0
335, G,49ers,2010,17,330.0,5.0,238.0,312.0,528.0,3052.0,23.0,14.0,5.4,371.0,1600.0,12.0,4.3,77.0,27.6,23.8,1.54,281.0,5.0,33.0,278.0,352.0,3670.0,14.0,18.0,5.9,426.0,1552.0,12.0,3.6,77.0,26.7,25.2,1.31,18.0,27.0,29.0,21.0,22.0,15.0,12.0,25.0,30.0,25.0,19.0,12.0,24.0,27.0,24.0,4.0,15.0,5.0,6.0,21.0,2.0,11.0,12.0,14.0,6.0,14.0,3.0,26.0,3.0,3.0
336, C,Steelers,2010,18,368.0,5.9,331.0,351.0,536.0,4148.0,28.0,14.0,7.1,428.0,1793.0,10.0,4.2,96.0,35.5,32.4,1.9,324.0,5.1,22.0,274.0,319.0,3447.0,22.0,12.0,5.8,372.0,1438.0,7.0,3.9,70.0,28.7,27.4,1.51,12.0,7.0,9.0,18.0,9.0,7.0,12.0,8.0,18.0,19.0,20.0,16.0,9.0,7.0,13.0,12.0,5.0,26.0,4.0,16.0,14.0,25.0,8.0,4.0,3.0,4.0,5.0,21.0,9.0,10.0
337,LB,Falcons,2010,19,363.0,5.2,330.0,332.0,570.0,3571.0,26.0,17.0,6.0,451.0,1876.0,15.0,4.2,105.0,35.3,32.1,2.02,325.0,5.6,28.0,303.0,335.0,3871.0,25.0,15.0,6.9,433.0,1711.0,10.0,4.0,89.0,32.2,32.6,1.78,13.0,16.0,10.0,7.0,14.0,13.0,17.0,17.0,11.0,15.0,14.0,18.0,10.0,9.0,8.0,14.0,21.0,12.0,17.0,28.0,20.0,16.0,25.0,16.0,10.0,7.0,8.0,16.0,29.0,19.0
338,DB,Texans,2010,20,388.0,5.9,340.0,399.0,593.0,4654.0,29.0,17.0,7.5,425.0,1475.0,13.0,3.5,93.0,33.7,32.8,1.91,333.0,5.3,27.0,300.0,344.0,3487.0,19.0,14.0,6.0,396.0,1711.0,17.0,4.3,91.0,30.8,28.5,1.71,10.0,4.0,4.0,4.0,1.0,5.0,17.0,3.0,20.0,30.0,18.0,31.0,13.0,6.0,11.0,17.0,13.0,16.0,16.0,18.0,10.0,20.0,18.0,5.0,10.0,24.0,17.0,19.0,16.0,18.0
339,TE,Bengals,2010,21,305.0,4.9,295.0,286.0,477.0,2890.0,21.0,13.0,5.7,505.0,2056.0,9.0,4.1,109.0,29.9,27.8,1.58,291.0,4.9,25.0,276.0,318.0,3249.0,18.0,19.0,5.6,399.0,1573.0,12.0,3.9,95.0,28.6,25.8,1.51,22.0,24.0,18.0,27.0,26.0,16.0,7.0,20.0,4.0,9.0,22.0,24.0,19.0,19.0,20.0,6.0,4.0,19.0,5.0,6.0,8.0,9.0,7.0,7.0,7.0,14.0,7.0,22.0,5.0,9.0
340,WR,Broncos,2010,22,326.0,5.3,306.0,341.0,558.0,3627.0,21.0,13.0,6.1,440.0,1836.0,9.0,4.2,95.0,31.7,28.9,1.59,324.0,5.0,30.0,290.0,298.0,2981.0,18.0,17.0,5.4,458.0,2059.0,11.0,4.5,99.0,31.4,27.0,1.57,20.0,15.0,15.0,9.0,13.0,16.0,7.0,15.0,14.0,18.0,22.0,17.0,17.0,18.0,19.0,12.0,7.0,9.0,12.0,3.0,8.0,13.0,3.0,22.0,26.0,11.0,27.0,18.0,8.0,13.0
341, T,Packers,2010,23,461.0,5.8,335.0,357.0,553.0,4180.0,30.0,8.0,6.9,438.0,1885.0,20.0,4.3,102.0,40.3,31.7,2.26,297.0,4.8,40.0,272.0,294.0,3218.0,29.0,30.0,5.6,371.0,1333.0,5.0,3.6,68.0,25.3,24.5,1.49,3.0,6.0,6.0,10.0,7.0,4.0,2.0,10.0,15.0,14.0,5.0,13.0,5.0,11.0,6.0,7.0,2.0,1.0,3.0,5.0,28.0,1.0,6.0,3.0,1.0,1.0,2.0,29.0,2.0,7.0
342,WR,Cowboys,2010,24,361.0,6.3,335.0,347.0,550.0,4287.0,26.0,9.0,7.3,436.0,2103.0,14.0,4.8,110.0,33.5,35.7,1.9,250.0,5.2,21.0,286.0,344.0,3606.0,19.0,11.0,5.9,365.0,1448.0,7.0,4.0,74.0,24.3,27.9,1.3,14.0,2.0,6.0,13.0,6.0,13.0,3.0,5.0,17.0,7.0,15.0,2.0,14.0,2.0,12.0,2.0,9.0,27.0,9.0,20.0,10.0,26.0,10.0,2.0,4.0,4.0,9.0,31.0,10.0,2.0
343,QB,Broncos,2010,25,326.0,5.3,306.0,341.0,558.0,3627.0,21.0,13.0,6.1,440.0,1836.0,9.0,4.2,95.0,31.7,28.9,1.59,324.0,5.0,30.0,290.0,298.0,2981.0,18.0,17.0,5.4,458.0,2059.0,11.0,4.5,99.0,31.4,27.0,1.57,20.0,15.0,15.0,9.0,13.0,16.0,7.0,15.0,14.0,18.0,22.0,17.0,17.0,18.0,19.0,12.0,7.0,9.0,12.0,3.0,8.0,13.0,3.0,22.0,26.0,11.0,27.0,18.0,8.0,13.0
344,DT,Cardinals,2010,26,375.0,5.6,317.0,392.0,594.0,4016.0,27.0,18.0,6.5,365.0,1494.0,16.0,4.1,77.0,30.7,27.6,1.78,325.0,5.3,29.0,289.0,346.0,3739.0,22.0,21.0,5.9,402.0,1804.0,13.0,4.5,81.0,27.6,28.3,1.54,11.0,14.0,14.0,3.0,12.0,10.0,20.0,12.0,32.0,28.0,12.0,23.0,18.0,20.0,15.0,14.0,20.0,10.0,10.0,23.0,14.0,7.0,11.0,8.0,17.0,17.0,25.0,25.0,13.0,11.0
345,DB,Patriots,2010,27,427.0,5.9,373.0,390.0,592.0,4436.0,28.0,13.0,7.3,466.0,1921.0,19.0,4.1,114.0,41.0,35.7,2.29,285.0,5.4,28.0,289.0,300.0,3355.0,25.0,18.0,6.2,398.0,1768.0,6.0,4.4,80.0,25.1,28.4,1.45,6.0,3.0,1.0,5.0,3.0,7.0,7.0,6.0,10.0,12.0,6.0,21.0,4.0,1.0,5.0,5.0,11.0,12.0,10.0,12.0,20.0,11.0,19.0,6.0,13.0,3.0,23.0,30.0,15.0,6.0
346,DT,Dolphins,2010,28,360.0,5.0,333.0,331.0,545.0,3170.0,15.0,19.0,5.5,509.0,2231.0,22.0,4.4,129.0,34.3,29.7,1.85,390.0,5.8,21.0,297.0,281.0,3754.0,23.0,15.0,7.0,435.0,1835.0,16.0,4.2,88.0,38.7,30.0,2.0,15.0,17.0,8.0,14.0,20.0,27.0,23.0,23.0,3.0,4.0,1.0,10.0,12.0,16.0,14.0,25.0,22.0,27.0,15.0,24.0,18.0,16.0,29.0,17.0,18.0,21.0,15.0,2.0,21.0,26.0
347,DB,Jets,2010,29,348.0,5.0,280.0,210.0,393.0,2380.0,12.0,21.0,5.6,607.0,2756.0,21.0,4.5,132.0,31.8,25.9,1.62,236.0,4.2,31.0,237.0,259.0,2459.0,8.0,17.0,4.6,420.0,1578.0,11.0,3.8,87.0,20.3,21.6,1.02,17.0,20.0,23.0,32.0,31.0,29.0,28.0,21.0,1.0,1.0,3.0,5.0,16.0,22.0,18.0,1.0,1.0,8.0,1.0,1.0,1.0,13.0,1.0,11.0,8.0,11.0,4.0,32.0,1.0,1.0
348,RB,Lions,2010,30,262.0,4.6,281.0,316.0,585.0,3168.0,16.0,32.0,5.0,409.0,1616.0,9.0,4.0,82.0,23.7,24.6,1.23,494.0,6.1,23.0,332.0,371.0,4249.0,35.0,9.0,7.4,458.0,2025.0,18.0,4.4,95.0,43.8,32.6,2.42,27.0,26.0,22.0,6.0,21.0,24.0,32.0,28.0,24.0,24.0,22.0,28.0,28.0,26.0,28.0,32.0,32.0,24.0,30.0,32.0,32.0,30.0,32.0,22.0,25.0,26.0,21.0,1.0,30.0,32.0
349,LB,Colts,2010,31,416.0,5.9,339.0,402.0,601.0,4515.0,34.0,19.0,7.4,366.0,1294.0,16.0,3.5,69.0,37.9,33.4,2.29,307.0,5.0,26.0,320.0,372.0,3403.0,19.0,16.0,5.5,467.0,2024.0,10.0,4.3,106.0,33.0,30.3,1.64,7.0,9.0,5.0,2.0,2.0,1.0,23.0,4.0,31.0,32.0,12.0,30.0,7.0,5.0,4.0,8.0,18.0,18.0,27.0,14.0,10.0,15.0,4.0,25.0,24.0,7.0,19.0,15.0,23.0,14.0
350,DB,Saints,2010,32,510.0,6.3,348.0,378.0,544.0,4355.0,34.0,12.0,7.7,468.0,2106.0,21.0,4.5,115.0,41.6,34.9,2.44,341.0,5.5,39.0,310.0,330.0,3769.0,15.0,26.0,6.2,435.0,1955.0,19.0,4.5,111.0,31.4,29.5,1.64,1.0,1.0,2.0,15.0,4.0,1.0,6.0,2.0,7.0,6.0,3.0,7.0,3.0,3.0,2.0,20.0,25.0,2.0,22.0,26.0,5.0,3.0,20.0,17.0,21.0,28.0,26.0,17.0,20.0,15.0
351,QB,Lions,2009,1,268.0,4.7,234.0,281.0,509.0,2960.0,18.0,19.0,5.3,352.0,1332.0,10.0,3.8,70.0,26.2,22.9,1.39,517.0,6.4,20.0,350.0,303.0,3716.0,25.0,4.0,7.9,536.0,2754.0,31.0,5.1,147.0,45.3,36.1,2.61,27.0,30.0,30.0,18.0,24.0,19.0,26.0,27.0,31.0,30.0,25.0,28.0,30.0,31.0,28.0,32.0,32.0,26.0,32.0,27.0,27.0,32.0,32.0,30.0,32.0,32.0,32.0,2.0,32.0,32.0
