ID,Position Drafted,Team,Draft Year,Pick Number,Team PF,Team Y/P,Team 1stD,Team Cmp,Team Att,Team Yds.1,Team TD,Team Int,Team NY/A,Team Att.1,Team Yds.2,Team TD.1,Team Y/A,Team 1stD.2,Team Sc%,Team Yds.4,Team Pts,Opp. PF,Opp. Y/P,Opp. TO,Opp. 1stD,Opp. Cmp,Opp. Yds.1,Opp. TD,Opp. Int,Opp. NY/A,Opp. Att.1,Opp. Yds.2,Opp. TD.1,Opp. Y/A,Opp. 1stD.2,Opp. Sc%,Opp. Yds.4,Opp. Pts,Off. Rank PF,Off. Rank Yds,Off. Rank 1stD,Off. Rank Att,Off. Rank Yds.1,Off. Rank TD,Off. Rank Int,Off. Rank NY/A,Off. Rank Att.1,Off. Rank Yds.2,Off. Rank TD.1,Off. Rank Y/A,Off. Rank Sc%,Off. Rank Yds.4,Off. Rank Pts,Def. Rank PF,Def. Rank Yds,Def. Rank TO,Def. Rank 1stD,Def. Rank Yds.1,Def. Rank TD,Def. Rank Int,Def. Rank NY/A,Def. Rank Att.1,Def. Rank Yds.2,Def. Rank TD.1,Def. Rank Y/A,Def. Rank Sc%,Def. Rank Yds.4,Def. Rank Pts
352, T,Rams,2009,2,232.0,4.7,249.0,292.0,520.0,2947.0,11.0,19.0,5.2,417.0,1649.0,8.0,4.0,95.0,26.3,24.2,1.19,465.0,6.1,26.0,320.0,278.0,3475.0,20.0,12.0,7.3,501.0,2475.0,26.0,4.9,146.0,41.6,31.9,2.24,30.0,27.0,28.0,15.0,26.0,30.0,26.0,28.0,22.0,25.0,30.0,25.0,29.0,27.0,31.0,31.0,28.0,13.0,26.0,19.0,14.0,21.0,31.0,28.0,29.0,30.0,29.0,4.0,25.0,29.0
353,DE,Chiefs,2009,3,291.0,5.2,273.0,310.0,541.0,3129.0,23.0,16.0,5.4,379.0,1810.0,9.0,4.8,94.0,27.0,27.6,1.53,440.0,6.0,29.0,344.0,348.0,3748.0,21.0,13.0,7.0,509.0,2543.0,25.0,5.0,133.0,43.6,34.6,2.33,26.0,24.0,24.0,9.0,20.0,8.0,21.0,26.0,29.0,16.0,28.0,4.0,28.0,21.0,25.0,29.0,31.0,9.0,31.0,28.0,18.0,17.0,28.0,29.0,30.0,29.0,31.0,3.0,30.0,30.0
354,LB,Seahawks,2009,4,294.0,4.7,265.0,262.0,474.0,2617.0,18.0,15.0,5.1,417.0,1768.0,10.0,4.2,104.0,29.5,25.0,1.52,392.0,5.7,20.0,324.0,366.0,4149.0,25.0,9.0,6.9,457.0,1899.0,13.0,4.2,98.0,40.1,32.3,2.02,25.0,28.0,26.0,26.0,29.0,19.0,16.0,30.0,22.0,19.0,25.0,14.0,25.0,26.0,26.0,25.0,30.0,26.0,27.0,32.0,27.0,29.0,26.0,23.0,18.0,13.0,16.0,5.0,26.0,25.0
355,QB,Jets,2009,5,405.0,5.4,308.0,347.0,529.0,3303.0,22.0,23.0,5.9,422.0,2004.0,20.0,4.7,94.0,37.3,29.8,2.07,356.0,5.2,30.0,315.0,368.0,3752.0,23.0,14.0,6.1,407.0,1518.0,10.0,3.7,86.0,33.3,29.5,1.77,9.0,16.0,11.0,13.0,16.0,11.0,32.0,21.0,19.0,9.0,5.0,5.0,11.0,12.0,10.0,18.0,16.0,5.0,24.0,29.0,23.0,15.0,16.0,9.0,7.0,6.0,7.0,18.0,18.0,16.0
356, T,Bengals,2009,6,204.0,4.0,245.0,303.0,513.0,2406.0,11.0,15.0,4.3,420.0,1520.0,6.0,3.6,80.0,21.0,21.0,0.99,364.0,5.1,24.0,296.0,315.0,3287.0,23.0,12.0,6.3,490.0,1921.0,15.0,3.9,106.0,32.6,28.2,1.8,32.0,32.0,29.0,16.0,30.0,30.0,16.0,32.0,21.0,29.0,31.0,30.0,32.0,32.0,32.0,19.0,12.0,17.0,15.0,15.0,23.0,21.0,19.0,27.0,21.0,20.0,10.0,19.0,12.0,18.0
357,WR,Raiders,2009,7,263.0,4.7,225.0,222.0,421.0,2369.0,13.0,11.0,5.2,459.0,1987.0,9.0,4.3,87.0,24.6,23.0,1.21,388.0,5.5,24.0,325.0,266.0,3220.0,20.0,16.0,6.4,542.0,2555.0,23.0,4.7,129.0,34.4,30.0,1.93,29.0,29.0,32.0,31.0,32.0,28.0,5.0,29.0,10.0,10.0,28.0,10.0,31.0,30.0,30.0,24.0,27.0,17.0,28.0,10.0,14.0,10.0,22.0,32.0,31.0,28.0,27.0,17.0,19.0,22.0
358, T,Jaguars,2009,8,302.0,5.1,312.0,335.0,537.0,3332.0,15.0,13.0,5.8,426.0,1774.0,17.0,4.2,107.0,29.7,29.7,1.63,367.0,5.7,17.0,289.0,297.0,3586.0,25.0,13.0,7.3,428.0,1709.0,14.0,4.0,98.0,38.8,31.1,2.08,24.0,20.0,10.0,11.0,15.0,24.0,12.0,23.0,18.0,18.0,10.0,17.0,24.0,13.0,23.0,21.0,17.0,31.0,11.0,24.0,27.0,17.0,30.0,14.0,13.0,15.0,13.0,7.0,22.0,26.0
359,DT,Packers,2009,9,419.0,5.6,299.0,343.0,541.0,3813.0,28.0,13.0,6.6,437.0,1805.0,11.0,4.1,99.0,36.9,31.2,1.98,380.0,5.3,28.0,295.0,287.0,3244.0,22.0,22.0,6.0,458.0,2105.0,20.0,4.6,121.0,34.9,27.9,1.92,5.0,8.0,15.0,9.0,8.0,5.0,12.0,10.0,14.0,17.0,24.0,18.0,12.0,11.0,12.0,22.0,20.0,12.0,14.0,12.0,21.0,3.0,12.0,24.0,26.0,27.0,26.0,16.0,11.0,21.0
360,WR,49ers,2009,10,339.0,5.2,287.0,309.0,509.0,3379.0,21.0,19.0,6.0,397.0,1599.0,10.0,4.0,83.0,33.0,26.7,1.68,381.0,5.1,18.0,293.0,331.0,3507.0,22.0,12.0,6.1,452.0,1709.0,14.0,3.8,104.0,38.6,28.3,1.94,22.0,23.0,21.0,18.0,13.0,13.0,26.0,18.0,27.0,27.0,25.0,21.0,20.0,22.0,21.0,23.0,13.0,28.0,12.0,20.0,21.0,21.0,15.0,21.0,13.0,15.0,8.0,9.0,13.0,23.0
361,DE,Bills,2009,11,336.0,5.1,287.0,309.0,479.0,3040.0,14.0,15.0,5.9,439.0,1842.0,16.0,4.2,107.0,34.1,27.7,1.7,342.0,5.4,22.0,293.0,301.0,3271.0,14.0,10.0,6.3,455.0,1946.0,18.0,4.3,113.0,36.9,29.1,1.82,23.0,25.0,21.0,24.0,22.0,26.0,16.0,22.0,13.0,14.0,11.0,16.0,16.0,20.0,20.0,14.0,14.0,20.0,12.0,13.0,4.0,27.0,20.0,22.0,22.0,24.0,21.0,12.0,16.0,19.0
362,RB,Broncos,2009,12,370.0,6.2,354.0,386.0,620.0,4471.0,25.0,18.0,7.1,387.0,1862.0,15.0,4.8,103.0,38.9,37.9,2.13,448.0,6.1,13.0,327.0,333.0,3656.0,20.0,6.0,7.0,469.0,2337.0,26.0,5.0,122.0,46.4,35.5,2.49,16.0,2.0,2.0,3.0,3.0,7.0,24.0,7.0,28.0,12.0,14.0,3.0,8.0,1.0,7.0,30.0,29.0,32.0,29.0,26.0,14.0,31.0,27.0,25.0,27.0,30.0,30.0,1.0,31.0,31.0
363,LB,Redskins,2009,13,265.0,5.0,295.0,318.0,510.0,3025.0,14.0,6.0,5.5,478.0,2095.0,12.0,4.4,109.0,29.2,28.7,1.46,296.0,5.0,18.0,259.0,290.0,3095.0,16.0,13.0,5.8,398.0,1526.0,12.0,3.8,86.0,29.5,26.2,1.52,28.0,19.0,17.0,17.0,23.0,26.0,1.0,24.0,8.0,8.0,22.0,8.0,26.0,17.0,27.0,6.0,4.0,28.0,5.0,7.0,6.0,17.0,8.0,6.0,8.0,11.0,9.0,26.0,9.0,6.0
364,DB,Saints,2009,14,463.0,6.3,354.0,413.0,636.0,4977.0,34.0,18.0,7.7,398.0,1594.0,20.0,4.0,103.0,42.7,36.7,2.49,393.0,5.4,22.0,299.0,299.0,3547.0,21.0,15.0,6.4,445.0,1885.0,14.0,4.2,100.0,39.7,31.2,1.99,1.0,1.0,2.0,1.0,1.0,1.0,24.0,2.0,26.0,28.0,5.0,23.0,4.0,2.0,1.0,26.0,23.0,20.0,18.0,23.0,18.0,11.0,23.0,19.0,17.0,15.0,19.0,6.0,23.0,24.0
365,LB,Texans,2009,15,366.0,6.0,340.0,367.0,555.0,4267.0,21.0,20.0,7.3,432.0,1846.0,16.0,4.3,106.0,38.2,35.3,2.0,394.0,5.8,22.0,300.0,294.0,3423.0,24.0,12.0,6.9,439.0,1962.0,18.0,4.5,114.0,38.3,30.7,2.11,17.0,3.0,4.0,7.0,4.0,13.0,29.0,5.0,16.0,13.0,11.0,13.0,9.0,4.0,11.0,27.0,22.0,20.0,19.0,17.0,26.0,21.0,25.0,17.0,23.0,24.0,24.0,10.0,20.0,27.0
366,LB,Chargers,2009,16,439.0,6.0,301.0,312.0,478.0,3858.0,34.0,11.0,7.7,421.0,1726.0,13.0,4.1,92.0,43.5,32.8,2.41,347.0,5.4,24.0,339.0,411.0,3958.0,25.0,15.0,6.3,408.0,1641.0,11.0,4.0,98.0,35.5,33.1,1.92,2.0,11.0,13.0,25.0,7.0,1.0,5.0,1.0,20.0,20.0,19.0,19.0,3.0,8.0,2.0,15.0,25.0,17.0,30.0,31.0,27.0,11.0,18.0,10.0,11.0,8.0,14.0,14.0,28.0,20.0
367,QB,Buccaneers,2009,17,361.0,5.2,298.0,355.0,562.0,3619.0,18.0,13.0,6.1,451.0,1837.0,13.0,4.1,100.0,33.3,28.8,1.66,323.0,5.2,30.0,259.0,276.0,2997.0,23.0,22.0,5.9,441.0,1901.0,8.0,4.3,87.0,30.7,25.4,1.57,19.0,14.0,16.0,6.0,11.0,19.0,12.0,15.0,11.0,15.0,19.0,20.0,18.0,16.0,22.0,10.0,9.0,5.0,5.0,4.0,23.0,3.0,11.0,18.0,19.0,4.0,22.0,23.0,6.0,7.0
368,DE,Broncos,2009,18,370.0,6.2,354.0,386.0,620.0,4471.0,25.0,18.0,7.1,387.0,1862.0,15.0,4.8,103.0,38.9,37.9,2.13,448.0,6.1,13.0,327.0,333.0,3656.0,20.0,6.0,7.0,469.0,2337.0,26.0,5.0,122.0,46.4,35.5,2.49,16.0,2.0,2.0,3.0,3.0,7.0,24.0,7.0,28.0,12.0,14.0,3.0,8.0,1.0,7.0,30.0,29.0,32.0,29.0,26.0,14.0,31.0,27.0,25.0,27.0,30.0,30.0,1.0,31.0,31.0
369,WR,Eagles,2009,19,416.0,5.3,318.0,362.0,606.0,3911.0,23.0,16.0,6.2,427.0,1697.0,15.0,4.0,94.0,35.5,28.0,1.83,289.0,4.4,29.0,248.0,284.0,2913.0,19.0,15.0,5.1,421.0,1476.0,7.0,3.5,79.0,25.3,22.1,1.28,6.0,9.0,8.0,4.0,6.0,8.0,21.0,12.0,17.0,22.0,14.0,24.0,13.0,18.0,15.0,4.0,3.0,9.0,3.0,3.0,10.0,11.0,2.0,13.0,4.0,2.0,4.0,29.0,3.0,4.0
370,TE,Lions,2009,20,268.0,4.7,234.0,281.0,509.0,2960.0,18.0,19.0,5.3,352.0,1332.0,10.0,3.8,70.0,26.2,22.9,1.39,517.0,6.4,20.0,350.0,303.0,3716.0,25.0,4.0,7.9,536.0,2754.0,31.0,5.1,147.0,45.3,36.1,2.61,27.0,30.0,30.0,18.0,24.0,19.0,26.0,27.0,31.0,30.0,25.0,28.0,30.0,31.0,28.0,32.0,32.0,26.0,32.0,27.0,27.0,32.0,32.0,30.0,32.0,32.0,32.0,2.0,32.0,32.0
371, C,Browns,2009,21,232.0,4.3,233.0,238.0,488.0,2380.0,11.0,20.0,4.6,409.0,1605.0,6.0,3.9,84.0,27.3,23.1,1.22,350.0,5.7,31.0,315.0,286.0,3273.0,19.0,23.0,7.1,541.0,2431.0,16.0,4.5,125.0,31.6,33.3,1.77,30.0,31.0,31.0,23.0,31.0,30.0,29.0,31.0,24.0,26.0,31.0,26.0,27.0,29.0,29.0,16.0,26.0,3.0,24.0,14.0,10.0,2.0,29.0,31.0,28.0,21.0,25.0,21.0,29.0,15.0
372,WR,Vikings,2009,22,379.0,5.2,292.0,267.0,452.0,2956.0,22.0,17.0,6.0,519.0,2332.0,15.0,4.5,119.0,34.7,27.7,1.82,333.0,4.9,25.0,255.0,324.0,3449.0,15.0,12.0,6.0,371.0,1230.0,10.0,3.3,72.0,27.7,24.5,1.4,12.0,17.0,18.0,28.0,25.0,11.0,23.0,19.0,3.0,5.0,14.0,6.0,14.0,19.0,16.0,13.0,6.0,15.0,4.0,18.0,5.0,21.0,13.0,2.0,1.0,6.0,2.0,28.0,5.0,5.0
373, T,Ravens,2009,23,385.0,4.9,300.0,261.0,433.0,2808.0,16.0,12.0,6.0,592.0,2376.0,20.0,4.0,132.0,33.0,26.6,1.73,244.0,4.5,34.0,228.0,276.0,2875.0,17.0,26.0,5.1,366.0,1302.0,4.0,3.6,58.0,21.5,21.5,1.08,11.0,18.0,14.0,30.0,28.0,22.0,9.0,17.0,1.0,4.0,5.0,22.0,19.0,23.0,18.0,3.0,2.0,1.0,1.0,2.0,7.0,1.0,3.0,1.0,3.0,1.0,5.0,32.0,2.0,1.0
374,DT,Falcons,2009,24,391.0,5.7,313.0,265.0,434.0,3336.0,16.0,11.0,7.4,560.0,2443.0,23.0,4.4,131.0,39.7,33.1,2.11,325.0,5.6,18.0,309.0,325.0,3526.0,20.0,10.0,6.0,415.0,2040.0,17.0,4.9,108.0,32.0,31.1,1.79,10.0,6.0,9.0,29.0,14.0,22.0,5.0,3.0,2.0,2.0,3.0,9.0,6.0,6.0,8.0,11.0,24.0,28.0,21.0,21.0,14.0,27.0,14.0,11.0,25.0,23.0,28.0,20.0,21.0,17.0
375,DB,Dolphins,2009,25,345.0,5.7,308.0,330.0,491.0,3632.0,20.0,7.0,7.0,448.0,1897.0,18.0,4.2,111.0,33.9,31.6,1.89,317.0,5.4,30.0,296.0,320.0,3644.0,18.0,18.0,6.2,388.0,1620.0,11.0,4.2,96.0,35.2,31.8,1.76,21.0,12.0,11.0,21.0,10.0,16.0,2.0,8.0,12.0,11.0,9.0,15.0,17.0,10.0,13.0,9.0,15.0,5.0,15.0,25.0,9.0,8.0,17.0,4.0,10.0,8.0,18.0,15.0,24.0,14.0
376,LB,Packers,2009,26,419.0,5.6,299.0,343.0,541.0,3813.0,28.0,13.0,6.6,437.0,1805.0,11.0,4.1,99.0,36.9,31.2,1.98,380.0,5.3,28.0,295.0,287.0,3244.0,22.0,22.0,6.0,458.0,2105.0,20.0,4.6,121.0,34.9,27.9,1.92,5.0,8.0,15.0,9.0,8.0,5.0,12.0,10.0,14.0,17.0,24.0,18.0,12.0,11.0,12.0,22.0,20.0,12.0,14.0,12.0,21.0,3.0,12.0,24.0,26.0,27.0,26.0,16.0,11.0,21.0
377,RB,Colts,2009,27,377.0,5.5,321.0,393.0,585.0,4094.0,27.0,12.0,6.8,370.0,1274.0,13.0,3.4,80.0,40.7,35.8,2.31,298.0,5.1,26.0,305.0,329.0,3009.0,6.0,15.0,5.9,472.0,1966.0,18.0,4.2,119.0,37.3,32.5,1.75,13.0,15.0,7.0,5.0,5.0,6.0,9.0,9.0,30.0,31.0,19.0,32.0,5.0,3.0,3.0,7.0,11.0,13.0,20.0,6.0,1.0,11.0,9.0,26.0,24.0,24.0,17.0,11.0,27.0,12.0
378, C,Bills,2009,28,336.0,5.1,287.0,309.0,479.0,3040.0,14.0,15.0,5.9,439.0,1842.0,16.0,4.2,107.0,34.1,27.7,1.7,342.0,5.4,22.0,293.0,301.0,3271.0,14.0,10.0,6.3,455.0,1946.0,18.0,4.3,113.0,36.9,29.1,1.82,23.0,25.0,21.0,24.0,22.0,26.0,16.0,22.0,13.0,14.0,11.0,16.0,16.0,20.0,20.0,14.0,14.0,20.0,12.0,13.0,4.0,27.0,20.0,22.0,22.0,24.0,21.0,12.0,16.0,19.0
379,WR,Giants,2009,29,427.0,5.6,338.0,298.0,491.0,3177.0,23.0,10.0,6.1,502.0,2518.0,19.0,5.0,130.0,43.8,32.0,2.26,294.0,5.0,22.0,268.0,296.0,3139.0,17.0,17.0,5.8,386.0,1533.0,14.0,4.0,78.0,28.9,26.8,1.58,3.0,7.0,5.0,21.0,18.0,8.0,4.0,14.0,7.0,1.0,8.0,1.0,2.0,9.0,5.0,5.0,5.0,20.0,7.0,8.0,7.0,9.0,7.0,3.0,9.0,15.0,12.0,27.0,10.0,8.0
380,WR,Titans,2009,30,375.0,5.2,268.0,265.0,453.0,2819.0,13.0,9.0,6.1,508.0,2199.0,24.0,4.3,108.0,34.6,26.1,1.81,234.0,4.6,31.0,276.0,342.0,3196.0,12.0,20.0,5.2,403.0,1502.0,12.0,3.7,81.0,23.2,24.2,1.21,14.0,21.0,25.0,27.0,27.0,28.0,3.0,16.0,5.0,7.0,2.0,11.0,15.0,25.0,17.0,2.0,7.0,3.0,9.0,9.0,2.0,6.0,4.0,8.0,6.0,11.0,6.0,30.0,4.0,3.0
381,RB,Cardinals,2009,31,427.0,5.9,328.0,418.0,630.0,4674.0,31.0,15.0,7.1,340.0,1178.0,14.0,3.5,72.0,39.3,32.9,2.19,426.0,5.3,30.0,312.0,323.0,3540.0,36.0,13.0,6.5,445.0,1764.0,13.0,4.0,117.0,38.7,29.2,2.24,3.0,4.0,6.0,2.0,2.0,3.0,16.0,6.0,32.0,32.0,18.0,31.0,7.0,7.0,6.0,28.0,19.0,5.0,22.0,22.0,32.0,17.0,24.0,19.0,16.0,13.0,11.0,8.0,17.0,28.0
382,DT,Steelers,2009,32,347.0,4.9,290.0,303.0,506.0,3301.0,19.0,15.0,5.9,460.0,1690.0,16.0,3.7,93.0,32.6,26.1,1.72,223.0,3.9,29.0,240.0,301.0,2511.0,12.0,20.0,4.3,390.0,1284.0,7.0,3.3,73.0,22.9,20.1,1.09,20.0,22.0,20.0,20.0,17.0,18.0,16.0,20.0,9.0,23.0,11.0,29.0,21.0,24.0,19.0,1.0,1.0,9.0,2.0,1.0,2.0,6.0,1.0,5.0,2.0,2.0,1.0,31.0,1.0,2.0
383, T,Dolphins,2008,1,267.0,4.7,283.0,318.0,558.0,3031.0,12.0,16.0,5.1,389.0,1569.0,14.0,4.0,107.0,26.9,26.0,1.4,437.0,5.6,22.0,318.0,242.0,3019.0,28.0,14.0,6.9,544.0,2456.0,18.0,4.5,129.0,42.5,31.5,2.33,26.0,28.0,22.0,12.0,24.0,29.0,15.0,31.0,27.0,23.0,10.0,16.0,25.0,23.0,22.0,30.0,23.0,28.0,27.0,4.0,28.0,23.0,31.0,32.0,32.0,30.0,30.0,1.0,31.0,32.0
384,DE,Rams,2008,2,263.0,4.6,281.0,333.0,574.0,3233.0,19.0,28.0,5.2,404.0,1527.0,5.0,3.8,65.0,24.9,24.6,1.24,438.0,5.5,27.0,316.0,318.0,3613.0,25.0,18.0,6.5,445.0,1844.0,16.0,4.1,105.0,39.8,28.5,2.07,28.0,24.0,23.0,9.0,19.0,17.0,32.0,27.0,24.0,25.0,32.0,25.0,29.0,28.0,29.0,31.0,21.0,19.0,26.0,21.0,22.0,10.0,27.0,16.0,20.0,27.0,19.0,2.0,20.0,29.0
385,QB,Falcons,2008,3,259.0,4.9,248.0,336.0,555.0,3293.0,18.0,15.0,5.5,385.0,1520.0,7.0,3.9,73.0,26.3,24.7,1.3,414.0,5.5,28.0,320.0,336.0,3655.0,27.0,16.0,6.5,481.0,2033.0,12.0,4.2,105.0,35.8,30.3,1.91,29.0,23.0,30.0,14.0,18.0,20.0,11.0,24.0,29.0,26.0,28.0,20.0,28.0,26.0,28.0,29.0,29.0,17.0,28.0,23.0,26.0,17.0,26.0,26.0,26.0,17.0,22.0,11.0,23.0,25.0
386,RB,Raiders,2008,4,283.0,4.7,267.0,260.0,451.0,2631.0,17.0,20.0,5.3,508.0,2086.0,11.0,4.1,111.0,26.7,24.6,1.39,398.0,5.7,26.0,292.0,261.0,3132.0,17.0,18.0,6.7,486.0,2334.0,24.0,4.8,121.0,34.6,28.5,1.9,23.0,25.0,26.0,29.0,31.0,24.0,23.0,25.0,4.0,6.0,18.0,13.0,26.0,27.0,23.0,26.0,22.0,21.0,14.0,8.0,4.0,10.0,29.0,28.0,31.0,32.0,32.0,14.0,21.0,22.0
387,DT,Chiefs,2008,5,226.0,4.4,255.0,335.0,563.0,3181.0,17.0,20.0,5.1,383.0,1248.0,6.0,3.3,66.0,21.6,22.8,1.12,335.0,5.2,22.0,278.0,276.0,3022.0,17.0,14.0,6.1,481.0,2089.0,11.0,4.3,104.0,32.1,26.4,1.54,31.0,31.0,28.0,11.0,20.0,24.0,23.0,28.0,30.0,32.0,30.0,31.0,31.0,31.0,31.0,14.0,13.0,28.0,5.0,5.0,4.0,23.0,14.0,26.0,28.0,12.0,25.0,17.0,10.0,13.0
388,DE,Jets,2008,6,268.0,4.7,286.0,310.0,512.0,3014.0,15.0,19.0,5.3,446.0,1701.0,6.0,3.8,92.0,29.2,27.5,1.37,355.0,5.2,21.0,315.0,289.0,3154.0,18.0,15.0,6.3,517.0,2156.0,14.0,4.2,128.0,36.1,31.4,1.84,25.0,26.0,21.0,23.0,25.0,26.0,21.0,26.0,13.0,19.0,30.0,23.0,21.0,18.0,24.0,19.0,18.0,31.0,25.0,9.0,6.0,20.0,20.0,31.0,29.0,23.0,20.0,8.0,30.0,19.0
389,DT,Saints,2008,7,379.0,5.5,346.0,440.0,652.0,4314.0,28.0,18.0,6.5,392.0,1466.0,14.0,3.7,94.0,31.7,32.1,1.88,388.0,5.8,23.0,288.0,327.0,3924.0,32.0,13.0,7.1,408.0,1646.0,7.0,4.0,80.0,36.3,30.4,1.97,12.0,4.0,3.0,1.0,3.0,9.0,20.0,11.0,26.0,28.0,10.0,29.0,20.0,5.0,10.0,25.0,26.0,26.0,10.0,30.0,31.0,28.0,32.0,10.0,13.0,3.0,16.0,7.0,24.0,27.0
390,DE,Jaguars,2008,8,411.0,5.6,328.0,288.0,469.0,3328.0,28.0,8.0,6.7,522.0,2391.0,18.0,4.6,127.0,39.6,33.8,2.28,304.0,5.2,30.0,286.0,319.0,3416.0,20.0,20.0,5.9,390.0,1605.0,12.0,4.1,92.0,29.2,29.4,1.63,6.0,7.0,4.0,27.0,17.0,9.0,1.0,7.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,10.0,12.0,11.0,9.0,15.0,11.0,4.0,11.0,6.0,11.0,17.0,17.0,23.0,22.0,15.0
391,LB,Bengals,2008,9,380.0,5.5,320.0,373.0,575.0,4012.0,26.0,20.0,6.8,416.0,1556.0,10.0,3.7,81.0,37.9,31.4,1.95,385.0,5.5,35.0,313.0,353.0,3687.0,29.0,19.0,6.6,449.0,1893.0,11.0,4.2,98.0,35.9,30.7,1.96,11.0,10.0,9.0,8.0,7.0,11.0,23.0,6.0,23.0,24.0,20.0,28.0,6.0,7.0,7.0,24.0,27.0,3.0,24.0,26.0,29.0,6.0,28.0,19.0,21.0,12.0,21.0,10.0,27.0,26.0
392,LB,Patriots,2008,10,589.0,6.2,393.0,403.0,586.0,4731.0,50.0,9.0,7.8,451.0,1849.0,17.0,4.1,124.0,52.7,39.3,3.19,274.0,4.9,31.0,278.0,314.0,3041.0,23.0,19.0,5.3,360.0,1572.0,7.0,4.4,91.0,24.0,26.3,1.41,1.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,9.0,13.0,5.0,14.0,1.0,1.0,1.0,4.0,4.0,9.0,5.0,6.0,18.0,6.0,5.0,1.0,10.0,3.0,26.0,31.0,8.0,5.0
393,DB,Bills,2008,11,252.0,4.8,248.0,263.0,445.0,2634.0,12.0,14.0,5.6,448.0,1800.0,8.0,4.0,91.0,24.9,24.8,1.2,354.0,5.5,30.0,322.0,354.0,3814.0,19.0,18.0,6.4,454.0,1993.0,15.0,4.4,104.0,36.0,33.6,1.9,30.0,30.0,30.0,30.0,30.0,29.0,6.0,21.0,12.0,15.0,25.0,18.0,30.0,25.0,30.0,18.0,31.0,11.0,29.0,29.0,8.0,10.0,24.0,20.0,25.0,25.0,28.0,9.0,32.0,23.0
394, T,Broncos,2008,12,320.0,5.7,305.0,326.0,515.0,3584.0,21.0,15.0,6.6,429.0,1957.0,10.0,4.6,96.0,32.8,31.1,1.68,409.0,5.4,30.0,306.0,279.0,3094.0,25.0,14.0,6.3,501.0,2282.0,14.0,4.6,119.0,37.5,30.4,2.01,21.0,11.0,15.0,21.0,13.0,16.0,11.0,10.0,18.0,9.0,20.0,5.0,14.0,8.0,17.0,28.0,19.0,11.0,22.0,7.0,22.0,23.0,19.0,29.0,30.0,23.0,31.0,4.0,25.0,28.0
395,RB,Panthers,2008,13,267.0,4.6,255.0,285.0,505.0,2735.0,19.0,17.0,5.1,451.0,1824.0,7.0,4.0,85.0,26.5,23.9,1.34,347.0,5.0,30.0,302.0,337.0,3426.0,22.0,14.0,6.1,472.0,1771.0,13.0,3.8,100.0,32.3,27.0,1.7,26.0,29.0,28.0,24.0,29.0,17.0,17.0,30.0,9.0,14.0,28.0,15.0,27.0,29.0,25.0,15.0,16.0,11.0,18.0,17.0,15.0,23.0,16.0,25.0,18.0,21.0,4.0,16.0,13.0,18.0
396, T,Bears,2008,14,334.0,4.5,266.0,327.0,569.0,3362.0,18.0,21.0,5.5,423.0,1330.0,8.0,3.1,74.0,27.8,22.8,1.34,348.0,5.5,33.0,305.0,343.0,3708.0,19.0,16.0,6.4,454.0,1967.0,17.0,4.3,100.0,28.5,26.4,1.53,18.0,27.0,27.0,10.0,15.0,20.0,28.0,23.0,19.0,30.0,25.0,32.0,23.0,30.0,26.0,16.0,28.0,8.0,20.0,27.0,8.0,17.0,22.0,20.0,24.0,29.0,24.0,25.0,9.0,12.0
397, G,Chiefs,2008,15,226.0,4.4,255.0,335.0,563.0,3181.0,17.0,20.0,5.1,383.0,1248.0,6.0,3.3,66.0,21.6,22.8,1.12,335.0,5.2,22.0,278.0,276.0,3022.0,17.0,14.0,6.1,481.0,2089.0,11.0,4.3,104.0,32.1,26.4,1.54,31.0,31.0,28.0,11.0,20.0,24.0,23.0,28.0,30.0,32.0,30.0,31.0,31.0,31.0,31.0,14.0,13.0,28.0,5.0,5.0,4.0,23.0,14.0,26.0,28.0,12.0,25.0,17.0,10.0,13.0
398,DB,Cardinals,2008,16,404.0,5.4,308.0,356.0,590.0,4065.0,32.0,24.0,6.6,402.0,1440.0,9.0,3.6,70.0,32.0,27.6,1.81,399.0,5.2,29.0,298.0,361.0,3716.0,26.0,18.0,6.1,407.0,1567.0,13.0,3.9,90.0,34.9,27.4,1.86,7.0,12.0,11.0,2.0,5.0,4.0,31.0,8.0,25.0,29.0,22.0,30.0,19.0,16.0,13.0,27.0,17.0,15.0,17.0,28.0,25.0,10.0,17.0,9.0,9.0,21.0,10.0,13.0,14.0,21.0
399, T,Lions,2008,17,346.0,5.4,303.0,368.0,587.0,3878.0,19.0,22.0,6.0,324.0,1288.0,13.0,4.0,73.0,32.3,27.3,1.65,444.0,5.6,35.0,363.0,422.0,4131.0,32.0,17.0,6.5,448.0,1911.0,19.0,4.3,116.0,35.2,31.0,2.11,16.0,19.0,16.0,4.0,9.0,17.0,30.0,17.0,32.0,31.0,13.0,19.0,15.0,20.0,19.0,32.0,32.0,3.0,32.0,31.0,31.0,14.0,25.0,18.0,23.0,31.0,23.0,12.0,28.0,31.0
