ID,Pick Number,Team PF,Team TO,Team Att,Team Yds.1,Team TD,Team Int,Team Att.1,Team Yds.2,Team TD.1,Team Y/A,Team 1stD.2,Opp. PF,Opp. TO,Opp. Att,Opp. Yds.1,Opp. TD,Opp. Int,Opp. Att.1,Opp. Yds.2,Opp. TD.1,Opp. Y/A,Opp. 1stD.2,Off. Rank PF,Off. Rank Yds.1,Off. Rank TO,Off. Rank Att,Def. Rank PF,Def. Rank Yds.1,Def. Rank TO,Def. Rank Att
548,7,270.0,28.0,588.0,2924.0,17.0,24.0,376.0,1338.0,5.0,3.6,69.0,379.0,28.0,522.0,3578.0,26.0,15.0,447.0,1782.0,14.0,4.0,105.0,26.0,24.0,13.0,4.0,25.0,28.0,14.0,20.0
549,8,299.0,31.0,460.0,2408.0,14.0,21.0,435.0,1949.0,17.0,4.5,99.0,422.0,31.0,508.0,3800.0,28.0,15.0,499.0,2308.0,21.0,4.6,122.0,20.0,31.0,20.0,28.0,30.0,32.0,11.0,13.0
550,9,276.0,31.0,515.0,3285.0,17.0,17.0,481.0,2073.0,13.0,4.3,118.0,331.0,27.0,510.0,3251.0,23.0,15.0,442.0,1406.0,12.0,3.2,84.0,25.0,15.0,20.0,17.0,18.0,18.0,16.0,16.0
551,10,255.0,27.0,439.0,2655.0,14.0,18.0,421.0,1651.0,14.0,3.9,86.0,380.0,22.0,502.0,3712.0,22.0,14.0,533.0,2370.0,15.0,4.4,130.0,28.0,29.0,12.0,31.0,27.0,31.0,25.0,11.0
552,11,300.0,28.0,532.0,3304.0,19.0,17.0,446.0,1488.0,10.0,3.3,77.0,327.0,25.0,484.0,3042.0,20.0,14.0,449.0,1741.0,14.0,3.9,89.0,19.0,14.0,13.0,10.0,15.0,11.0,20.0,6.0
553,12,283.0,20.0,496.0,3316.0,20.0,14.0,409.0,1635.0,8.0,4.0,78.0,299.0,20.0,455.0,3025.0,14.0,11.0,542.0,2294.0,17.0,4.2,134.0,23.0,13.0,2.0,24.0,8.0,10.0,28.0,2.0
554,13,243.0,34.0,502.0,2684.0,11.0,17.0,427.0,1664.0,13.0,3.9,96.0,279.0,18.0,508.0,2707.0,18.0,10.0,464.0,1606.0,11.0,3.5,92.0,30.0,28.0,27.0,22.0,5.0,2.0,32.0,13.0
555,14,283.0,29.0,515.0,2617.0,12.0,20.0,443.0,1763.0,13.0,4.0,104.0,346.0,20.0,525.0,3082.0,20.0,15.0,449.0,1865.0,13.0,4.2,104.0,23.0,30.0,17.0,17.0,22.0,13.0,28.0,23.0
556,15,301.0,31.0,592.0,3805.0,27.0,22.0,421.0,1648.0,5.0,3.9,86.0,264.0,33.0,475.0,2710.0,16.0,20.0,451.0,1756.0,6.0,3.9,89.0,18.0,6.0,20.0,3.0,4.0,3.0,9.0,4.0
557,16,374.0,22.0,484.0,3020.0,17.0,11.0,417.0,2015.0,23.0,4.8,105.0,287.0,26.0,559.0,3236.0,17.0,13.0,461.0,2071.0,13.0,4.5,116.0,11.0,20.0,5.0,25.0,7.0,16.0,18.0,28.0
558,17,381.0,24.0,479.0,2969.0,19.0,18.0,543.0,2629.0,20.0,4.8,133.0,301.0,20.0,495.0,2828.0,17.0,9.0,379.0,1605.0,11.0,4.2,77.0,10.0,22.0,7.0,26.0,9.0,6.0,28.0,9.0
559,18,340.0,28.0,535.0,3438.0,25.0,8.0,448.0,2000.0,11.0,4.5,100.0,326.0,27.0,485.0,2993.0,20.0,14.0,480.0,2241.0,12.0,4.7,109.0,14.0,8.0,13.0,8.0,14.0,8.0,16.0,7.0
560,19,311.0,34.0,450.0,2792.0,17.0,19.0,487.0,1817.0,14.0,3.7,99.0,261.0,36.0,529.0,3335.0,12.0,22.0,441.0,1452.0,11.0,3.3,82.0,17.0,26.0,27.0,30.0,3.0,19.0,6.0,24.0
561,20,416.0,24.0,520.0,3951.0,32.0,13.0,493.0,2343.0,15.0,4.8,124.0,353.0,35.0,531.0,3477.0,17.0,28.0,387.0,1879.0,22.0,4.9,94.0,6.0,4.0,7.0,15.0,23.0,26.0,7.0,25.0
562,21,348.0,24.0,537.0,3432.0,23.0,13.0,473.0,1607.0,9.0,3.4,91.0,238.0,41.0,618.0,3232.0,11.0,29.0,401.0,1434.0,10.0,3.6,91.0,12.0,9.0,7.0,6.0,1.0,15.0,2.0,32.0
563,22,243.0,34.0,502.0,2684.0,11.0,17.0,427.0,1664.0,13.0,3.9,96.0,279.0,18.0,508.0,2707.0,18.0,10.0,464.0,1606.0,11.0,3.5,92.0,30.0,28.0,27.0,22.0,5.0,2.0,32.0,13.0
564,23,404.0,29.0,521.0,3618.0,27.0,16.0,453.0,2009.0,17.0,4.4,121.0,327.0,28.0,573.0,3480.0,24.0,16.0,456.0,1759.0,9.0,3.9,93.0,7.0,7.0,17.0,13.0,15.0,27.0,14.0,30.0
565,24,447.0,39.0,600.0,3961.0,23.0,23.0,411.0,1496.0,19.0,3.6,97.0,328.0,46.0,510.0,3072.0,23.0,24.0,412.0,1980.0,9.0,4.8,92.0,2.0,3.0,32.0,2.0,17.0,12.0,1.0,16.0
566,25,442.0,32.0,473.0,3240.0,32.0,21.0,507.0,2558.0,18.0,5.0,127.0,307.0,32.0,589.0,3400.0,18.0,21.0,413.0,1701.0,10.0,4.1,91.0,4.0,16.0,25.0,27.0,11.0,23.0,10.0,31.0
567,26,346.0,22.0,520.0,3342.0,26.0,15.0,481.0,1987.0,12.0,4.1,101.0,384.0,24.0,508.0,3402.0,23.0,14.0,461.0,2218.0,18.0,4.8,119.0,13.0,12.0,5.0,15.0,28.0,24.0,23.0,13.0
568,27,255.0,27.0,439.0,2655.0,14.0,18.0,421.0,1651.0,14.0,3.9,86.0,380.0,22.0,502.0,3712.0,22.0,14.0,533.0,2370.0,15.0,4.4,130.0,28.0,29.0,12.0,31.0,27.0,31.0,25.0,11.0
569,28,325.0,31.0,460.0,3050.0,19.0,16.0,522.0,2091.0,9.0,4.0,114.0,304.0,26.0,522.0,3003.0,19.0,16.0,434.0,1722.0,10.0,4.0,83.0,15.0,18.0,20.0,28.0,10.0,9.0,18.0,20.0
570,29,299.0,31.0,460.0,2408.0,14.0,21.0,435.0,1949.0,17.0,4.5,99.0,422.0,31.0,508.0,3800.0,28.0,15.0,499.0,2308.0,21.0,4.6,122.0,20.0,31.0,20.0,28.0,30.0,32.0,11.0,13.0
571,30,270.0,28.0,588.0,2924.0,17.0,24.0,376.0,1338.0,5.0,3.6,69.0,379.0,28.0,522.0,3578.0,26.0,15.0,447.0,1782.0,14.0,4.0,105.0,26.0,24.0,13.0,4.0,25.0,28.0,14.0,20.0
572,31,384.0,25.0,511.0,3408.0,25.0,15.0,499.0,2279.0,16.0,4.6,118.0,337.0,37.0,514.0,3238.0,25.0,23.0,420.0,1690.0,13.0,4.0,99.0,9.0,10.0,10.0,19.0,21.0,17.0,4.0,18.0
573,32,348.0,24.0,537.0,3432.0,23.0,13.0,473.0,1607.0,9.0,3.4,91.0,238.0,41.0,618.0,3232.0,11.0,29.0,401.0,1434.0,10.0,3.6,91.0,12.0,9.0,7.0,6.0,1.0,15.0,2.0,32.0
574,1,279.0,35.0,591.0,3476.0,17.0,22.0,426.0,1730.0,13.0,4.1,105.0,456.0,20.0,454.0,3262.0,30.0,9.0,498.0,2003.0,16.0,4.0,104.0,28.0,13.0,25.0,5.0,32.0,13.0,31.0,1.0
575,2,306.0,31.0,577.0,2994.0,19.0,25.0,358.0,1477.0,9.0,4.1,69.0,451.0,24.0,591.0,4150.0,27.0,10.0,495.0,1967.0,19.0,4.0,111.0,26.0,25.0,19.0,9.0,31.0,30.0,26.0,29.0
576,3,213.0,29.0,447.0,2225.0,11.0,15.0,424.0,1347.0,6.0,3.2,59.0,356.0,21.0,512.0,3141.0,23.0,10.0,509.0,2089.0,14.0,4.1,116.0,32.0,32.0,16.0,32.0,20.0,10.0,30.0,6.0
577,4,359.0,19.0,485.0,3418.0,25.0,10.0,400.0,1618.0,12.0,4.0,86.0,336.0,23.0,551.0,3490.0,17.0,15.0,427.0,1973.0,17.0,4.6,116.0,15.0,17.0,4.0,24.0,14.0,21.0,27.0,19.0
578,5,217.0,34.0,471.0,2621.0,14.0,16.0,423.0,1754.0,7.0,4.1,87.0,329.0,30.0,574.0,3449.0,22.0,19.0,481.0,1818.0,10.0,3.8,90.0,31.0,31.0,24.0,28.0,13.0,19.0,11.0,28.0
579,6,432.0,30.0,538.0,3441.0,27.0,15.0,426.0,1764.0,16.0,4.1,91.0,388.0,38.0,593.0,3805.0,25.0,20.0,439.0,1991.0,18.0,4.5,108.0,3.0,16.0,17.0,21.0,26.0,27.0,3.0,30.0
580,7,328.0,15.0,462.0,2762.0,18.0,9.0,455.0,2089.0,19.0,4.6,105.0,315.0,27.0,519.0,3264.0,19.0,14.0,487.0,2071.0,14.0,4.3,112.0,21.0,28.0,1.0,30.0,9.0,14.0,18.0,9.0
581,8,258.0,40.0,464.0,2694.0,15.0,22.0,452.0,1586.0,11.0,3.5,82.0,302.0,33.0,522.0,2993.0,18.0,17.0,448.0,1653.0,12.0,3.7,95.0,30.0,30.0,29.0,29.0,5.0,4.0,7.0,11.0
582,9,390.0,41.0,558.0,3685.0,19.0,23.0,473.0,2507.0,26.0,5.3,139.0,442.0,23.0,542.0,4103.0,33.0,16.0,394.0,1666.0,15.0,4.2,83.0,8.0,9.0,31.0,13.0,30.0,29.0,27.0,17.0
583,10,316.0,32.0,479.0,2847.0,20.0,14.0,427.0,1792.0,9.0,4.2,90.0,354.0,31.0,573.0,3591.0,16.0,25.0,471.0,1762.0,17.0,3.7,95.0,23.0,27.0,22.0,25.0,19.0,26.0,8.0,26.0
584,11,355.0,28.0,587.0,4078.0,19.0,16.0,430.0,1740.0,17.0,4.0,104.0,369.0,30.0,555.0,3411.0,21.0,19.0,500.0,2441.0,18.0,4.9,140.0,16.0,3.0,14.0,7.0,23.0,18.0,11.0,21.0
585,12,316.0,45.0,635.0,4154.0,24.0,27.0,343.0,1405.0,11.0,4.1,76.0,369.0,26.0,461.0,3209.0,15.0,12.0,445.0,1816.0,15.0,4.1,105.0,23.0,2.0,32.0,1.0,23.0,12.0,22.0,2.0
586,13,381.0,24.0,605.0,3577.0,28.0,14.0,395.0,1508.0,9.0,3.8,99.0,346.0,29.0,531.0,3179.0,23.0,18.0,467.0,2198.0,17.0,4.7,129.0,10.0,12.0,7.0,4.0,17.0,11.0,14.0,12.0
587,14,281.0,35.0,543.0,3051.0,22.0,18.0,382.0,1344.0,8.0,3.5,79.0,379.0,28.0,547.0,3530.0,24.0,9.0,504.0,2076.0,13.0,4.1,110.0,27.0,24.0,25.0,20.0,25.0,24.0,17.0,18.0
588,15,415.0,24.0,548.0,3384.0,27.0,11.0,489.0,2220.0,15.0,4.5,124.0,241.0,38.0,563.0,3094.0,18.0,15.0,390.0,1660.0,5.0,4.3,83.0,4.0,19.0,7.0,18.0,2.0,7.0,3.0,23.0
589,16,390.0,36.0,551.0,3832.0,26.0,22.0,512.0,2120.0,15.0,4.1,119.0,345.0,36.0,573.0,3460.0,19.0,19.0,359.0,1375.0,16.0,3.8,77.0,8.0,7.0,28.0,16.0,16.0,20.0,6.0,26.0
590,17,262.0,35.0,548.0,2740.0,18.0,22.0,414.0,1823.0,10.0,4.4,94.0,417.0,25.0,535.0,3874.0,29.0,17.0,490.0,2146.0,17.0,4.4,117.0,29.0,29.0,25.0,18.0,29.0,28.0,24.0,15.0
591,18,262.0,35.0,548.0,2740.0,18.0,22.0,414.0,1823.0,10.0,4.4,94.0,417.0,25.0,535.0,3874.0,29.0,17.0,490.0,2146.0,17.0,4.4,117.0,29.0,29.0,25.0,18.0,29.0,28.0,24.0,15.0
592,19,316.0,32.0,479.0,2847.0,20.0,14.0,427.0,1792.0,9.0,4.2,90.0,354.0,31.0,573.0,3591.0,16.0,25.0,471.0,1762.0,17.0,3.7,95.0,23.0,27.0,22.0,25.0,19.0,26.0,8.0,26.0
593,20,392.0,27.0,554.0,3824.0,21.0,20.0,457.0,2266.0,21.0,5.0,125.0,344.0,22.0,566.0,3337.0,15.0,9.0,379.0,1489.0,21.0,3.9,100.0,7.0,8.0,11.0,14.0,15.0,17.0,29.0,24.0
594,21,344.0,31.0,552.0,3412.0,27.0,22.0,406.0,1615.0,10.0,4.0,77.0,320.0,29.0,513.0,3269.0,20.0,17.0,483.0,2079.0,12.0,4.3,107.0,19.0,18.0,19.0,15.0,10.0,15.0,14.0,7.0
595,22,281.0,35.0,543.0,3051.0,22.0,18.0,382.0,1344.0,8.0,3.5,79.0,379.0,28.0,547.0,3530.0,24.0,9.0,504.0,2076.0,13.0,4.1,110.0,27.0,24.0,25.0,20.0,25.0,24.0,17.0,18.0
596,23,379.0,31.0,612.0,3995.0,24.0,15.0,388.0,1596.0,17.0,4.1,90.0,397.0,19.0,495.0,3067.0,24.0,10.0,473.0,2122.0,20.0,4.5,107.0,11.0,5.0,19.0,3.0,27.0,6.0,32.0,4.0
597,24,349.0,32.0,591.0,4055.0,27.0,19.0,434.0,1561.0,12.0,3.6,93.0,313.0,27.0,468.0,2917.0,19.0,10.0,459.0,1992.0,16.0,4.3,114.0,17.0,4.0,22.0,5.0,7.0,2.0,18.0,3.0
598,25,320.0,27.0,549.0,3951.0,19.0,14.0,486.0,1875.0,14.0,3.9,95.0,279.0,25.0,541.0,3119.0,17.0,11.0,407.0,1830.0,12.0,4.5,87.0,22.0,6.0,11.0,17.0,3.0,9.0,24.0,16.0
599,26,367.0,17.0,571.0,3457.0,23.0,10.0,489.0,2244.0,16.0,4.6,141.0,351.0,27.0,552.0,3506.0,23.0,19.0,394.0,1652.0,14.0,4.2,96.0,13.0,14.0,3.0,10.0,18.0,22.0,18.0,20.0
600,27,467.0,15.0,477.0,3622.0,27.0,13.0,462.0,2378.0,26.0,5.1,140.0,399.0,31.0,616.0,4181.0,27.0,18.0,431.0,2067.0,19.0,4.8,120.0,1.0,11.0,1.0,27.0,28.0,31.0,8.0,32.0
601,28,367.0,25.0,500.0,3320.0,22.0,15.0,511.0,1952.0,16.0,3.8,112.0,324.0,29.0,562.0,3540.0,27.0,18.0,372.0,1424.0,7.0,3.8,75.0,13.0,20.0,10.0,23.0,11.0,25.0,14.0,22.0
602,29,398.0,28.0,580.0,3627.0,29.0,16.0,451.0,1933.0,12.0,4.3,94.0,328.0,45.0,531.0,2987.0,24.0,24.0,413.0,1998.0,14.0,4.8,122.0,6.0,10.0,14.0,8.0,12.0,3.0,1.0,12.0
603,30,333.0,24.0,538.0,3188.0,17.0,16.0,466.0,2137.0,19.0,4.6,117.0,367.0,27.0,607.0,4295.0,26.0,17.0,410.0,1739.0,15.0,4.2,91.0,20.0,22.0,7.0,21.0,22.0,32.0,18.0,31.0
604,31,450.0,19.0,619.0,4475.0,26.0,10.0,414.0,1762.0,21.0,4.3,113.0,304.0,31.0,570.0,3526.0,21.0,21.0,384.0,1453.0,14.0,3.8,96.0,2.0,1.0,4.0,2.0,6.0,23.0,8.0,25.0
605,32,450.0,19.0,619.0,4475.0,26.0,10.0,414.0,1762.0,21.0,4.3,113.0,304.0,31.0,570.0,3526.0,21.0,21.0,384.0,1453.0,14.0,3.8,96.0,2.0,1.0,4.0,2.0,6.0,23.0,8.0,25.0
606,2,253.0,35.0,579.0,2882.0,12.0,22.0,354.0,1372.0,9.0,3.9,68.0,410.0,36.0,510.0,3642.0,25.0,24.0,521.0,2301.0,13.0,4.4,106.0,29.0,26.0,23.0,4.0,28.0,28.0,7.0,10.0
607,3,270.0,38.0,609.0,3596.0,18.0,24.0,351.0,1398.0,8.0,4.0,74.0,424.0,22.0,514.0,3528.0,30.0,16.0,470.0,1993.0,15.0,4.2,99.0,26.0,6.0,27.0,1.0,30.0,25.0,29.0,12.0
608,4,265.0,33.0,557.0,3451.0,18.0,20.0,406.0,1686.0,9.0,4.2,75.0,420.0,19.0,453.0,3159.0,23.0,11.0,482.0,2133.0,20.0,4.4,122.0,27.0,12.0,19.0,7.0,29.0,13.0,30.0,2.0
609,5,332.0,29.0,548.0,3505.0,16.0,18.0,435.0,1695.0,13.0,3.9,92.0,321.0,31.0,535.0,3400.0,24.0,19.0,449.0,1504.0,10.0,3.3,99.0,14.0,11.0,17.0,13.0,16.0,20.0,13.0,20.0
610,6,320.0,33.0,528.0,3665.0,17.0,24.0,448.0,2008.0,16.0,4.5,119.0,344.0,26.0,491.0,3164.0,19.0,13.0,481.0,2140.0,15.0,4.4,111.0,16.0,5.0,19.0,15.0,23.0,14.0,22.0,7.0
611,7,290.0,39.0,555.0,3576.0,23.0,23.0,376.0,1609.0,10.0,4.3,88.0,390.0,18.0,478.0,3367.0,16.0,8.0,477.0,2299.0,21.0,4.8,127.0,24.0,7.0,30.0,10.0,26.0,18.0,31.0,5.0
612,8,246.0,34.0,413.0,2218.0,14.0,20.0,505.0,2184.0,8.0,4.3,114.0,338.0,25.0,489.0,2889.0,20.0,9.0,472.0,1710.0,12.0,3.6,90.0,30.0,31.0,22.0,31.0,20.0,3.0,23.0,6.0
613,9,294.0,27.0,534.0,3240.0,20.0,14.0,372.0,1600.0,11.0,4.3,85.0,286.0,24.0,544.0,3459.0,13.0,12.0,469.0,1611.0,15.0,3.4,89.0,21.0,18.0,9.0,14.0,10.0,22.0,25.0,22.0
614,10,226.0,37.0,602.0,3088.0,12.0,26.0,441.0,1712.0,11.0,3.9,96.0,309.0,28.0,512.0,3157.0,23.0,13.0,453.0,1675.0,10.0,3.7,86.0,31.0,23.0,26.0,2.0,14.0,12.0,16.0,11.0
615,11,413.0,38.0,557.0,3989.0,27.0,23.0,438.0,1966.0,16.0,4.5,110.0,486.0,25.0,509.0,3600.0,30.0,15.0,455.0,2115.0,20.0,4.6,108.0,2.0,2.0,27.0,7.0,31.0,27.0,23.0,9.0
616,12,295.0,27.0,526.0,3449.0,18.0,14.0,400.0,1449.0,10.0,3.6,77.0,343.0,24.0,556.0,3598.0,26.0,17.0,496.0,2087.0,10.0,4.2,124.0,20.0,13.0,9.0,17.0,22.0,26.0,25.0,26.0
617,13,333.0,35.0,562.0,3514.0,27.0,22.0,419.0,1712.0,8.0,4.1,87.0,409.0,30.0,452.0,3355.0,30.0,15.0,443.0,1715.0,15.0,3.9,88.0,13.0,10.0,23.0,6.0,27.0,17.0,14.0,1.0
618,14,294.0,29.0,568.0,3558.0,19.0,16.0,424.0,1777.0,11.0,4.2,93.0,321.0,28.0,521.0,3430.0,25.0,15.0,428.0,1545.0,7.0,3.6,83.0,21.0,8.0,17.0,5.0,16.0,21.0,16.0,17.0
619,15,336.0,28.0,515.0,3558.0,23.0,17.0,468.0,1794.0,12.0,3.8,87.0,388.0,24.0,559.0,4084.0,27.0,13.0,405.0,1431.0,17.0,3.5,79.0,12.0,8.0,13.0,19.0,25.0,31.0,25.0,27.0
620,16,285.0,33.0,466.0,2801.0,18.0,21.0,417.0,1351.0,8.0,3.2,78.0,319.0,42.0,552.0,3089.0,18.0,33.0,494.0,2208.0,11.0,4.5,112.0,25.0,28.0,19.0,25.0,15.0,10.0,1.0,24.0
621,17,399.0,25.0,553.0,3707.0,27.0,9.0,450.0,1654.0,14.0,3.7,102.0,327.0,24.0,528.0,3083.0,16.0,17.0,433.0,1988.0,17.0,4.6,104.0,4.0,4.0,8.0,11.0,19.0,9.0,25.0,19.0
622,18,291.0,28.0,485.0,3308.0,19.0,17.0,439.0,1762.0,9.0,4.0,85.0,377.0,30.0,515.0,3902.0,29.0,18.0,405.0,1943.0,13.0,4.8,95.0,23.0,17.0,13.0,23.0,24.0,30.0,14.0,13.0
623,19,340.0,27.0,511.0,2940.0,26.0,19.0,481.0,1877.0,7.0,3.9,106.0,339.0,37.0,515.0,3282.0,23.0,22.0,406.0,1492.0,9.0,3.7,86.0,10.0,25.0,9.0,20.0,21.0,16.0,5.0,13.0
624,20,390.0,27.0,510.0,3770.0,32.0,15.0,410.0,1693.0,11.0,4.1,72.0,266.0,39.0,583.0,3168.0,14.0,20.0,406.0,1769.0,10.0,4.4,83.0,5.0,3.0,9.0,21.0,5.0,15.0,2.0,30.0
625,21,371.0,28.0,482.0,3089.0,21.0,15.0,473.0,1793.0,15.0,3.8,101.0,272.0,35.0,546.0,3497.0,15.0,22.0,429.0,1855.0,7.0,4.3,99.0,6.0,22.0,13.0,24.0,6.0,24.0,8.0,23.0
626,22,308.0,21.0,464.0,2741.0,17.0,14.0,445.0,2054.0,11.0,4.6,105.0,295.0,39.0,516.0,2999.0,14.0,20.0,481.0,2154.0,15.0,4.5,116.0,17.0,29.0,2.0,26.0,12.0,7.0,2.0,15.0
627,23,399.0,25.0,553.0,3707.0,27.0,9.0,450.0,1654.0,14.0,3.7,102.0,327.0,24.0,528.0,3083.0,16.0,17.0,433.0,1988.0,17.0,4.6,104.0,4.0,4.0,8.0,11.0,19.0,9.0,25.0,19.0
628,24,303.0,36.0,557.0,3314.0,18.0,20.0,483.0,1810.0,11.0,3.7,92.0,265.0,28.0,555.0,3035.0,16.0,16.0,410.0,1411.0,10.0,3.4,81.0,18.0,16.0,25.0,7.0,4.0,8.0,16.0,25.0
629,25,333.0,35.0,562.0,3514.0,27.0,22.0,419.0,1712.0,8.0,4.1,87.0,409.0,30.0,452.0,3355.0,30.0,15.0,443.0,1715.0,15.0,3.9,88.0,13.0,10.0,23.0,6.0,27.0,17.0,14.0,1.0
630,26,343.0,24.0,522.0,3145.0,27.0,14.0,412.0,1778.0,6.0,4.3,90.0,208.0,33.0,517.0,2864.0,13.0,14.0,455.0,1837.0,6.0,4.0,88.0,9.0,20.0,6.0,18.0,2.0,2.0,12.0,16.0
631,27,409.0,19.0,506.0,3445.0,32.0,12.0,509.0,2244.0,16.0,4.4,121.0,282.0,34.0,567.0,3383.0,18.0,24.0,389.0,1571.0,9.0,4.0,89.0,3.0,14.0,1.0,22.0,9.0,19.0,9.0,29.0
632,28,301.0,21.0,462.0,2836.0,15.0,12.0,469.0,1936.0,15.0,4.1,107.0,324.0,27.0,563.0,3485.0,20.0,14.0,427.0,1721.0,9.0,4.0,91.0,19.0,27.0,2.0,27.0,18.0,23.0,21.0,28.0
633,29,338.0,24.0,528.0,2952.0,20.0,16.0,475.0,1742.0,12.0,3.7,100.0,203.0,37.0,602.0,3665.0,12.0,20.0,373.0,1313.0,6.0,3.5,71.0,11.0,24.0,6.0,15.0,1.0,29.0,5.0,31.0
634,30,352.0,21.0,454.0,3113.0,16.0,12.0,580.0,2774.0,17.0,4.8,148.0,212.0,28.0,525.0,2942.0,19.0,16.0,339.0,1195.0,5.0,3.5,70.0,7.0,21.0,2.0,28.0,3.0,4.0,16.0,18.0
635,31,503.0,44.0,551.0,4663.0,37.0,22.0,416.0,2027.0,20.0,4.9,104.0,273.0,34.0,541.0,3097.0,16.0,21.0,366.0,1374.0,11.0,3.8,77.0,1.0,1.0,31.0,12.0,7.0,11.0,9.0,21.0
636,32,256.0,28.0,432.0,2487.0,13.0,13.0,490.0,1948.0,10.0,4.0,104.0,303.0,34.0,473.0,2977.0,19.0,23.0,484.0,1869.0,10.0,3.9,103.0,28.0,30.0,13.0,30.0,13.0,6.0,9.0,4.0
637,1,252.0,34.0,514.0,2780.0,14.0,20.0,350.0,1214.0,6.0,3.5,65.0,413.0,25.0,515.0,3624.0,23.0,15.0,453.0,1983.0,16.0,4.4,113.0,27.0,24.0,23.0,18.0,26.0,24.0,20.0,10.0
638,2,210.0,44.0,554.0,3250.0,16.0,24.0,343.0,1278.0,6.0,3.7,71.0,443.0,20.0,459.0,3128.0,19.0,10.0,578.0,2609.0,29.0,4.5,149.0,29.0,17.0,30.0,13.0,30.0,11.0,29.0,3.0
639,3,161.0,28.0,483.0,2445.0,9.0,19.0,336.0,1085.0,7.0,3.2,53.0,419.0,25.0,486.0,3138.0,18.0,12.0,594.0,2505.0,26.0,4.2,147.0,31.0,30.0,13.0,24.0,27.0,12.0,20.0,7.0
640,4,185.0,35.0,454.0,1946.0,6.0,14.0,495.0,2314.0,13.0,4.7,119.0,359.0,21.0,538.0,3562.0,26.0,9.0,504.0,1925.0,12.0,3.8,101.0,30.0,31.0,24.0,27.0,21.0,23.0,27.0,18.0
641,5,269.0,50.0,578.0,3238.0,19.0,30.0,351.0,1062.0,7.0,3.0,63.0,440.0,22.0,552.0,3537.0,33.0,16.0,470.0,1422.0,10.0,3.0,76.0,26.0,18.0,31.0,6.0,29.0,22.0,25.0,22.0
642,6,276.0,25.0,565.0,3181.0,18.0,15.0,424.0,1390.0,9.0,3.3,80.0,338.0,23.0,544.0,3522.0,23.0,10.0,495.0,1831.0,12.0,3.7,108.0,25.0,19.0,7.0,11.0,17.0,21.0,24.0,19.0
643,7,388.0,19.0,583.0,4239.0,32.0,10.0,416.0,1801.0,15.0,4.3,98.0,422.0,21.0,558.0,3915.0,25.0,13.0,435.0,1794.0,22.0,4.1,110.0,6.0,4.0,1.0,4.0,28.0,29.0,27.0,26.0
644,8,216.0,29.0,542.0,2805.0,12.0,16.0,417.0,1736.0,6.0,4.2,89.0,355.0,20.0,530.0,3407.0,25.0,11.0,469.0,1827.0,15.0,3.9,106.0,28.0,23.0,15.0,16.0,20.0,17.0,29.0,14.0
645,9,320.0,38.0,507.0,2960.0,21.0,21.0,403.0,1720.0,10.0,4.3,98.0,405.0,29.0,489.0,3937.0,23.0,17.0,503.0,2454.0,20.0,4.9,126.0,19.0,21.0,27.0,19.0,25.0,30.0,16.0,9.0
646,10,353.0,33.0,600.0,3678.0,21.0,16.0,404.0,1643.0,13.0,4.1,88.0,323.0,28.0,557.0,3451.0,28.0,21.0,417.0,1618.0,7.0,3.9,84.0,11.0,8.0,21.0,2.0,14.0,19.0,19.0,25.0
647,11,310.0,35.0,566.0,3468.0,19.0,19.0,363.0,1186.0,7.0,3.3,63.0,310.0,38.0,552.0,3712.0,19.0,17.0,426.0,1944.0,12.0,4.6,107.0,21.0,12.0,24.0,10.0,12.0,26.0,6.0,22.0
648,12,540.0,35.0,587.0,5232.0,37.0,23.0,383.0,1843.0,26.0,4.8,112.0,471.0,25.0,534.0,3797.0,32.0,19.0,383.0,1697.0,18.0,4.4,95.0,1.0,1.0,24.0,3.0,31.0,27.0,20.0,17.0
649,13,367.0,29.0,545.0,3658.0,22.0,15.0,481.0,2032.0,18.0,4.2,109.0,327.0,30.0,458.0,3160.0,23.0,12.0,436.0,1685.0,14.0,3.9,85.0,8.0,9.0,15.0,15.0,16.0,14.0,14.0,1.0
650,14,388.0,24.0,433.0,2583.0,18.0,13.0,490.0,2066.0,18.0,4.2,111.0,269.0,41.0,594.0,3152.0,15.0,25.0,398.0,1648.0,12.0,4.1,84.0,6.0,26.0,5.0,30.0,7.0,13.0,4.0,31.0
651,15,281.0,33.0,561.0,3648.0,18.0,21.0,445.0,1748.0,14.0,3.9,98.0,269.0,33.0,462.0,2621.0,12.0,17.0,430.0,1853.0,9.0,4.3,97.0,24.0,10.0,21.0,12.0,7.0,2.0,11.0,4.0
652,16,321.0,40.0,637.0,3924.0,23.0,29.0,418.0,1471.0,11.0,3.5,84.0,321.0,35.0,517.0,2932.0,17.0,21.0,476.0,1888.0,9.0,4.0,98.0,17.0,6.0,29.0,1.0,13.0,6.0,8.0,11.0
653,17,320.0,38.0,507.0,2960.0,21.0,21.0,403.0,1720.0,10.0,4.3,98.0,405.0,29.0,489.0,3937.0,23.0,17.0,503.0,2454.0,20.0,4.9,126.0,19.0,21.0,27.0,19.0,25.0,30.0,16.0,9.0
654,18,307.0,31.0,503.0,2675.0,14.0,19.0,448.0,1747.0,15.0,3.9,101.0,307.0,42.0,544.0,3210.0,16.0,25.0,421.0,1823.0,14.0,4.3,96.0,22.0,25.0,20.0,21.0,11.0,15.0,3.0,19.0
